genus,metabolism,light,replicate,run,time,seconds,oxygen_mM,carbondioxide_mM,c12_mM,c13_mM,salinity_ppt,temperature_c,ph,comments,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:31:52,827,11.82770236,26.11510821,25.41180663,0.703301576,31,12,8.01,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:32:06,841,11.87586974,25.94879192,25.23499955,0.713792379,31,12,8.01,8.01,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:32:20,855,11.88912682,26.24344405,25.51151466,0.731929394,31,12,8.01,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:32:34,869,12.0851422,26.12996629,25.42311111,0.706855177,31,12,8.01,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:32:48,883,11.91841865,26.00313577,25.30231834,0.700817434,31,12,8.01,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:33:02,897,11.88628602,25.89893286,25.18241468,0.716518185,31,12,8.01,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:33:16,912,11.99859241,25.65215056,24.92063349,0.731517069,31,12,8.01,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:33:31,926,11.93375898,25.81402426,25.10582368,0.708200581,31,12,8.01,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:33:45,940,11.93237015,25.92315253,25.22382209,0.699330444,31,12,8.01,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:33:59,953,12.0851422,25.89826367,25.21531197,0.682951699,31,12,8.01,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:34:12,967,12.17232327,25.84579073,25.13389434,0.711896384,31,12,8.01,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:34:26,981,11.84026502,25.70674905,24.9612788,0.74547025,31,12,8.01,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:34:40,995,11.77397962,25.92968807,25.21810634,0.711581729,31,12,8.01,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:34:54,1009,11.77751484,25.57516536,24.85471188,0.720453473,31,12,8.01,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:35:08,1023,11.67354147,25.60940392,24.91085322,0.698550703,31,12,8.02,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:35:22,1038,11.8256191,25.47820491,24.78307453,0.695130386,31,12,8.02,8.02,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:35:37,1051,12.38715107,25.77827522,25.07216428,0.706110941,31,12,8.02,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:35:50,1066,12.08444778,25.47848108,24.81393956,0.664541525,31,12,8.02,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:36:05,1080,11.86955685,25.56655213,24.80835083,0.758201297,31,12,8.02,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:36:19,1094,11.99373148,25.16787217,24.43504908,0.732823095,31,12,8.02,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:36:33,1108,12.08299581,25.77738858,25.03431334,0.743075238,31,12,8.02,8.02,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:36:47,1122,12.19536534,25.25445441,24.54593456,0.708519853,31,12,8.02,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:37:01,1136,12.06626664,24.98985471,24.31565349,0.674201218,31,12,8.02,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:37:15,1150,11.91488343,25.49361723,24.77189707,0.721720159,31,12,8.02,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:37:29,1164,12.24624727,25.23559567,24.53602727,0.699568404,31,12,8.02,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:37:43,1178,12.26998375,25.32395153,24.59915451,0.724797019,31,12,8.02,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:37:57,1192,12.3564704,25.25551338,24.54872893,0.706784454,31,12,8.02,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:38:11,1206,12.2615876,25.18813512,24.5163397,0.671795423,31,12,8.02,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Light,14:38:25,1221,12.50785362,25.37116523,24.67358623,0.697579003,31,12,8.02,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:42:25,184,11.68610413,25.12255446,24.43644626,0.686108195,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:42:39,197,11.80327145,25.26865371,24.56828948,0.70036423,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:42:52,211,12.04814863,25.39277035,24.70864281,0.684127542,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:43:06,225,12.15837177,25.36749943,24.63014656,0.737352877,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:43:20,239,11.79702169,25.52149251,24.81533674,0.706155765,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:43:34,253,11.72656979,25.55913804,24.85318768,0.705950354,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:43:48,267,11.39451153,25.24087231,24.54021881,0.7006535,31,12,8.03,8.03,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:44:02,281,11.67423589,25.37126119,24.67358623,0.697674963,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:44:16,295,11.47960935,25.07731886,24.39427676,0.683042102,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:44:30,309,11.25291331,25.4528648,24.71143717,0.741427629,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:44:44,323,11.05898119,25.58206263,24.88976846,0.692294167,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:44:58,337,12.36694981,25.34580647,24.65110429,0.694702172,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:45:12,351,11.49917932,25.54371613,24.83362713,0.710088995,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:45:26,366,11.50126258,25.53641857,24.81673392,0.719684647,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:45:41,379,11.4251922,25.32802052,24.67358623,0.654434287,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:45:54,393,11.27311457,25.37080214,24.67358623,0.697215912,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:46:08,407,11.19085755,25.48684586,24.77608862,0.71075724,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:46:22,421,11.19988499,25.22236851,24.49957351,0.722795007,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:46:36,435,11.36383086,25.52696644,24.83362713,0.693339309,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:46:50,449,11.14199575,25.68446018,24.93041377,0.754046412,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:47:04,463,11.09458591,25.27889218,24.59636015,0.682532034,31,12,8.03,8.03,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:47:18,477,10.84516345,25.2671871,24.53882163,0.728365464,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:47:32,491,10.80368773,25.40319225,24.6679975,0.735194747,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:47:46,505,10.4583724,25.59834305,24.89256283,0.705780221,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:48:00,519,10.80577099,25.58168692,24.86588934,0.715797576,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:48:14,532,10.66486718,25.35525096,24.67079187,0.684459097,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:48:27,546,10.88392462,25.47496911,24.76618132,0.708787792,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:48:41,561,10.9327233,25.37119368,24.65821722,0.712976461,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:48:56,575,11.00879367,25.88751931,25.09045467,0.797064641,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:49:10,589,11.08618976,25.65162039,24.93041377,0.721206622,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:49:24,603,10.77193387,25.58217752,24.89675437,0.685423142,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:49:38,617,10.49328271,25.42438042,24.70445126,0.719929156,31,12,8.03,8.03,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:49:52,632,10.59719295,25.9124468,25.21531197,0.697134828,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:50:07,646,10.56998437,25.44309581,24.7185501,0.724545708,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:50:21,660,10.46115007,25.68253072,24.99506521,0.687465511,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:50:35,674,10.62301269,25.6685983,24.96839173,0.700206567,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:50:49,688,10.68229077,25.5084741,24.77329425,0.735179852,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:51:03,702,10.08445965,25.82134976,25.15078755,0.670562208,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:51:17,716,10.42560848,26.0497874,25.33610475,0.713682649,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:51:31,730,10.62648478,25.90020384,25.17746103,0.722742805,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:51:45,744,10.76183324,25.91086921,25.20972324,0.701145967,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:51:59,758,10.37605225,25.87127962,25.14799318,0.723286439,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:52:13,772,10.87205638,25.93049389,25.21251761,0.717976279,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:52:27,786,10.69693668,26.02874318,25.32619746,0.702545727,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,Dark2,14:52:41,800,10.27908619,25.96431282,25.25049557,0.713817249,31,12,8.03,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,14:54:47,926,5.37655541,2748.550381,2677.127062,71.42331883,31,12,4.1,fDIC for OSMUNDEA LOW LIGHT R5,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,14:55:01,940,6.101338834,2734.131276,2661.681845,72.44943127,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,14:55:15,954,5.40168073,2717.887511,2646.668484,71.21902659,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,14:55:29,967,5.842510157,2747.202529,2675.437741,71.764788,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,14:55:42,981,5.695356585,2719.537795,2647.93865,71.59914509,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,14:55:56,994,5.913656479,2732.410317,2660.424381,71.98593639,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,14:56:09,1008,6.100644415,2765.028039,2693.27087,71.75716879,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,14:56:23,1021,6.00576161,2752.261054,2680.493002,71.76805212,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,14:56:36,1035,5.999448716,2760.889904,2689.269848,71.62005595,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,14:56:50,1049,5.961823864,2742.242094,2670.674619,71.56747489,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,14:57:04,1062,6.328034877,2743.584597,2671.373211,72.21138676,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,14:57:17,1076,5.973692106,2731.043701,2659.306635,71.73706663,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,14:57:31,1090,5.995282205,2763.797322,2692.000704,71.79661778,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,14:57:45,1104,6.223430214,2735.073874,2663.091729,71.98214525,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,14:57:59,1118,6.459153697,2750.535147,2678.816383,71.71876454,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,14:58:13,1132,6.314777799,2754.364312,2682.601477,71.76283521,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,14:58:27,1146,6.175957247,2743.620754,2671.652647,71.96810734,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,14:58:41,1160,5.783232077,2740.491772,2669.264735,71.22703693,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,14:58:55,1173,6.354549034,2762.868747,2691.162395,71.70635173,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,14:59:08,1187,6.282013876,2765.33215,2693.334379,71.99777175,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,14:59:22,1200,6.341291956,2736.179496,2664.209475,71.97002117,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,14:59:35,1214,6.095025939,2756.659907,2685.129107,71.53079989,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,14:59:49,1228,6.40928183,2740.869089,2668.705862,72.1632268,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,15:00:03,1242,5.839732483,2755.658336,2684.709952,70.94838377,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,Low,2,DIC_f,15:00:17,1256,6.60984249,2757.178991,2684.989389,72.18960231,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,High,5,DIC_i,15:05:40,1579,10.56442903,2733.527767,2660.424381,73.10338586,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,High,5,DIC_i,15:05:54,1594,10.19960685,2712.199564,2639.517451,72.68211338,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,High,5,DIC_i,15:06:09,1608,10.60628352,2748.714631,2676.009316,72.70531525,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,High,5,DIC_i,15:06:23,1622,10.6132277,2719.393488,2646.528766,72.86472203,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,High,5,DIC_i,15:06:37,1635,10.51695606,2717.58771,2644.839446,72.74826399,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,High,5,DIC_i,15:06:50,1649,10.31469092,2719.011332,2646.808203,72.203129,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,High,5,DIC_i,15:07:04,1663,10.21980811,2746.801848,2674.73915,72.06269754,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,High,5,DIC_i,15:07:18,1676,11.16364898,2738.516584,2665.759077,72.75750681,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,High,5,DIC_i,15:07:31,1690,10.67742984,2708.908646,2636.850102,72.05854413,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,High,5,DIC_i,15:07:45,1703,10.89225764,2739.135467,2666.876823,72.25864403,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,High,5,DIC_i,15:07:58,1717,10.71404463,2729.274056,2656.982231,72.29182445,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,High,5,DIC_i,15:08:12,1730,11.00039752,2718.566638,2645.969893,72.59674485,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,High,5,DIC_i,15:08:25,1744,10.66278392,2702.768756,2630.664394,72.10436147,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,High,5,DIC_i,15:08:39,1758,10.85741046,2708.510668,2636.278528,72.23214019,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,High,5,DIC_i,15:08:53,1772,11.05342584,2737.074058,2664.920768,72.15329024,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,High,5,DIC_i,15:09:07,1786,10.72483968,2708.579262,2636.850102,71.72915951,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,High,5,DIC_i,15:09:21,1799,10.58740796,2708.070105,2636.697682,71.37242277,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,High,5,DIC_i,15:09:34,1814,10.5427758,2713.854412,2642.743672,71.11073978,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,High,5,DIC_i,15:09:49,1827,10.59896056,2719.353323,2647.78623,71.56709232,31,12,4.1,,,,,,,,,,,,,
Osmundea,nonccm,High,5,DIC_i,15:10:02,1841,10.33912182,2718.102782,2646.947921,71.15486132,31,12,4.1,end iDIC,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark1,15:26:48,507,11.22848241,25.73699244,25.00205112,0.734941318,31,12,8.05,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark1,15:27:02,521,11.8395706,25.48806994,24.77189707,0.716172874,31,12,8.05,8.05,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark1,15:27:16,535,10.96409838,25.63545715,24.87427244,0.761184708,31,12,8.05,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark1,15:27:30,549,11.71956247,25.58121521,24.85750625,0.723708957,31,12,8.05,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark1,15:27:44,563,11.43428277,25.6518589,24.95149852,0.700360373,31,12,8.05,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark1,15:27:58,577,11.17267642,26.10615547,25.39643763,0.709717847,31,12,8.05,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark1,15:28:12,591,11.57726983,25.64288034,24.97677482,0.666105515,31,12,8.05,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark1,15:28:26,605,11.35404588,26.13569417,25.43568575,0.700008413,31,12,8.05,8.05,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark1,15:28:40,619,10.80785424,25.58045523,24.8616978,0.718757438,31,12,8.05,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark1,15:28:54,633,11.05481468,26.16807581,25.45956487,0.70851094,31,12,8.05,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark1,15:29:08,647,10.96340396,26.10673774,25.3556653,0.751072439,31,12,8.05,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark1,15:29:22,661,11.27172573,26.27874056,25.55647853,0.722262035,31,12,8.05,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark1,15:29:36,675,10.99692543,25.90318986,25.21963054,0.683559318,31,12,8.05,8.05,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark1,15:29:50,689,11.2487468,26.414364,25.69251329,0.721850705,31,12,8.05,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark1,15:30:04,703,10.92647353,26.44995008,25.71220086,0.737749216,31,12,8.05,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark1,15:30:18,717,11.18940559,26.35469889,25.62379732,0.730901571,31,12,8.05,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark1,15:30:32,731,10.81202075,25.98482204,25.25049557,0.734326468,31,12,8.05,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark1,15:30:46,745,10.64182511,26.34124903,25.64488207,0.696366954,31,12,8.05,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark1,15:31:00,758,10.73531908,26.31306019,25.61261986,0.70044033,31,12,8.05,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark1,15:31:13,773,10.47933121,26.55520853,25.83566099,0.719547544,31,12,8.05,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark1,15:31:28,787,10.21633602,26.6388948,25.92279436,0.716100434,31,12,8.05,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark1,15:31:42,800,10.35307332,26.57516067,25.86805022,0.707110459,31,12,8.05,8.05,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:36:08,239,11.74961185,24.67969404,24.00128743,0.678406604,31,12,8.04,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:36:21,254,11.76286893,24.55755747,23.88481322,0.672744249,31,12,8.04,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:36:36,267,11.78237577,24.72594175,24.05323722,0.672704535,31,12,8.04,8.04,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:36:49,281,12.10812113,24.41780099,23.73188525,0.685915738,31,12,8.04,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:37:03,295,12.63272267,24.78651008,24.10378982,0.682720261,31,12,8.04,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:37:17,309,12.00004438,24.58862701,23.91008953,0.678537485,31,12,8.04,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:37:31,323,12.6375836,24.31456507,23.64767326,0.666891819,31,12,8.04,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:37:45,337,12.19252453,23.72839661,23.05107635,0.677320266,31,12,8.04,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:37:59,351,12.60551409,24.11820566,23.4412713,0.676934357,31,12,8.04,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:38:13,366,12.16045503,23.54110549,22.8630918,0.67801369,31,12,8.04,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:38:28,380,12.27276142,23.46119762,22.82092229,0.640275327,31,12,8.04,8.04,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:38:42,394,12.88176636,23.38151768,22.74941195,0.63210573,31,12,8.04,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:38:56,408,12.85664104,23.07886887,22.42653579,0.652333079,31,12,8.04,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:39:10,422,13.14615038,22.7486056,22.09108498,0.65752062,31,12,8.04,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:39:24,436,11.51451966,22.46740353,21.88481004,0.582593482,31,12,8.04,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:39:38,450,11.97769673,22.45759291,21.81736424,0.640228676,31,12,8.04,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:39:52,464,11.91772423,22.27910674,21.66303908,0.616067655,31,12,8.05,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:40:06,478,11.9675961,21.55922926,21.00610929,0.553119965,31,12,8.05,8.05,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:40:20,492,12.68013251,21.49214186,20.89103227,0.601109593,31,12,8.05,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:40:34,506,12.52736046,21.70668026,21.08333538,0.623344884,31,12,8.05,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:40:48,520,12.87198137,21.4032427,20.80821745,0.595025249,31,12,8.05,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:41:02,533,12.81339771,21.12556077,20.55418428,0.571376493,31,12,8.05,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:41:15,547,13.69095318,21.18751441,20.55990002,0.627614389,31,12,8.05,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:41:29,562,13.84928058,21.06137159,20.47987957,0.581492015,31,12,8.06,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:41:44,576,13.85344709,20.78322684,20.18227971,0.600947129,31,12,8.06,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:41:58,590,13.78583599,20.51772095,19.97460759,0.543113358,31,12,8.06,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:42:12,604,13.87301706,20.72533634,20.16398932,0.561347018,31,12,8.06,8.06,,,,,,,,,,,,
Osmundea,nonccm,High,5,Light,15:42:26,618,14.15589787,20.29670768,19.70368121,0.593026469,31,12,8.07,8.07,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark2,15:53:12,634,11.23826739,20.1183828,19.56332788,0.555054923,31,12,8.11,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark2,15:53:26,648,11.01434902,20.09190384,19.5535476,0.538356237,31,12,8.11,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark2,15:53:40,662,11.10014126,20.57312927,20.00966417,0.563465107,31,12,8.11,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark2,15:53:54,676,10.95507094,20.41741055,19.89039559,0.527014959,31,12,8.11,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark2,15:54:08,690,10.84762548,20.55690162,19.98019632,0.576705302,31,12,8.11,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark2,15:54:22,704,11.06737734,20.62811876,20.04688003,0.581238738,31,12,8.11,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark2,15:54:36,718,10.97180011,20.46711509,19.90855896,0.558556122,31,12,8.11,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark2,15:54:50,732,10.83228514,20.421661,19.85381481,0.567846184,31,12,8.11,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark2,15:55:04,747,10.90343146,20.65345025,20.0658055,0.587644752,31,12,8.11,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark2,15:55:19,761,10.64251953,20.65725182,20.08409589,0.573155929,31,12,8.11,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark2,15:55:33,775,11.19432965,20.60962567,20.00547262,0.60415305,31,12,8.11,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark2,15:55:47,789,10.97804988,20.6521315,20.07418859,0.577942903,31,12,8.11,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark2,15:56:01,802,10.72906932,20.79231801,20.2005701,0.591747915,31,12,8.11,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark2,15:56:14,816,10.23931496,20.50754293,19.92964372,0.577899209,31,12,8.11,8.11,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark2,15:56:28,830,10.49258829,20.69794343,20.08117451,0.616768922,31,12,8.11,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark2,15:56:42,844,10.56373461,20.84817422,20.27068325,0.577490968,31,12,8.11,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark2,15:56:56,858,10.72976374,20.82137558,20.2495985,0.571777078,31,12,8.11,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark2,15:57:10,872,10.75690918,20.65253203,20.09387616,0.558655868,31,12,8.11,,,,,,,,,,,,,
Osmundea,nonccm,High,5,Dark2,15:57:24,886,10.52951872,20.77953464,20.15560623,0.623928414,31,12,8.1,,,,,,,,,,,,,
