number,genus,metabolism,treatment,rep,run1,run2,seconds,gas_id,gas_mM,salinity_ppt,temperature_c,pH
1618,Opuntiella,nonccm,High,2,Dark2,Dark,365,O2,12.75133883,31,12,8.02
1619,Opuntiella,nonccm,High,2,Dark2,Dark,379,O2,12.77854741,31,12,8.02
1620,Opuntiella,nonccm,High,2,Dark2,Dark,392,O2,12.47653853,31,12,8.02
1621,Opuntiella,nonccm,High,2,Dark2,Dark,405,O2,12.15142446,31,12,8.02
1622,Opuntiella,nonccm,High,2,Dark2,Dark,418,O2,12.38790549,31,12,8.02
1623,Opuntiella,nonccm,High,2,Dark2,Dark,431,O2,12.10887555,31,12,8.02
1624,Opuntiella,nonccm,High,2,Dark2,Dark,445,O2,12.25748109,31,12,8.02
1625,Opuntiella,nonccm,High,2,Dark2,Dark,458,O2,12.29378024,31,12,8.01
1626,Opuntiella,nonccm,High,2,Dark2,Dark,471,O2,11.9135546,31,12,8.01
1627,Opuntiella,nonccm,High,2,Dark2,Dark,484,O2,12.32061004,31,12,8.01
1628,Opuntiella,nonccm,High,2,Dark2,Dark,498,O2,12.27282143,31,12,8.01
1629,Opuntiella,nonccm,High,2,Dark2,Dark,512,O2,12.42767673,31,12,8.01
1630,Opuntiella,nonccm,High,2,Dark2,Dark,525,O2,11.9024439,31,12,8.01
1631,Opuntiella,nonccm,High,2,Dark2,Dark,539,O2,11.80825552,31,12,8.01
1632,Opuntiella,nonccm,High,2,Dark2,Dark,552,O2,11.60384399,31,12,8.01
1633,Opuntiella,nonccm,High,2,Dark2,Dark,565,O2,11.52922558,31,12,8.01
1634,Opuntiella,nonccm,High,2,Dark2,Dark,578,O2,11.7447478,31,12,8
1635,Opuntiella,nonccm,High,2,Dark2,Dark,592,O2,11.92333958,31,12,8
1636,Opuntiella,nonccm,High,2,Dark2,Dark,605,O2,11.56899681,31,12,8
1637,Pyropia,ccm,Low,2,Dark1,Dark,491,O2,10.75627477,31,12,7.98
1638,Pyropia,ccm,Low,2,Dark1,Dark,506,O2,10.39075817,31,12,7.98
1639,Pyropia,ccm,Low,2,Dark1,Dark,520,O2,10.37125133,31,12,7.98
1640,Pyropia,ccm,Low,2,Dark1,Dark,533,O2,10.27984062,31,12,7.98
1641,Pyropia,ccm,Low,2,Dark1,Dark,547,O2,10.34057066,31,12,7.98
1642,Pyropia,ccm,Low,2,Dark1,Dark,561,O2,10.36563285,31,12,7.98
1643,Pyropia,ccm,Low,2,Dark1,Dark,575,O2,10.20661104,31,12,7.98
1644,Pyropia,ccm,Low,2,Dark1,Dark,589,O2,10.37819551,31,12,7.98
1645,Pyropia,ccm,Low,2,Dark1,Dark,603,O2,10.33217451,31,12,7.98
1646,Pyropia,ccm,Low,2,Dark1,Dark,617,O2,10.17031189,31,12,7.98
1647,Pyropia,ccm,Low,2,Dark1,Dark,631,O2,10.53658604,31,12,7.98
1648,Pyropia,ccm,Low,2,Dark1,Dark,645,O2,10.26727795,31,12,7.98
1649,Pyropia,ccm,Low,2,Dark1,Dark,658,O2,10.12776299,31,12,7.98
1650,Pyropia,ccm,Low,2,Dark1,Dark,673,O2,10.23381961,31,12,7.98
1651,Pyropia,ccm,Low,2,Dark1,Dark,687,O2,9.836233515,31,12,7.98
1652,Pyropia,ccm,Low,2,Dark1,Dark,701,O2,10.16336771,31,12,7.98
1653,Pyropia,ccm,Low,2,Dark1,Dark,715,O2,10.05106132,31,12,7.98
1654,Pyropia,ccm,Low,2,Dark1,Dark,730,O2,10.02315832,31,12,7.98
1655,Pyropia,ccm,Low,2,Dark1,Dark,744,O2,9.963185824,31,12,7.98
1656,Pyropia,ccm,Low,2,Dark1,Dark,758,O2,10.10270079,31,12,7.98
1657,Pyropia,ccm,Low,2,Dark1,Dark,772,O2,10.33425777,31,12,7.98
1658,Pyropia,ccm,Low,2,Dark1,Dark,786,O2,9.843872117,31,12,7.98
1659,Pyropia,ccm,Low,2,Light1,Light,210,O2,9.337072942,31,12,8.05
1660,Pyropia,ccm,Low,2,Light1,Light,225,O2,9.560675667,31,12,8.06
1661,Pyropia,ccm,Low,2,Light1,Light,239,O2,10.09777674,31,12,8.06
1662,Pyropia,ccm,Low,2,Light1,Light,252,O2,9.551585099,31,12,8.06
1663,Pyropia,ccm,Low,2,Light1,Light,266,O2,9.99872742,31,12,8.06
1664,Pyropia,ccm,Low,2,Light1,Light,281,O2,9.908768673,31,12,8.06
1665,Pyropia,ccm,Low,2,Light1,Light,295,O2,10.33425777,31,12,8.06
1666,Pyropia,ccm,Low,2,Light1,Light,309,O2,10.071957,31,12,8.06
1667,Pyropia,ccm,Low,2,Light1,Light,323,O2,9.88503219,31,12,8.06
1668,Pyropia,ccm,Low,2,Light1,Light,337,O2,10.30427152,31,12,8.06
1669,Pyropia,ccm,Low,2,Light1,Light,350,O2,10.15566598,31,12,8.06
1670,Pyropia,ccm,Low,2,Light1,Light,364,O2,10.30843803,31,12,8.06
1671,Pyropia,ccm,Low,2,Light1,Light,379,O2,10.0824364,31,12,8.07
1672,Pyropia,ccm,Low,2,Light1,Light,392,O2,10.0224639,31,12,8.07
1673,Pyropia,ccm,Low,2,Light1,Light,406,O2,10.40540409,31,12,8.07
1674,Pyropia,ccm,Low,2,Light1,Light,420,O2,10.44100881,31,12,8.07
1675,Pyropia,ccm,Low,2,Light1,Light,434,O2,10.35452216,31,12,8.07
1676,Pyropia,ccm,Low,2,Light1,Light,447,O2,10.44448091,31,12,8.07
1677,Pyropia,ccm,Low,2,Light1,Light,460,O2,10.77830677,31,12,8.08
1678,Pyropia,ccm,Low,2,Light1,Light,474,O2,10.49334271,31,12,8.08
1679,Pyropia,ccm,Low,2,Light1,Light,489,O2,10.46960623,31,12,8.08
1680,Pyropia,ccm,Low,2,Light1,Light,502,O2,10.54214138,31,12,8.08
1681,Pyropia,ccm,Low,2,Light1,Light,516,O2,10.14455528,31,12,8.08
1682,Pyropia,ccm,Low,2,Light1,Light,529,O2,10.05453341,31,12,8.08
1683,Pyropia,ccm,Low,2,Light1,Light,543,O2,10.39498781,31,12,8.08
1684,Pyropia,ccm,Low,2,Light1,Light,556,O2,10.31127883,31,12,8.08
1685,Pyropia,ccm,Low,2,Light1,Light,570,O2,10.55609288,31,12,8.08
1686,Pyropia,ccm,Low,2,Light1,Light,584,O2,10.57143321,31,12,8.08
1687,Pyropia,ccm,Low,2,Light1,Light,598,O2,10.5567873,31,12,8.08
1688,Pyropia,ccm,Low,2,Light1,Light,611,O2,10.33987624,31,12,8.08
1689,Pyropia,ccm,Low,2,Dark2,Dark,261,O2,10.15080505,31,12,7.99
1690,Pyropia,ccm,Low,2,Dark2,Dark,274,O2,10.30566035,31,12,7.99
1691,Pyropia,ccm,Low,2,Dark2,Dark,287,O2,10.08451966,31,12,7.99
1692,Pyropia,ccm,Low,2,Dark2,Dark,301,O2,9.945699106,31,12,7.99
1693,Pyropia,ccm,Low,2,Dark2,Dark,315,O2,9.635988499,31,12,7.99
1694,Pyropia,ccm,Low,2,Dark2,Dark,328,O2,9.974296519,31,12,7.99
1695,Pyropia,ccm,Low,2,Dark2,Dark,342,O2,9.856434777,31,12,7.99
1696,Pyropia,ccm,Low,2,Dark2,Dark,355,O2,9.579488093,31,12,7.98
1697,Pyropia,ccm,Low,2,Dark2,Dark,368,O2,10.12429089,31,12,7.98
1698,Pyropia,ccm,Low,2,Dark2,Dark,382,O2,10.24499344,31,12,7.98
1699,Pyropia,ccm,Low,2,Dark2,Dark,395,O2,9.933893993,31,12,7.98
1700,Pyropia,ccm,Low,2,Dark2,Dark,409,O2,9.888504282,31,12,7.98
1701,Pyropia,ccm,Low,2,Dark2,Dark,422,O2,9.633210826,31,12,7.98
1702,Pyropia,ccm,Low,2,Dark2,Dark,436,O2,9.681315082,31,12,7.98
1703,Pyropia,ccm,Low,2,Dark2,Dark,449,O2,9.61856491,31,12,7.98
1704,Pyropia,ccm,Low,2,Dark2,Dark,463,O2,9.647856741,31,12,7.98
1705,Pyropia,ccm,Low,2,Dark2,Dark,476,O2,9.739961873,31,12,7.98
1706,Pyropia,ccm,Low,2,Dark2,Dark,490,O2,9.680620664,31,12,7.98
1707,Pyropia,ccm,Low,2,Dark2,Dark,504,O2,9.938060504,31,12,7.98
1708,Pyropia,ccm,Low,2,Dark2,Dark,518,O2,9.497167948,31,12,7.98
1709,Pyropia,ccm,Low,2,Dark2,Dark,531,O2,9.492307019,31,12,7.98
1710,Pyropia,ccm,Low,2,Dark2,Dark,544,O2,9.239791237,31,12,7.98
1711,Pyropia,ccm,Low,2,Dark2,Dark,557,O2,9.479049941,31,12,7.98
1712,Pyropia,ccm,Low,2,Dark2,Dark,570,O2,9.164415276,31,12,7.98
1713,Pyropia,ccm,Low,2,Dark2,Dark,583,O2,9.047247953,31,12,7.97
1714,Pyropia,ccm,Low,2,Dark2,Dark,597,O2,9.431640103,31,12,7.97
1715,Osmundea,ccm,High,2,Dark1,Dark,204,O2,11.153924,31,12,8
1716,Osmundea,ccm,High,2,Dark1,Dark,217,O2,10.48355772,31,12,8
1717,Osmundea,ccm,High,2,Dark1,Dark,231,O2,10.61890618,31,12,8
1718,Osmundea,ccm,High,2,Dark1,Dark,245,O2,11.04370086,31,12,8
1719,Osmundea,ccm,High,2,Dark1,Dark,258,O2,10.42566848,31,12,8
1720,Osmundea,ccm,High,2,Dark1,Dark,271,O2,10.45496031,31,12,8
1721,Osmundea,ccm,High,2,Dark1,Dark,285,O2,10.04335958,31,12,8
1722,Osmundea,ccm,High,2,Dark1,Dark,298,O2,10.54075255,31,12,8
1723,Osmundea,ccm,High,2,Dark1,Dark,311,O2,10.93070004,31,12,8
1724,Osmundea,ccm,High,2,Dark1,Dark,324,O2,10.78209451,31,12,8
1725,Osmundea,ccm,High,2,Dark1,Dark,338,O2,10.35799425,31,12,8
1726,Osmundea,ccm,High,2,Dark1,Dark,351,O2,10.18849303,31,12,8
1727,Osmundea,ccm,High,2,Dark1,Dark,365,O2,10.66214951,31,12,8
1728,Osmundea,ccm,High,2,Dark1,Dark,378,O2,9.805489718,31,12,8
1729,Osmundea,ccm,High,2,Dark1,Dark,393,O2,9.767864867,31,12,8
1730,Osmundea,ccm,High,2,Dark1,Dark,406,O2,9.799934371,31,12,8
1731,Osmundea,ccm,High,2,Dark1,Dark,419,O2,9.737815488,31,12,8
1732,Osmundea,ccm,High,2,Dark1,Dark,432,O2,9.87663604,31,12,8
1733,Osmundea,ccm,High,2,Dark1,Dark,445,O2,10.09291581,31,12,8
1734,Osmundea,ccm,High,2,Dark1,Dark,459,O2,9.592050753,31,12,8
1735,Osmundea,ccm,High,2,Dark1,Dark,472,O2,9.372298894,31,12,8
1736,Osmundea,ccm,High,2,Dark1,Dark,486,O2,9.5108038,31,12,8
1737,Osmundea,ccm,High,2,Dark1,Dark,499,O2,9.737815488,31,12,8
1738,Osmundea,ccm,High,2,Dark1,Dark,513,O2,9.460237515,31,12,8
1739,Osmundea,ccm,High,2,Dark1,Dark,527,O2,9.181207575,31,12,8
1740,Osmundea,ccm,High,2,Dark1,Dark,541,O2,9.511119445,31,12,8
1741,Osmundea,ccm,High,2,Dark1,Dark,555,O2,9.267694231,31,12,8
1742,Osmundea,ccm,High,2,Dark1,Dark,569,O2,9.084241515,31,12,8
1743,Osmundea,ccm,High,2,Dark1,Dark,583,O2,8.991441965,31,12,7.99
1744,Osmundea,ccm,High,2,Dark1,Dark,596,O2,9.058737421,31,12,7.99
1745,Osmundea,ccm,High,2,Light1,Light,191,O2,9.811802613,31,12,7.98
1746,Osmundea,ccm,High,2,Light1,Light,205,O2,9.85087943,31,12,7.98
1747,Osmundea,ccm,High,2,Light1,Light,218,O2,10.05522783,31,12,7.98
1748,Osmundea,ccm,High,2,Light1,Light,232,O2,10.18918745,31,12,7.99
1749,Osmundea,ccm,High,2,Light1,Light,245,O2,10.33148009,31,12,7.99
1750,Osmundea,ccm,High,2,Light1,Light,259,O2,9.887809863,31,12,7.99
1751,Osmundea,ccm,High,2,Light1,Light,274,O2,10.54075255,31,12,7.99
1752,Osmundea,ccm,High,2,Light1,Light,287,O2,10.36777924,31,12,7.99
1753,Osmundea,ccm,High,2,Light1,Light,301,O2,9.888504282,31,12,7.99
1754,Osmundea,ccm,High,2,Light1,Light,315,O2,10.68443403,31,12,8
1755,Osmundea,ccm,High,2,Light1,Light,330,O2,10.2512432,31,12,8
1756,Osmundea,ccm,High,2,Light1,Light,342,O2,10.52957872,31,12,8
1757,Osmundea,ccm,High,2,Light1,Light,356,O2,10.64819801,31,12,8
1758,Osmundea,ccm,High,2,Light1,Light,369,O2,10.30079942,31,12,8.01
1759,Osmundea,ccm,High,2,Light1,Light,384,O2,10.86441465,31,12,8.01
1760,Osmundea,ccm,High,2,Light1,Light,397,O2,10.72837177,31,12,8.01
1761,Osmundea,ccm,High,2,Light1,Light,411,O2,10.73746234,31,12,8.01
1762,Osmundea,ccm,High,2,Light1,Light,425,O2,10.88253266,31,12,8.01
1763,Osmundea,ccm,High,2,Light1,Light,439,O2,11.00045753,31,12,8.01
1764,Osmundea,ccm,High,2,Light1,Light,453,O2,10.69699669,31,12,8.01
1765,Osmundea,ccm,High,2,Light1,Light,466,O2,11.42594662,31,12,8.01
1766,Osmundea,ccm,High,2,Light1,Light,480,O2,11.18391024,31,12,8.01
1767,Osmundea,ccm,High,2,Light1,Light,494,O2,11.00601288,31,12,8.01
1768,Osmundea,ccm,High,2,Light1,Light,508,O2,11.27462654,31,12,8.02
1769,Osmundea,ccm,High,2,Light1,Light,522,O2,11.54317707,31,12,8.02
1770,Osmundea,ccm,High,2,Light1,Light,535,O2,11.16162573,31,12,8.02
1771,Osmundea,ccm,High,2,Light1,Light,548,O2,11.54664917,31,12,8.02
1772,Osmundea,ccm,High,2,Light1,Light,561,O2,11.57316332,31,12,8.02
1773,Osmundea,ccm,High,2,Light1,Light,575,O2,11.89751984,31,12,8.03
1774,Osmundea,ccm,High,2,Light1,Light,589,O2,11.49923933,31,12,8.03
1775,Osmundea,ccm,High,2,Light1,Light,603,O2,11.81450528,31,12,8.03
1776,Osmundea,ccm,High,2,Dark2,Dark,177,O2,11.66526845,31,12,8.05
1777,Osmundea,ccm,High,2,Dark2,Dark,190,O2,11.3931827,31,12,8.05
1778,Osmundea,ccm,High,2,Dark2,Dark,204,O2,11.5264479,31,12,8.05
1779,Osmundea,ccm,High,2,Dark2,Dark,218,O2,11.12740984,31,12,8.05
1780,Osmundea,ccm,High,2,Dark2,Dark,232,O2,11.26831364,31,12,8.05
1781,Osmundea,ccm,High,2,Dark2,Dark,245,O2,10.81769923,31,12,8.05
1782,Osmundea,ccm,High,2,Dark2,Dark,259,O2,10.93000563,31,12,8.05
1783,Osmundea,ccm,High,2,Dark2,Dark,272,O2,10.8407413,31,12,8.05
1784,Osmundea,ccm,High,2,Dark2,Dark,286,O2,11.49500969,31,12,8.05
1785,Osmundea,ccm,High,2,Dark2,Dark,300,O2,10.70192075,31,12,8.05
1786,Osmundea,ccm,High,2,Dark2,Dark,313,O2,10.84907432,31,12,8.05
1787,Osmundea,ccm,High,2,Dark2,Dark,326,O2,10.57982936,31,12,8.05
1788,Osmundea,ccm,High,2,Dark2,Dark,339,O2,10.82256016,31,12,8.05
1789,Osmundea,ccm,High,2,Dark2,Dark,353,O2,10.67117695,31,12,8.05
1790,Osmundea,ccm,High,2,Dark2,Dark,367,O2,10.86441465,31,12,8.05
1791,Osmundea,ccm,High,2,Dark2,Dark,381,O2,10.3524389,31,12,8.05
1792,Osmundea,ccm,High,2,Dark2,Dark,395,O2,10.26872992,31,12,8.05
1793,Osmundea,ccm,High,2,Dark2,Dark,409,O2,10.28407025,31,12,8.05
1794,Osmundea,ccm,High,2,Dark2,Dark,424,O2,10.40963373,31,12,8.05
1795,Osmundea,ccm,High,2,Dark2,Dark,437,O2,9.637377336,31,12,8.05
1796,Osmundea,ccm,High,2,Dark2,Dark,451,O2,9.603918995,31,12,8.05
1797,Osmundea,ccm,High,2,Dark2,Dark,464,O2,10.20938871,31,12,8.04
1798,Osmundea,ccm,High,2,Dark2,Dark,478,O2,10.20730546,31,12,8.04
1799,Schizymenia,ccm,High,2,Dark1,Dark,365,O2,10.40401525,31,12,7.94
1800,Schizymenia,ccm,High,2,Dark1,Dark,380,O2,9.900372523,31,12,7.94
1801,Schizymenia,ccm,High,2,Dark1,Dark,393,O2,9.816663541,31,12,7.94
1802,Schizymenia,ccm,High,2,Dark1,Dark,408,O2,9.848038627,31,12,7.93
1803,Schizymenia,ccm,High,2,Dark1,Dark,422,O2,10.09985999,31,12,7.93
1804,Schizymenia,ccm,High,2,Dark1,Dark,436,O2,10.02038065,31,12,7.93
1805,Schizymenia,ccm,High,2,Dark1,Dark,450,O2,9.423243953,31,12,7.93
1806,Schizymenia,ccm,High,2,Dark1,Dark,464,O2,9.726010376,31,12,7.93
1807,Schizymenia,ccm,High,2,Dark1,Dark,478,O2,9.777586724,31,12,7.92
1808,Schizymenia,ccm,High,2,Dark1,Dark,492,O2,9.377222951,31,12,7.92
1809,Schizymenia,ccm,High,2,Dark1,Dark,506,O2,9.299763735,31,12,7.92
1810,Schizymenia,ccm,High,2,Dark1,Dark,520,O2,9.094657791,31,12,7.92
1811,Schizymenia,ccm,High,2,Dark1,Dark,534,O2,9.493695856,31,12,7.92
1812,Schizymenia,ccm,High,2,Dark1,Dark,548,O2,9.393257704,31,12,7.91
1813,Schizymenia,ccm,High,2,Dark1,Dark,561,O2,9.079317457,31,12,7.91
1814,Schizymenia,ccm,High,2,Dark1,Dark,576,O2,9.12047753,31,12,7.91
1815,Schizymenia,ccm,High,2,Dark1,Dark,590,O2,8.850538159,31,12,7.91
1816,Schizymenia,ccm,High,2,Dark1,Dark,603,O2,9.151852616,31,12,7.91
1817,Schizymenia,ccm,High,2,Dark1,Dark,617,O2,8.746564785,31,12,7.91
1818,Schizymenia,ccm,High,2,Light1,Light,209,O2,9.707829239,31,12,7.91
1819,Schizymenia,ccm,High,2,Light1,Light,223,O2,10.1731527,31,12,7.91
1820,Schizymenia,ccm,High,2,Light1,Light,237,O2,9.878024877,31,12,7.91
1821,Schizymenia,ccm,High,2,Light1,Light,250,O2,9.866219764,31,12,7.91
1822,Schizymenia,ccm,High,2,Light1,Light,264,O2,9.947087943,31,12,7.92
1823,Schizymenia,ccm,High,2,Light1,Light,278,O2,10.31052128,31,12,7.92
1824,Schizymenia,ccm,High,2,Light1,Light,292,O2,10.70678167,31,12,7.92
1825,Schizymenia,ccm,High,2,Light1,Light,306,O2,10.46259891,31,12,7.92
1826,Schizymenia,ccm,High,2,Light1,Light,321,O2,10.43539034,31,12,7.92
1827,Schizymenia,ccm,High,2,Light1,Light,335,O2,10.53096756,31,12,7.92
1828,Schizymenia,ccm,High,2,Light1,Light,348,O2,10.8944009,31,12,7.93
1829,Schizymenia,ccm,High,2,Light1,Light,362,O2,10.65305894,31,12,7.93
1830,Schizymenia,ccm,High,2,Light1,Light,376,O2,11.22229264,31,12,7.93
1831,Schizymenia,ccm,High,2,Light1,Light,390,O2,10.79535158,31,12,7.93
1832,Schizymenia,ccm,High,2,Light1,Light,404,O2,10.97255453,31,12,7.94
1833,Schizymenia,ccm,High,2,Light1,Light,418,O2,10.72351084,31,12,7.94
1834,Schizymenia,ccm,High,2,Light1,Light,432,O2,11.09464592,31,12,7.94
1835,Schizymenia,ccm,High,2,Light1,Light,446,O2,10.9816451,31,12,7.94
1836,Schizymenia,ccm,High,2,Light1,Light,460,O2,10.86094256,31,12,7.94
1837,Schizymenia,ccm,High,2,Light1,Light,473,O2,11.41900244,31,12,7.95
1838,Schizymenia,ccm,High,2,Light1,Light,487,O2,11.10651416,31,12,7.95
1839,Schizymenia,ccm,High,2,Light1,Light,502,O2,11.34223764,31,12,7.95
1840,Schizymenia,ccm,High,2,Light1,Light,516,O2,11.51180199,31,12,7.95
1841,Schizymenia,ccm,High,2,Light1,Light,529,O2,11.6080105,31,12,7.96
1842,Schizymenia,ccm,High,2,Light1,Light,544,O2,11.51874617,31,12,7.96
1843,Schizymenia,ccm,High,2,Light1,Light,558,O2,11.51527408,31,12,7.96
1844,Schizymenia,ccm,High,2,Light1,Light,572,O2,12.20236952,31,12,7.97
1845,Schizymenia,ccm,High,2,Dark2,Dark,185,O2,12.05799362,31,12,8
1846,Schizymenia,ccm,High,2,Dark2,Dark,199,O2,11.92750609,31,12,8
1847,Schizymenia,ccm,High,2,Dark2,Dark,213,O2,11.51180199,31,12,8.01
1848,Schizymenia,ccm,High,2,Dark2,Dark,227,O2,11.7615401,31,12,8.01
1849,Schizymenia,ccm,High,2,Dark2,Dark,240,O2,11.5403994,31,12,8.01
1850,Schizymenia,ccm,High,2,Dark2,Dark,254,O2,10.84907432,31,12,8.01
1851,Schizymenia,ccm,High,2,Dark2,Dark,268,O2,11.06112445,31,12,8.01
1852,Schizymenia,ccm,High,2,Dark2,Dark,283,O2,10.96207513,31,12,8.01
1853,Schizymenia,ccm,High,2,Dark2,Dark,296,O2,11.40991187,31,12,8.01
1854,Schizymenia,ccm,High,2,Dark2,Dark,311,O2,11.23346647,31,12,8.01
1855,Schizymenia,ccm,High,2,Dark2,Dark,325,O2,11.08902744,31,12,8.01
1856,Schizymenia,ccm,High,2,Dark2,Dark,338,O2,11.31578661,31,12,8.01
1857,Schizymenia,ccm,High,2,Dark2,Dark,352,O2,11.32620289,31,12,8.01
1858,Schizymenia,ccm,High,2,Dark2,Dark,365,O2,10.87836615,31,12,8
1859,Schizymenia,ccm,High,2,Dark2,Dark,379,O2,10.87350522,31,12,8
1860,Schizymenia,ccm,High,2,Dark2,Dark,393,O2,11.3715926,31,12,8
1861,Schizymenia,ccm,High,2,Dark2,Dark,407,O2,11.43295393,31,12,8
1862,Schizymenia,ccm,High,2,Dark2,Dark,421,O2,10.65305894,31,12,8
1863,Schizymenia,ccm,High,2,Dark2,Dark,435,O2,10.74655291,31,12,8
1864,Schizymenia,ccm,High,2,Dark2,Dark,449,O2,11.01649228,31,12,8
1865,Schizymenia,ccm,High,2,Dark2,Dark,463,O2,10.71410463,31,12,8
1866,Hymenena,nonccm,Low,2,Dark1,Dark,367,O2,11.56546159,31,12,7.98
1867,Hymenena,nonccm,Low,2,Dark1,Dark,380,O2,11.73357397,31,12,7.98
1868,Hymenena,nonccm,Low,2,Dark1,Dark,395,O2,11.14767423,31,12,7.98
1869,Hymenena,nonccm,Low,2,Dark1,Dark,409,O2,11.19716732,31,12,7.98
1870,Hymenena,nonccm,Low,2,Dark1,Dark,423,O2,11.1964729,31,12,7.98
1871,Hymenena,nonccm,Low,2,Dark1,Dark,437,O2,11.2843484,31,12,7.98
1872,Hymenena,nonccm,Low,2,Dark1,Dark,452,O2,11.12810426,31,12,7.98
1873,Hymenena,nonccm,Low,2,Dark1,Dark,465,O2,10.8483799,31,12,7.98
1874,Hymenena,nonccm,Low,2,Dark1,Dark,480,O2,10.94812363,31,12,7.98
1875,Hymenena,nonccm,Low,2,Dark1,Dark,494,O2,10.82533783,31,12,7.98
1876,Hymenena,nonccm,Low,2,Dark1,Dark,507,O2,10.80652541,31,12,7.98
1877,Hymenena,nonccm,Low,2,Dark1,Dark,521,O2,10.99837427,31,12,7.98
1878,Hymenena,nonccm,Low,2,Dark1,Dark,535,O2,10.68727483,31,12,7.98
1879,Hymenena,nonccm,Low,2,Dark1,Dark,548,O2,11.27248016,31,12,7.98
1880,Hymenena,nonccm,Low,2,Dark1,Dark,562,O2,10.9764054,31,12,7.98
1881,Hymenena,nonccm,Low,2,Dark1,Dark,577,O2,10.81769923,31,12,7.98
1882,Hymenena,nonccm,Low,2,Dark1,Dark,590,O2,10.93764423,31,12,7.98
1883,Hymenena,nonccm,Low,2,Dark1,Dark,605,O2,11.23207763,31,12,7.98
1884,Hymenena,nonccm,Low,2,Dark1,Dark,619,O2,10.92160948,31,12,7.98
1885,Hymenena,nonccm,Low,2,Dark1,Dark,633,O2,10.92022064,31,12,7.98
1886,Hymenena,nonccm,Low,2,Dark1,Dark,646,O2,10.64819801,31,12,7.98
1887,Hymenena,nonccm,Low,2,Dark1,Dark,660,O2,10.98789487,31,12,7.98
1888,Hymenena,nonccm,Low,2,Dark1,Dark,674,O2,10.77376149,31,12,7.98
1889,Hymenena,nonccm,Low,2,Dark1,Dark,688,O2,10.28053503,31,12,7.97
1890,Hymenena,nonccm,Low,2,Dark1,Dark,702,O2,10.65305894,31,12,7.97
1891,Hymenena,nonccm,Low,2,Dark1,Dark,716,O2,10.48425214,31,12,7.97
1892,Hymenena,nonccm,Low,2,Light1,Light,297,O2,10.1668398,31,12,7.97
1893,Hymenena,nonccm,Low,2,Light1,Light,311,O2,9.851195075,31,12,7.97
1894,Hymenena,nonccm,Low,2,Light1,Light,325,O2,9.734343396,31,12,7.97
1895,Hymenena,nonccm,Low,2,Light1,Light,339,O2,9.748294893,31,12,7.97
1896,Hymenena,nonccm,Low,2,Light1,Light,353,O2,9.784594037,31,12,7.97
1897,Hymenena,nonccm,Low,2,Light1,Light,367,O2,9.906685418,31,12,7.97
1898,Hymenena,nonccm,Low,2,Light1,Light,381,O2,9.799239952,31,12,7.98
1899,Hymenena,nonccm,Low,2,Light1,Light,395,O2,10.20698981,31,12,7.98
1900,Hymenena,nonccm,Low,2,Light1,Light,409,O2,9.495084693,31,12,7.98
1901,Hymenena,nonccm,Low,2,Light1,Light,423,O2,9.916407275,31,12,7.98
1902,Hymenena,nonccm,Low,2,Light1,Light,437,O2,9.860601288,31,12,7.98
1903,Hymenena,nonccm,Low,2,Light1,Light,451,O2,10.01406775,31,12,7.98
1904,Hymenena,nonccm,Low,2,Light1,Light,465,O2,9.526459779,31,12,7.98
1905,Hymenena,nonccm,Low,2,Light1,Light,479,O2,9.83408713,31,12,7.98
1906,Hymenena,nonccm,Low,2,Light1,Light,493,O2,9.8047953,31,12,7.98
1907,Hymenena,nonccm,Low,2,Light1,Light,507,O2,10.14802738,31,12,7.98
1908,Hymenena,nonccm,Low,2,Light1,Light,520,O2,9.795073442,31,12,7.98
1909,Hymenena,nonccm,Low,2,Light1,Light,535,O2,9.651328833,31,12,7.98
1910,Hymenena,nonccm,Low,2,Light1,Light,549,O2,9.898289268,31,12,7.98
1911,Hymenena,nonccm,Low,2,Light1,Light,562,O2,9.583338959,31,12,7.98
1912,Hymenena,nonccm,Low,2,Light1,Light,576,O2,10.14455528,31,12,7.98
1913,Hymenena,nonccm,Low,2,Light1,Light,591,O2,10.12498531,31,12,7.98
1914,Hymenena,nonccm,Low,2,Light1,Light,605,O2,9.966657916,31,12,7.98
1915,Hymenena,nonccm,Low,2,Light1,Light,619,O2,9.574627164,31,12,7.98
1916,Hymenena,nonccm,Low,2,Light1,Light,633,O2,9.878024877,31,12,7.98
1917,Hymenena,nonccm,Low,2,Light1,Light,647,O2,9.861990124,31,12,7.98
1918,Hymenena,nonccm,Low,2,Light1,Light,661,O2,9.231395087,31,12,7.98
1919,Hymenena,nonccm,Low,2,Light1,Light,675,O2,9.896900431,31,12,7.98
1920,Hymenena,nonccm,Low,2,Light1,Light,690,O2,9.984775923,31,12,7.99
1921,Hymenena,nonccm,Low,2,Light1,Light,703,O2,9.802712045,31,12,7.99
1922,Hymenena,nonccm,Low,2,Light1,Light,717,O2,9.707829239,31,12,7.99
1923,Hymenena,nonccm,Low,2,Light1,Light,731,O2,9.887115445,31,12,7.99
1924,Hymenena,nonccm,Low,2,Light1,Light,745,O2,9.698107382,31,12,7.99
1925,Hymenena,nonccm,Low,2,Light1,Light,760,O2,9.855740359,31,12,7.99
1926,Hymenena,nonccm,Low,2,Light1,Light,774,O2,9.871080693,31,12,7.99
1927,Hymenena,nonccm,Low,2,Light1,Light,788,O2,9.806184137,31,12,8
