number,genus,metabolism,treatment,rep,run,seconds,O2_mM,HCO3_mM,CO2_mM,DIC_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH,K1a,K2a,K1b,K2b,K1,K2,H,K1_HCO3,K2_HCO3
676,Odonthalia,ccm,High,4,Dark,280,13.98,240.30,18.86,259.16,18.34,0.52,31,12,8.12,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.59E-09,9.45E-03,6.90E-02
677,Odonthalia,ccm,High,4,Dark,294,13.95,239.45,18.79,258.25,18.25,0.54,31,12,8.12,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.59E-09,9.45E-03,6.90E-02
678,Odonthalia,ccm,High,4,Dark,308,13.40,238.55,18.72,257.27,18.19,0.53,31,12,8.12,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.59E-09,9.45E-03,6.90E-02
679,Odonthalia,ccm,High,4,Dark,322,13.69,239.58,18.80,258.38,18.29,0.51,31,12,8.12,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.59E-09,9.45E-03,6.90E-02
680,Odonthalia,ccm,High,4,Dark,337,14.20,242.81,19.06,261.87,18.54,0.51,31,12,8.12,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.59E-09,9.45E-03,6.90E-02
681,Odonthalia,ccm,High,4,Dark,351,13.90,245.92,19.30,265.22,18.79,0.51,31,12,8.12,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.59E-09,9.45E-03,6.90E-02
682,Odonthalia,ccm,High,4,Dark,365,14.28,244.09,19.16,263.24,18.58,0.58,31,12,8.12,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.59E-09,9.45E-03,6.90E-02
683,Odonthalia,ccm,High,4,Dark,378,13.60,239.26,18.78,258.04,18.26,0.52,31,12,8.12,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.59E-09,9.45E-03,6.90E-02
684,Odonthalia,ccm,High,4,Dark,392,13.36,241.96,18.66,260.62,18.14,0.52,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
685,Odonthalia,ccm,High,4,Dark,406,13.42,249.06,19.21,268.27,18.69,0.52,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
686,Odonthalia,ccm,High,4,Dark,420,13.62,248.71,19.18,267.89,18.66,0.53,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
687,Odonthalia,ccm,High,4,Dark,434,13.56,246.86,19.04,265.90,18.52,0.52,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
688,Odonthalia,ccm,High,4,Dark,448,13.89,247.66,19.10,266.76,18.57,0.53,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
689,Odonthalia,ccm,High,4,Dark,462,13.43,252.30,19.46,271.75,18.94,0.52,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
690,Odonthalia,ccm,High,4,Dark,476,13.01,252.18,19.45,271.63,18.95,0.50,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
691,Odonthalia,ccm,High,4,Dark,490,13.38,249.29,19.23,268.52,18.68,0.55,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
692,Odonthalia,ccm,High,4,Dark,504,13.01,251.11,19.37,270.48,18.82,0.55,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
693,Odonthalia,ccm,High,4,Dark,518,12.84,252.04,19.44,271.48,18.90,0.54,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
694,Odonthalia,ccm,High,4,Dark,532,13.45,253.69,19.57,273.26,19.01,0.55,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
695,Odonthalia,ccm,High,4,Dark,546,12.76,251.02,19.36,270.38,18.84,0.52,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
696,Odonthalia,ccm,High,4,Dark,561,13.03,252.70,19.49,272.19,18.98,0.52,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
697,Odonthalia,ccm,High,4,Dark,575,12.98,253.30,19.54,272.84,18.99,0.55,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
698,Odonthalia,ccm,High,4,Dark,589,12.84,253.90,19.58,273.48,19.07,0.51,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
699,Odonthalia,ccm,High,4,Dark,603,12.90,252.22,19.45,271.68,18.93,0.52,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
700,Odonthalia,ccm,High,4,Dark,616,13.38,258.50,19.94,278.44,19.37,0.57,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
701,Odonthalia,ccm,High,4,Dark,630,12.89,252.42,19.47,271.89,18.91,0.56,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
702,Odonthalia,ccm,High,4,Dark,643,12.52,252.88,19.50,272.39,18.97,0.54,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
703,Odonthalia,ccm,High,4,Dark,657,12.06,256.09,19.42,275.51,18.88,0.54,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
704,Odonthalia,ccm,High,4,Dark,671,12.23,259.45,19.67,279.12,19.13,0.54,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
705,Odonthalia,ccm,High,4,Dark,685,11.69,262.51,19.90,282.42,19.34,0.56,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
706,Odonthalia,ccm,High,4,Dark,699,12.36,259.61,19.68,279.29,19.11,0.57,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
707,Odonthalia,ccm,High,4,Light,100,10.97,415.69,26.95,442.63,26.19,0.76,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
708,Odonthalia,ccm,High,4,Light,114,11.26,414.96,26.90,441.86,26.16,0.74,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
709,Odonthalia,ccm,High,4,Light,128,11.02,409.72,26.56,436.28,25.80,0.76,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
710,Odonthalia,ccm,High,4,Light,143,11.38,396.81,25.72,422.53,25.00,0.72,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
711,Odonthalia,ccm,High,4,Light,156,11.63,396.08,25.68,421.75,24.97,0.70,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
712,Odonthalia,ccm,High,4,Light,170,11.63,394.16,25.55,419.71,24.85,0.70,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
713,Odonthalia,ccm,High,4,Light,184,11.69,390.31,25.30,415.61,24.56,0.74,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
714,Odonthalia,ccm,High,4,Light,199,11.80,371.53,24.43,395.96,23.75,0.68,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
715,Odonthalia,ccm,High,4,Light,213,11.84,373.12,24.54,397.66,23.86,0.68,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
716,Odonthalia,ccm,High,4,Light,227,12.11,369.37,24.29,393.66,23.65,0.64,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
717,Odonthalia,ccm,High,4,Light,241,12.51,364.27,23.95,388.22,23.30,0.66,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
718,Odonthalia,ccm,High,4,Light,255,12.21,363.40,23.90,387.30,23.29,0.61,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
719,Odonthalia,ccm,High,4,Light,270,13.02,359.18,23.62,382.80,22.95,0.67,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
720,Odonthalia,ccm,High,4,Light,283,12.72,353.75,23.61,377.35,22.93,0.67,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
721,Odonthalia,ccm,High,4,Light,298,12.85,351.32,23.44,374.76,22.79,0.65,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
722,Odonthalia,ccm,High,4,Light,312,13.07,346.23,23.10,369.34,22.43,0.67,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
723,Odonthalia,ccm,High,4,Light,326,12.69,338.25,22.57,360.82,21.96,0.61,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
724,Odonthalia,ccm,High,4,Light,340,13.19,333.98,22.62,356.60,21.95,0.67,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
725,Odonthalia,ccm,High,4,Light,354,13.06,325.83,22.07,347.90,21.47,0.60,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
726,Odonthalia,ccm,High,4,Light,368,13.44,325.72,22.06,347.78,21.43,0.63,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
727,Odonthalia,ccm,High,4,Light,381,13.00,320.15,21.69,341.83,21.07,0.61,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
728,Odonthalia,ccm,High,4,Light,395,13.50,317.98,21.54,339.52,20.92,0.62,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
729,Odonthalia,ccm,High,4,Light,408,13.67,313.72,21.58,335.30,20.97,0.61,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
730,Odonthalia,ccm,High,4,Light,422,13.79,309.88,21.31,331.19,20.70,0.61,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
731,Odonthalia,ccm,High,4,Light,436,13.87,306.82,21.10,327.93,20.51,0.59,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
732,Odonthalia,ccm,High,4,Light,450,13.74,300.56,20.67,321.24,20.08,0.59,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
733,Odonthalia,ccm,High,4,Light,464,14.28,300.92,21.02,321.94,20.46,0.56,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
734,Odonthalia,ccm,High,4,Light,479,14.40,291.32,20.35,311.68,19.79,0.56,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
735,Odonthalia,ccm,High,5,Dark,252,12.19,228.18,17.91,259.80,17.38,0.53,31,12,8.12,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.59E-09,9.45E-03,6.90E-02
736,Odonthalia,ccm,High,5,Dark,266,11.88,231.63,18.18,263.74,17.65,0.52,31,12,8.12,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.59E-09,9.45E-03,6.90E-02
737,Odonthalia,ccm,High,5,Dark,280,11.87,231.75,18.19,263.72,17.66,0.53,31,12,8.12,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.59E-09,9.45E-03,6.90E-02
738,Odonthalia,ccm,High,5,Dark,294,12.01,232.54,18.25,264.72,17.70,0.55,31,12,8.12,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.59E-09,9.45E-03,6.90E-02
739,Odonthalia,ccm,High,5,Dark,308,11.65,232.80,18.27,265.08,17.73,0.54,31,12,8.12,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.59E-09,9.45E-03,6.90E-02
740,Odonthalia,ccm,High,5,Dark,322,11.84,232.60,18.25,264.78,17.72,0.53,31,12,8.12,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.59E-09,9.45E-03,6.90E-02
741,Odonthalia,ccm,High,5,Dark,337,12.05,234.41,18.40,266.76,17.87,0.53,31,12,8.12,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.59E-09,9.45E-03,6.90E-02
742,Odonthalia,ccm,High,5,Dark,351,11.73,236.63,18.57,269.23,18.04,0.53,31,12,8.12,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.59E-09,9.45E-03,6.90E-02
743,Odonthalia,ccm,High,5,Dark,365,12.09,234.34,18.39,266.59,17.82,0.57,31,12,8.12,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.59E-09,9.45E-03,6.90E-02
744,Odonthalia,ccm,High,5,Dark,378,11.56,234.82,18.43,267.46,17.90,0.53,31,12,8.12,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.59E-09,9.45E-03,6.90E-02
745,Odonthalia,ccm,High,5,Dark,392,11.56,236.60,18.25,266.88,17.71,0.54,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
746,Odonthalia,ccm,High,5,Dark,406,11.58,240.70,18.57,271.36,18.03,0.54,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
747,Odonthalia,ccm,High,5,Dark,420,11.70,241.16,18.60,271.91,18.06,0.54,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
748,Odonthalia,ccm,High,5,Dark,434,11.81,240.33,18.54,271.04,18.00,0.54,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
749,Odonthalia,ccm,High,5,Dark,448,11.98,240.76,18.57,271.51,18.03,0.54,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
750,Odonthalia,ccm,High,5,Dark,462,11.45,242.31,18.69,273.09,18.16,0.53,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
751,Odonthalia,ccm,High,5,Dark,476,11.25,242.97,18.74,275.91,18.22,0.52,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
752,Odonthalia,ccm,High,5,Dark,490,11.34,241.22,18.61,273.98,18.06,0.55,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
753,Odonthalia,ccm,High,5,Dark,504,11.21,242.80,18.73,275.76,18.18,0.55,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
754,Odonthalia,ccm,High,5,Dark,518,11.18,243.56,18.79,276.62,18.24,0.55,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
755,Odonthalia,ccm,High,5,Dark,532,11.39,244.51,18.86,277.66,18.31,0.55,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
756,Odonthalia,ccm,High,5,Dark,546,11.34,243.02,18.74,276.03,18.20,0.54,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
757,Odonthalia,ccm,High,5,Dark,561,11.32,243.81,18.81,276.88,18.27,0.53,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
758,Odonthalia,ccm,High,5,Dark,575,11.06,243.18,18.76,276.08,18.21,0.55,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
759,Odonthalia,ccm,High,5,Dark,589,10.99,245.94,18.97,279.35,18.44,0.53,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
760,Odonthalia,ccm,High,5,Dark,603,11.12,244.78,18.88,278.07,18.34,0.54,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
761,Odonthalia,ccm,High,5,Dark,616,11.41,248.16,19.14,281.74,18.58,0.56,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
762,Odonthalia,ccm,High,5,Dark,630,10.87,243.97,18.82,277.09,18.26,0.55,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
763,Odonthalia,ccm,High,5,Dark,643,10.65,245.79,18.96,279.24,18.42,0.54,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
764,Odonthalia,ccm,High,5,Dark,657,10.59,249.77,18.94,281.16,18.39,0.55,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
765,Odonthalia,ccm,High,5,Dark,671,10.71,250.51,18.99,281.86,18.45,0.55,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
766,Odonthalia,ccm,High,5,Dark,685,10.35,254.51,19.30,286.42,18.74,0.56,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
767,Odonthalia,ccm,High,5,Dark,699,10.77,252.34,19.13,284.02,18.57,0.56,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
768,Odonthalia,ccm,High,5,Light,170,10.43,330.78,21.44,352.22,20.82,0.62,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
769,Odonthalia,ccm,High,5,Light,184,10.48,331.53,21.49,353.02,20.85,0.64,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
770,Odonthalia,ccm,High,5,Light,199,10.58,320.08,21.05,343.06,20.43,0.61,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
771,Odonthalia,ccm,High,5,Light,213,10.85,320.03,21.05,341.07,20.43,0.62,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
772,Odonthalia,ccm,High,5,Light,227,10.81,317.49,20.88,338.36,20.28,0.59,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
773,Odonthalia,ccm,High,5,Light,241,11.26,313.88,20.64,334.52,20.04,0.60,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
774,Odonthalia,ccm,High,5,Light,255,11.27,313.03,20.58,333.61,20.00,0.58,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
775,Odonthalia,ccm,High,5,Light,270,11.45,308.48,20.29,328.77,19.68,0.61,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
776,Odonthalia,ccm,High,5,Light,283,11.49,305.84,20.41,328.15,19.80,0.61,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
777,Odonthalia,ccm,High,5,Light,298,11.71,303.43,20.25,325.57,19.64,0.60,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
778,Odonthalia,ccm,High,5,Light,312,11.88,301.04,20.09,323.01,19.47,0.61,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
779,Odonthalia,ccm,High,5,Light,326,11.65,296.77,19.80,316.58,19.22,0.58,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
780,Odonthalia,ccm,High,5,Light,340,11.79,291.22,19.73,312.82,19.12,0.61,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
781,Odonthalia,ccm,High,5,Light,354,11.95,284.60,19.28,305.71,18.70,0.58,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
782,Odonthalia,ccm,High,5,Light,368,12.01,285.27,19.32,306.44,18.73,0.59,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
783,Odonthalia,ccm,High,5,Light,381,11.84,281.95,19.10,302.89,18.52,0.58,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
784,Odonthalia,ccm,High,5,Light,395,12.17,279.66,18.94,298.60,18.36,0.58,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
785,Odonthalia,ccm,High,5,Light,408,12.39,274.44,18.88,295.13,18.30,0.58,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
786,Odonthalia,ccm,High,5,Light,422,12.15,271.55,18.68,292.03,18.11,0.57,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
787,Odonthalia,ccm,High,5,Light,436,12.22,270.00,18.57,290.36,18.01,0.56,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
788,Odonthalia,ccm,Low,1,Dark,179,9.50,425.72,24.92,450.64,24.24,0.68,31,12,7.92,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.20E-08,1.50E-02,4.36E-02
