number,genus,metabolism,treatment,rep,run1,run2,seconds,O2_mM,HCO3,HCO3_mM,CO2_mM,DIC_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH,K1a,K2a,K1b,K2b,K1,K2,H,K1_HCO3,K2_HCO3
939,Odonthalia,ccm,High,4,Dark2,Dark,448,13.89,17.58,247.66,19.1,266.76,18.57,0.53,31,12,8.11,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.76E-09,9.67E-03,6.75E-02
940,Odonthalia,ccm,High,4,Dark2,Dark,462,13.43,17.91,252.3,19.46,271.75,18.94,0.52,31,12,8.11,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.76E-09,9.67E-03,6.75E-02
941,Odonthalia,ccm,High,4,Dark2,Dark,476,13.01,17.9,252.18,19.45,271.63,18.95,0.5,31,12,8.11,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.76E-09,9.67E-03,6.75E-02
942,Odonthalia,ccm,High,4,Dark2,Dark,490,13.38,17.69,249.29,19.23,268.52,18.68,0.55,31,12,8.11,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.76E-09,9.67E-03,6.75E-02
943,Odonthalia,ccm,High,4,Dark2,Dark,504,13.01,17.82,251.11,19.37,270.48,18.82,0.55,31,12,8.11,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.76E-09,9.67E-03,6.75E-02
944,Odonthalia,ccm,High,4,Dark2,Dark,518,12.84,17.89,252.04,19.44,271.48,18.9,0.54,31,12,8.11,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.76E-09,9.67E-03,6.75E-02
945,Odonthalia,ccm,High,4,Dark2,Dark,532,13.45,18.01,253.69,19.57,273.26,19.01,0.55,31,12,8.11,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.76E-09,9.67E-03,6.75E-02
946,Odonthalia,ccm,High,4,Dark2,Dark,546,12.76,17.82,251.02,19.36,270.38,18.84,0.52,31,12,8.11,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.76E-09,9.67E-03,6.75E-02
947,Odonthalia,ccm,High,4,Dark2,Dark,561,13.03,17.94,252.7,19.49,272.19,18.98,0.52,31,12,8.11,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.76E-09,9.67E-03,6.75E-02
948,Odonthalia,ccm,High,4,Dark2,Dark,575,12.98,17.98,253.3,19.54,272.84,18.99,0.55,31,12,8.11,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.76E-09,9.67E-03,6.75E-02
949,Odonthalia,ccm,High,4,Dark2,Dark,589,12.84,18.02,253.9,19.58,273.48,19.07,0.51,31,12,8.11,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.76E-09,9.67E-03,6.75E-02
950,Odonthalia,ccm,High,4,Dark2,Dark,603,12.9,17.9,252.22,19.45,271.68,18.93,0.52,31,12,8.11,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.76E-09,9.67E-03,6.75E-02
951,Odonthalia,ccm,High,4,Dark2,Dark,616,13.38,18.35,258.5,19.94,278.44,19.37,0.57,31,12,8.11,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.76E-09,9.67E-03,6.75E-02
952,Odonthalia,ccm,High,4,Dark2,Dark,630,12.89,17.92,252.42,19.47,271.89,18.91,0.56,31,12,8.11,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.76E-09,9.67E-03,6.75E-02
953,Odonthalia,ccm,High,4,Dark2,Dark,643,12.52,17.95,252.88,19.5,272.39,18.97,0.54,31,12,8.11,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.76E-09,9.67E-03,6.75E-02
954,Odonthalia,ccm,High,4,Dark2,Dark,657,12.06,17.9,256.09,19.42,275.51,18.88,0.54,31,12,8.1,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.94E-09,9.90E-03,6.59E-02
955,Odonthalia,ccm,High,4,Dark2,Dark,671,12.23,18.13,259.45,19.67,279.12,19.13,0.54,31,12,8.1,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.94E-09,9.90E-03,6.59E-02
956,Odonthalia,ccm,High,4,Dark2,Dark,685,11.69,18.34,262.51,19.9,282.42,19.34,0.56,31,12,8.1,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.94E-09,9.90E-03,6.59E-02
957,Odonthalia,ccm,High,4,Dark2,Dark,699,12.36,18.14,259.61,19.68,279.29,19.11,0.57,31,12,8.1,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.94E-09,9.90E-03,6.59E-02
958,Odonthalia,ccm,High,4,Light1,Light,100,10.97,25.16,415.69,26.95,442.63,26.19,0.76,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
959,Odonthalia,ccm,High,4,Light1,Light,114,11.26,25.12,414.96,26.9,441.86,26.16,0.74,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
960,Odonthalia,ccm,High,4,Light1,Light,128,11.02,24.8,409.72,26.56,436.28,25.8,0.76,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
961,Odonthalia,ccm,High,4,Light1,Light,143,11.38,24.02,396.81,25.72,422.53,25,0.72,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
962,Odonthalia,ccm,High,4,Light1,Light,156,11.63,23.97,396.08,25.68,421.75,24.97,0.7,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
963,Odonthalia,ccm,High,4,Light1,Light,170,11.63,23.86,394.16,25.55,419.71,24.85,0.7,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
