number,genus,metabolism,treatment,rep,run1,run2,seconds,O2_mM,HCO3,HCO3_mM,CO2_mM,DIC_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH,K1a,K2a,K1b,K2b,K1,K2,H,K1_HCO3,K2_HCO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Opuntiella,nonccm,High,5,Light1,Light,308,13.67,28.43,493.74,30.32,524.07,29.49,0.84,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,Opuntiella,nonccm,High,5,Light1,Light,322,13.78,28.23,490.29,30.11,520.40,29.27,0.84,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,Opuntiella,nonccm,High,5,Light1,Light,336,13.50,27.82,477.30,29.70,507.00,28.84,0.85,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,Opuntiella,nonccm,High,5,Light1,Light,351,13.60,27.90,478.67,29.78,508.46,28.97,0.81,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,Opuntiella,nonccm,High,5,Light1,Light,365,13.62,27.41,470.25,29.26,499.51,28.44,0.82,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,Opuntiella,nonccm,High,5,Light1,Light,379,14.03,27.16,465.95,28.99,494.94,28.21,0.78,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,Opuntiella,nonccm,High,5,Light1,Light,393,13.95,26.91,461.72,28.73,490.44,27.87,0.86,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,Opuntiella,nonccm,High,5,Light1,Light,407,14.34,26.95,456.72,28.80,485.52,27.97,0.82,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,Opuntiella,nonccm,High,5,Light1,Light,421,14.17,26.76,453.61,28.60,482.22,27.80,0.80,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,Opuntiella,nonccm,High,5,Light1,Light,436,14.30,26.34,446.46,28.15,474.62,27.36,0.79,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,Opuntiella,nonccm,High,5,Light1,Light,450,14.10,26.35,446.61,28.16,474.77,27.37,0.79,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,Opuntiella,nonccm,High,5,Light1,Light,464,13.72,25.69,435.42,27.46,462.88,26.69,0.77,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,Opuntiella,nonccm,High,5,Light1,Light,478,14.07,25.79,431.57,27.59,459.16,26.80,0.79,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,Opuntiella,nonccm,High,5,Light1,Light,492,14.16,25.74,430.73,27.53,458.26,26.73,0.80,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,Opuntiella,nonccm,High,5,Light1,Light,506,14.31,25.64,429.17,27.43,456.60,26.68,0.75,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,Opuntiella,nonccm,High,5,Light1,Light,521,14.44,25.60,428.54,27.39,455.94,26.62,0.77,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,Opuntiella,nonccm,High,5,Light1,Light,534,15.17,25.49,421.12,27.30,448.42,26.56,0.74,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,Opuntiella,nonccm,High,5,Light1,Light,548,15.48,25.04,413.63,26.81,440.45,26.09,0.73,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2160,Opuntiella,nonccm,High,5,Light1,Light,562,15.74,24.94,412.06,26.71,438.78,26.00,0.71,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,Opuntiella,nonccm,High,5,Light1,Light,577,14.97,24.58,406.15,26.33,432.48,25.59,0.74,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,Opuntiella,nonccm,High,5,Light1,Light,591,14.78,24.27,401.01,26.00,427.01,25.26,0.74,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,Opuntiella,nonccm,High,5,Light1,Light,605,15.19,23.80,388.07,25.52,413.59,24.82,0.70,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,Opuntiella,nonccm,High,5,Light1,Light,619,15.53,23.97,390.84,25.70,416.54,24.97,0.73,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165,Opuntiella,nonccm,High,5,Light1,Light,633,15.19,23.66,385.83,25.37,411.20,24.67,0.70,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2166,Opuntiella,nonccm,High,5,Light1,Light,647,14.80,23.59,379.50,25.32,404.82,24.61,0.71,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,Opuntiella,nonccm,High,5,Light1,Light,661,15.55,23.38,376.11,25.10,401.20,24.39,0.70,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,Opuntiella,nonccm,Low,1,Dark1,Dark,166,10.74,22.22,449.77,23.38,473.15,22.72,0.66,31,12,7.77,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.70E-08,2.12E-02,3.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,Opuntiella,nonccm,Low,1,Dark1,Dark,179,10.76,22.39,453.18,23.56,476.74,22.88,0.68,31,12,7.77,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.70E-08,2.12E-02,3.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,Opuntiella,nonccm,Low,1,Dark1,Dark,192,11.33,22.28,450.94,23.45,474.38,22.77,0.68,31,12,7.77,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.70E-08,2.12E-02,3.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,Opuntiella,nonccm,Low,1,Dark1,Dark,206,11.16,22.63,458.00,23.81,481.81,23.11,0.70,31,12,7.77,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.70E-08,2.12E-02,3.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,Opuntiella,nonccm,Low,1,Dark1,Dark,219,11.19,22.27,450.84,23.44,474.28,22.75,0.69,31,12,7.77,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.70E-08,2.12E-02,3.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,Opuntiella,nonccm,Low,1,Dark1,Dark,232,11.11,22.25,450.32,23.41,473.74,22.72,0.69,31,12,7.77,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.70E-08,2.12E-02,3.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2174,Opuntiella,nonccm,Low,1,Dark1,Dark,245,11.14,22.29,451.12,23.45,474.58,22.81,0.65,31,12,7.77,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.70E-08,2.12E-02,3.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,Opuntiella,nonccm,Low,1,Dark1,Dark,259,11.17,22.10,447.42,23.26,470.69,22.60,0.66,31,12,7.77,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.70E-08,2.12E-02,3.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,Opuntiella,nonccm,Low,1,Dark1,Dark,272,10.79,22.14,448.07,23.30,471.37,22.63,0.66,31,12,7.77,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.70E-08,2.12E-02,3.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177,Opuntiella,nonccm,Low,1,Dark1,Dark,287,11.15,22.13,447.85,23.28,471.13,22.59,0.69,31,12,7.77,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.70E-08,2.12E-02,3.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,Opuntiella,nonccm,Low,1,Dark1,Dark,301,10.92,22.26,450.66,23.43,474.09,22.76,0.67,31,12,7.77,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.70E-08,2.12E-02,3.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,Opuntiella,nonccm,Low,1,Dark1,Dark,314,11.16,22.17,448.67,23.33,472.00,22.63,0.69,31,12,7.77,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.70E-08,2.12E-02,3.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,Opuntiella,nonccm,Low,1,Dark1,Dark,328,10.56,22.21,449.60,23.38,472.97,22.71,0.66,31,12,7.77,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.70E-08,2.12E-02,3.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181,Opuntiella,nonccm,Low,1,Dark1,Dark,342,11.08,22.29,451.25,23.46,474.71,22.79,0.67,31,12,7.77,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.70E-08,2.12E-02,3.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,Opuntiella,nonccm,Low,1,Dark1,Dark,355,11.13,22.39,453.12,23.56,476.68,22.88,0.68,31,12,7.77,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.70E-08,2.12E-02,3.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,Opuntiella,nonccm,Low,1,Dark1,Dark,368,11.40,22.46,454.65,23.64,478.28,22.96,0.68,31,12,7.77,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.70E-08,2.12E-02,3.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,Opuntiella,nonccm,Low,1,Dark1,Dark,382,10.92,22.27,450.86,23.44,474.30,22.77,0.67,31,12,7.77,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.70E-08,2.12E-02,3.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2185,Opuntiella,nonccm,Low,1,Dark1,Dark,396,11.19,22.38,452.92,23.55,476.47,22.90,0.64,31,12,7.77,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.70E-08,2.12E-02,3.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,Opuntiella,nonccm,Low,1,Dark1,Dark,409,10.43,22.05,446.22,23.20,469.42,22.52,0.68,31,12,7.77,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.70E-08,2.12E-02,3.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2187,Opuntiella,nonccm,Low,1,Dark1,Dark,422,10.73,22.19,449.19,23.35,472.55,22.71,0.64,31,12,7.77,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.70E-08,2.12E-02,3.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,Opuntiella,nonccm,Low,1,Dark1,Dark,436,10.45,22.52,455.86,23.70,479.56,23.03,0.68,31,12,7.77,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.70E-08,2.12E-02,3.08E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2189,Opuntiella,nonccm,Low,1,Dark2,Dark,202,11.09,21.87,440.92,23.03,463.95,22.35,0.67,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,Opuntiella,nonccm,Low,1,Dark2,Dark,216,11.33,21.60,435.52,22.75,458.26,22.08,0.67,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2191,Opuntiella,nonccm,Low,1,Dark2,Dark,230,10.98,21.65,436.52,22.80,459.32,22.12,0.68,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192,Opuntiella,nonccm,Low,1,Dark2,Dark,244,11.12,21.55,434.44,22.69,457.13,22.03,0.66,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,Opuntiella,nonccm,Low,1,Dark2,Dark,257,10.85,21.85,440.43,23.00,463.44,22.37,0.64,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,Opuntiella,nonccm,Low,1,Dark2,Dark,270,10.79,21.81,439.56,22.96,462.51,22.32,0.64,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,Opuntiella,nonccm,Low,1,Dark2,Dark,285,10.87,21.64,436.24,22.78,459.02,22.12,0.66,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,Opuntiella,nonccm,Low,1,Dark2,Dark,299,10.75,21.97,442.88,23.13,466.01,22.47,0.66,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2197,Opuntiella,nonccm,Low,1,Dark2,Dark,312,11.35,22.02,443.83,23.18,467.01,22.48,0.70,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,Opuntiella,nonccm,Low,1,Dark2,Dark,326,10.14,21.97,442.85,23.13,465.98,22.48,0.65,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,Opuntiella,nonccm,Low,1,Dark2,Dark,340,11.13,22.21,447.81,23.39,471.20,22.73,0.66,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,Opuntiella,nonccm,Low,1,Dark2,Dark,354,11.29,22.42,452.01,23.61,475.62,22.96,0.65,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,Opuntiella,nonccm,Low,1,Dark2,Dark,367,10.69,22.00,443.58,23.17,466.74,22.54,0.62,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,Opuntiella,nonccm,Low,1,Dark2,Dark,380,10.93,22.08,445.15,23.25,468.40,22.58,0.67,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,Opuntiella,nonccm,Low,1,Dark2,Dark,394,10.98,22.12,445.84,23.29,469.12,22.65,0.63,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,Opuntiella,nonccm,Low,1,Dark2,Dark,408,10.95,22.18,447.12,23.35,470.47,22.63,0.73,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,Opuntiella,nonccm,Low,1,Dark2,Dark,421,10.95,22.19,447.29,23.36,470.65,22.70,0.66,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206,Opuntiella,nonccm,Low,1,Dark2,Dark,435,11.06,22.18,447.16,23.36,470.52,22.71,0.65,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,Opuntiella,nonccm,Low,1,Dark2,Dark,448,10.78,22.34,450.25,23.52,473.76,22.83,0.69,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,Opuntiella,nonccm,Low,1,Dark2,Dark,462,10.73,22.55,454.65,23.75,478.40,23.12,0.62,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,Opuntiella,nonccm,Low,1,Dark2,Dark,475,10.41,22.35,450.62,23.54,474.15,22.90,0.64,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,Opuntiella,nonccm,Low,1,Dark2,Dark,490,10.37,22.41,451.69,23.59,475.28,22.91,0.68,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211,Opuntiella,nonccm,Low,1,Dark2,Dark,504,10.75,22.53,454.17,23.72,477.89,23.07,0.66,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212,Opuntiella,nonccm,Low,1,Dark2,Dark,517,11.07,22.53,454.24,23.72,477.96,23.04,0.68,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213,Opuntiella,nonccm,Low,1,Dark2,Dark,531,10.63,22.23,448.11,23.40,471.52,22.75,0.66,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,Opuntiella,nonccm,Low,1,Dark2,Dark,545,10.90,22.40,451.50,23.58,475.08,22.89,0.69,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,Opuntiella,nonccm,Low,1,Dark2,Dark,558,10.62,22.58,455.24,23.78,479.02,23.12,0.66,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,Opuntiella,nonccm,Low,1,Dark2,Dark,571,10.78,22.48,453.15,23.67,476.82,23.01,0.66,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,Opuntiella,nonccm,Low,1,Dark2,Dark,584,10.84,22.56,454.68,23.75,478.42,23.09,0.66,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,Opuntiella,nonccm,Low,1,Dark2,Dark,598,10.41,22.41,451.72,23.59,475.31,22.93,0.66,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,Opuntiella,nonccm,Low,1,Dark2,Dark,611,10.47,22.62,456.08,23.82,479.90,23.17,0.65,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220,Opuntiella,nonccm,Low,1,Dark2,Dark,624,10.57,22.67,457.02,23.87,480.89,23.21,0.66,31,12,7.78,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.66E-08,2.07E-02,3.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,Opuntiella,nonccm,Low,1,Light1,Light,181,11.19,22.54,459.37,23.70,483.07,23.03,0.67,31,12,7.75,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.78E-08,2.22E-02,2.94E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,Opuntiella,nonccm,Low,1,Light1,Light,194,10.92,22.36,455.64,23.51,479.16,22.83,0.68,31,12,7.75,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.78E-08,2.22E-02,2.94E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
