number,genus,metabolism,treatment,rep,run1,run2,seconds,O2_mM,HCO3_mM,CO2_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH
1956,Rhodymenia,non,High,2,Dark1,Dark,149,12.1451747,25.18622068,27.005525,26.28339446,0.722130542,31,12,8.01
1957,Rhodymenia,non,High,2,Dark1,Dark,162,12.29447465,25.32732273,27.15682041,26.44902409,0.707796328,31,12,8.01
1958,Rhodymenia,non,High,2,Dark1,Dark,175,12.42073255,25.72981518,27.58838611,26.82943876,0.758947346,31,12,8.01
1959,Rhodymenia,non,High,2,Dark1,Dark,188,12.85739546,25.51456308,27.35758671,26.59928471,0.758301999,31,12,8.01
1960,Rhodymenia,non,High,2,Dark1,Dark,202,12.0991537,25.36571335,27.19798492,26.43784663,0.760138297,31,12,8.01
1961,Rhodymenia,non,High,2,Dark1,Dark,215,12.25609226,25.66382335,27.5176268,26.7508155,0.766811303,31,12,8.01
1962,Rhodymenia,non,High,2,Dark1,Dark,229,12.14763673,25.8334444,27.69950062,26.9361327,0.763367919,31,12,8.01
1963,Rhodymenia,non,High,2,Dark1,Dark,242,12.14378586,25.65269126,27.50569076,26.7508155,0.754875266,31,12,8.01
1964,Rhodymenia,non,High,2,Dark1,Dark,255,11.89404775,25.74223103,27.5703971,26.89116883,0.679228277,31,12,8
1965,Rhodymenia,non,High,2,Dark1,Dark,269,11.83824177,25.44669866,27.25387496,26.51075415,0.74312081,31,12,8
1966,Rhodymenia,non,High,2,Dark1,Dark,283,11.37014063,25.51515502,27.3271941,26.61325653,0.713937569,31,12,8
1967,Rhodymenia,non,High,2,Dark1,Dark,297,11.87170011,25.89866316,27.73793859,26.93892706,0.799011524,31,12,8
1968,Rhodymenia,non,High,2,Dark1,Dark,311,11.30530721,25.60087026,27.41899726,26.70877301,0.710224255,31,12,8
1969,Rhodymenia,non,High,2,Dark1,Dark,325,12.00496531,25.88280374,27.7209533,26.9851611,0.735792205,31,12,8
1970,Rhodymenia,non,High,2,Dark1,Dark,339,11.763939,25.85007947,27.68590623,26.961409,0.724497229,31,12,8
1971,Rhodymenia,non,High,2,Dark1,Dark,353,11.97289581,26.07552797,27.89663959,27.13821609,0.758423499,31,12,7.99
1972,Rhodymenia,non,High,2,Dark1,Dark,367,11.95894431,26.57251118,28.42833114,27.62240332,0.805927825,31,12,7.99
1973,Rhodymenia,non,High,2,Dark1,Dark,381,11.38693293,26.29135193,28.12753456,27.35147694,0.776057625,31,12,7.99
1974,Rhodymenia,non,High,2,Dark1,Dark,395,11.77056754,26.1911191,28.0203019,27.23500273,0.785299178,31,12,7.99
1975,Rhodymenia,non,High,2,Dark1,Dark,409,12.04820864,26.13188768,27.95693351,27.21963372,0.737299791,31,12,7.99
1976,Rhodymenia,non,High,2,Dark1,Dark,422,11.8180405,26.55482013,28.40940472,27.64069371,0.768711012,31,12,7.99
1977,Rhodymenia,non,High,2,Dark1,Dark,435,11.88495718,26.52511346,28.37762293,27.62938923,0.7482337,31,12,7.99
1978,Rhodymenia,non,High,2,Dark1,Dark,450,11.44551659,26.50905993,28.33019456,27.60131856,0.728875998,31,12,7.98
1979,Rhodymenia,non,High,2,Dark1,Dark,463,11.31086255,26.93879442,28.78945143,28.00421518,0.785236247,31,12,7.98
1980,Rhodymenia,non,High,2,Dark1,Dark,477,11.35132821,26.66361382,28.49536506,27.72071416,0.774650906,31,12,7.98
1981,Rhodymenia,non,High,2,Dark1,Dark,491,10.55956497,26.31697051,28.12490789,27.36278141,0.76212648,31,12,7.98
1982,Rhodymenia,non,High,2,Dark1,Dark,505,10.89578974,26.48555108,28.30507152,27.54517723,0.759894285,31,12,7.98
1983,Rhodymenia,non,High,2,Dark1,Dark,518,10.84351897,26.89574761,28.74344604,27.95226539,0.791180647,31,12,7.98
1984,Rhodymenia,non,High,2,Dark1,Dark,532,11.126021,26.89792455,28.74577334,27.91009589,0.835677457,31,12,7.98
1985,Rhodymenia,non,High,2,Dark1,Dark,546,10.52680105,26.74561738,28.58300165,27.83007544,0.752926211,31,12,7.98
1986,Rhodymenia,non,High,2,Dark1,Dark,560,11.08,27.17151542,29.03816034,28.2118873,0.826273039,31,12,7.98
1987,Rhodymenia,non,High,2,Dark1,Dark,574,10.61328771,26.95457762,28.80631856,28.02098137,0.785337191,31,12,7.98
1988,Rhodymenia,non,High,2,Dark1,Dark,587,10.60110382,27.36085261,29.24050339,28.41816224,0.822341155,31,12,7.98
1989,Rhodymenia,non,High,2,Dark1,Dark,601,10.48911307,27.2607204,29.13349409,28.34804908,0.785445013,31,12,7.98
1990,Rhodymenia,non,High,2,Dark1,Dark,614,10.3984599,27.60217583,29.49840503,28.72693956,0.771465473,31,12,7.98
1991,Rhodymenia,non,High,2,Dark1,Dark,628,10.77723358,27.69359519,29.59610476,28.77609498,0.820009778,31,12,7.98
1992,Rhodymenia,non,High,2,Light1,Light,137,11.67707357,25.98020937,27.76501246,27.01183458,0.753177876,31,12,7.98
1993,Rhodymenia,non,High,2,Light1,Light,150,11.52221826,25.8392975,27.61441968,26.83363031,0.780789367,31,12,7.98
1994,Rhodymenia,non,High,2,Light1,Light,163,11.85427652,25.12295479,26.8488659,26.103793,0.745072897,31,12,7.98
1995,Rhodymenia,non,High,2,Light1,Light,178,11.6080105,25.37643922,27.11976506,26.40418723,0.715577828,31,12,7.98
1996,Rhodymenia,non,High,2,Light1,Light,192,11.80408901,24.81718203,26.55040839,25.8595401,0.690868283,31,12,7.99
1997,Rhodymenia,non,High,2,Light1,Light,206,12.64048441,24.7516971,26.48035052,25.73328562,0.747064903,31,12,7.99
1998,Rhodymenia,non,High,2,Light1,Light,219,11.87523533,24.24454644,25.93777987,25.22941082,0.708369052,31,12,7.99
1999,Rhodymenia,non,High,2,Light1,Light,233,12.23374461,24.31197644,26.00992095,25.29114088,0.718780074,31,12,7.99
2000,Rhodymenia,non,High,2,Light1,Light,246,12.76983561,23.73336028,25.41885927,24.72274165,0.696117618,31,12,8
2001,Rhodymenia,non,High,2,Light1,Light,260,12.48139946,23.81176572,25.50283374,24.78167735,0.721156392,31,12,8
2002,Rhodymenia,non,High,2,Light1,Light,274,12.34889181,23.43661528,25.10103912,24.37751057,0.723528555,31,12,8
2003,Rhodymenia,non,High,2,Light1,Light,288,12.62931058,23.23174043,24.88161694,24.18800182,0.693615122,31,12,8
2004,Rhodymenia,non,High,2,Light1,Light,301,13.17057816,22.77696436,24.42223977,23.76833901,0.653900757,31,12,8.01
2005,Rhodymenia,non,High,2,Light1,Light,314,13.00947309,22.53108799,24.1586022,23.46235606,0.696246148,31,12,8.01
2006,Rhodymenia,non,High,2,Light1,Light,328,12.56233077,22.11322912,23.71056076,23.09883458,0.611726174,31,12,8.01
2007,Rhodymenia,non,High,2,Light1,Light,342,12.78138821,22.14722424,23.74701177,23.11140923,0.635602541,31,12,8.01
2008,Rhodymenia,non,High,2,Light1,Light,356,13.25504469,21.70084977,23.29561186,22.63420791,0.661403956,31,12,8.02
2009,Rhodymenia,non,High,2,Light1,Light,370,13.006001,21.35127641,22.9203482,22.26509771,0.655250493,31,12,8.02
2010,Rhodymenia,non,High,2,Light1,Light,384,12.99899369,21.23399057,22.79444313,22.15700659,0.637436537,31,12,8.02
2011,Rhodymenia,non,High,2,Light1,Light,397,13.54449091,20.88036728,22.44183513,21.83146308,0.610372052,31,12,8.03
2012,Rhodymenia,non,High,2,Light1,Light,411,13.36589912,20.98648922,22.55589375,21.95911475,0.596779004,31,12,8.03
2013,Rhodymenia,non,High,2,Light1,Light,424,13.41198325,20.33572227,21.85646122,21.27004976,0.586411458,31,12,8.03
2014,Rhodymenia,non,High,2,Light1,Light,438,13.83122258,20.29806246,21.8430413,21.26014247,0.582898832,31,12,8.04
2015,Rhodymenia,non,High,2,Light1,Light,452,14.46806738,20.09884177,21.62865383,21.05247035,0.576183479,31,12,8.04
2016,Rhodymenia,non,High,2,Light1,Light,465,13.89959122,20.01124207,21.53438697,20.90932265,0.625064316,31,12,8.04
2017,Rhodymenia,non,High,2,Light1,Light,479,14.133989,19.47839321,20.98773064,20.43771007,0.55002057,31,12,8.05
2018,Rhodymenia,non,High,2,Light1,Light,493,14.13323145,19.14631541,20.62992069,20.07139423,0.558526463,31,12,8.05
2019,Rhodymenia,non,High,2,Light1,Light,506,13.99516845,19.17294302,20.65861046,20.0405292,0.618081258,31,12,8.05
2020,Rhodymenia,non,High,2,Light1,Light,520,14.18139884,18.66693829,20.13979893,19.59495501,0.544843923,31,12,8.06
2021,Rhodymenia,non,High,2,Dark2,Dark,162,13.94144572,17.30704206,18.75043567,18.22292184,0.527513831,31,12,8.09
2022,Rhodymenia,non,High,2,Dark2,Dark,176,14.38997687,17.52969465,18.99165754,18.47835219,0.513305345,31,12,8.09
2023,Rhodymenia,non,High,2,Dark2,Dark,190,14.0956066,17.36611477,18.81443422,18.2846519,0.529782325,31,12,8.09
2024,Rhodymenia,non,High,2,Dark2,Dark,203,14.14093318,17.62422038,19.09406568,18.55557828,0.538487404,31,12,8.09
2025,Rhodymenia,non,High,2,Dark2,Dark,217,14.08026627,17.71902986,19.19678309,18.67624404,0.520539054,31,12,8.09
2026,Rhodymenia,non,High,2,Dark2,Dark,231,14.35020564,17.81889135,19.30497332,18.7801436,0.524829715,31,12,8.09
2027,Rhodymenia,non,High,2,Dark2,Dark,244,14.17022501,17.67874981,19.15314222,18.61311679,0.54002543,31,12,8.09
2028,Rhodymenia,non,High,2,Dark2,Dark,258,13.78374961,17.80084583,19.28542063,18.74508703,0.540333603,31,12,8.09
2029,Rhodymenia,non,High,2,Dark2,Dark,271,14.02723795,17.58288762,19.04928497,18.54084435,0.50844062,31,12,8.09
2030,Rhodymenia,non,High,2,Dark2,Dark,285,13.65193637,18.16468595,19.67960566,19.13528198,0.544323675,31,12,8.09
2031,Rhodymenia,non,High,2,Dark2,Dark,299,14.23089193,18.17343168,19.68908026,19.1928205,0.49625976,31,12,8.09
2032,Rhodymenia,non,High,2,Dark2,Dark,313,14.15696794,18.4178806,19.95391631,19.39769825,0.556218061,31,12,8.09
2033,Rhodymenia,non,High,2,Dark2,Dark,326,14.06277955,18.24013024,19.76134361,19.24896183,0.51238178,31,12,8.09
2034,Rhodymenia,non,High,2,Dark2,Dark,340,14.25740609,18.40601031,19.94105662,19.40468416,0.536372458,31,12,8.09
2035,Rhodymenia,non,High,2,Dark2,Dark,353,14.01606413,18.44873074,19.95888877,19.45180732,0.507081456,31,12,8.08
2036,Rhodymenia,non,High,2,Dark2,Dark,366,13.51867117,18.44805147,19.95815304,19.35565576,0.602497279,31,12,8.08
2037,Rhodymenia,non,High,2,Dark2,Dark,379,13.59474155,18.60016565,20.12271897,19.57590252,0.546816452,31,12,8.08
2038,Rhodymenia,non,High,2,Dark2,Dark,393,13.42454591,18.62106998,20.14533427,19.60257601,0.54275826,31,12,8.08
2039,Rhodymenia,non,High,2,Dark2,Dark,407,13.67497844,18.4331311,19.94201187,19.4018898,0.540122071,31,12,8.08
2040,Rhodymenia,non,High,2,Dark2,Dark,420,13.20132196,18.73497025,20.26855771,19.73594342,0.53261429,31,12,8.08
2041,Rhodymenia,non,High,2,Dark2,Dark,434,13.1824464,18.97139783,20.5243395,19.92824653,0.596092964,31,12,8.08
2042,Rhodymenia,non,High,2,Dark2,Dark,448,13.39733733,18.91320939,20.43303993,19.85953056,0.573509368,31,12,8.07
2043,Rhodymenia,non,High,2,Dark2,Dark,461,13.11691856,19.03521469,20.56484983,20.00407544,0.560774397,31,12,8.07
2044,Rhodymenia,non,High,2,Dark2,Dark,475,13.01925808,18.91669463,20.43680479,19.89877869,0.538026101,31,12,8.07
2045,Rhodymenia,non,High,2,Dark2,Dark,488,12.83227014,19.08729125,20.6211116,20.05170666,0.569404946,31,12,8.07
2046,Rhodymenia,non,High,2,Dark2,Dark,502,13.43218451,19.19582871,20.73837129,20.16259214,0.575779151,31,12,8.07
2047,Rhodymenia,non,High,2,Dark2,Dark,516,12.60904619,18.86133992,20.37700307,19.80338923,0.573613843,31,12,8.07
2048,Rhodymenia,non,High,2,Dark2,Dark,530,12.7283599,19.22342441,20.76818535,20.19205999,0.576125362,31,12,8.07
2049,Rhodymenia,non,High,2,Dark2,Dark,543,12.84899931,19.38486512,20.94259893,20.36619973,0.5763992,31,12,8.07
2050,Rhodymenia,non,High,2,Dark2,Dark,557,12.60140759,19.44416977,21.00666861,20.48051466,0.526153954,31,12,8.07
2051,Rhodymenia,non,High,2,Dark2,Dark,571,12.66624102,19.55533641,21.09829536,20.48686549,0.611429874,31,12,8.06
2052,Rhodymenia,non,High,2,Dark2,Dark,584,12.48209388,19.75764526,21.31656574,20.74648739,0.570078352,31,12,8.06
2053,Rhodymenia,non,High,2,Dark2,Dark,599,12.35028064,19.67697529,21.22953052,20.66227539,0.567255123,31,12,8.06
2054,Rhodymenia,non,High,2,Dark2,Dark,613,12.72558222,19.90010747,21.47026773,20.87566326,0.594604476,31,12,8.06
2055,Rhodymenia,non,High,2,Dark2,Dark,626,12.63593912,19.74072493,21.29831088,20.74928175,0.549029121,31,12,8.06
2056,Rhodymenia,non,High,2,Dark2,Dark,640,12.48001063,20.00528629,21.58374564,20.99353465,0.590210993,31,12,8.06
2057,Rhodymenia,non,High,2,Dark2,Dark,653,12.77854741,14.84600935,16.01739073,15.49727289,0.520117839,31,12,8.06
2058,Rhodymenia,non,High,3,Dark1,Dark,350,8.877082318,18.24111325,19.38293222,18.79731243,0.585619787,31,12,7.92
2059,Rhodymenia,non,High,3,Dark1,Dark,360,8.72847678,18.64758687,19.8148508,19.22794706,0.586903747,31,12,7.92
2060,Rhodymenia,non,High,3,Dark1,Dark,370,8.802400775,18.50578869,19.66417485,19.0698005,0.594374353,31,12,7.92
2061,Rhodymenia,non,High,3,Dark1,Dark,381,8.778033002,18.73630787,19.90912498,19.31383254,0.595292445,31,12,7.92
2062,Rhodymenia,non,High,3,Dark1,Dark,392,8.856817926,18.97628495,20.16412331,19.57286867,0.591254641,31,12,7.92
2063,Rhodymenia,non,High,3,Dark1,Dark,402,8.799623101,18.8313079,20.01007071,19.41661918,0.593451528,31,12,7.92
2064,Rhodymenia,non,High,3,Dark1,Dark,412,8.609226202,18.8533803,20.03352609,19.43576233,0.597763763,31,12,7.92
2065,Rhodymenia,non,High,3,Dark1,Dark,423,8.682455778,19.05066763,20.24316196,19.64909634,0.594065616,31,12,7.92
2066,Rhodymenia,non,High,3,Dark1,Dark,433,8.524822801,18.67836567,19.84755424,19.25847262,0.589081622,31,12,7.92
2067,Rhodymenia,non,High,3,Dark1,Dark,444,8.776644165,18.84201543,20.02144781,19.42231038,0.599137427,31,12,7.92
2068,Rhodymenia,non,High,3,Dark1,Dark,454,8.250653791,18.62341233,19.78916156,19.20518223,0.583979329,31,12,7.92
2069,Rhodymenia,non,High,3,Dark1,Dark,465,8.000221264,18.74649158,19.91994693,19.33659736,0.58334957,31,12,7.92
2070,Rhodymenia,non,High,3,Dark1,Dark,475,8.284112132,19.01857756,20.20906249,19.62443445,0.584628041,31,12,7.92
2071,Rhodymenia,non,High,3,Dark1,Dark,486,8.367126695,18.85426361,20.03446336,19.44904181,0.585421549,31,12,7.92
2072,Rhodymenia,non,High,3,Dark1,Dark,497,8.448058004,19.03781345,20.2295036,19.63771393,0.591789674,31,12,7.92
2073,Rhodymenia,non,High,3,Dark1,Dark,507,8.297369211,19.001603,20.1910264,19.6052913,0.585735105,31,12,7.92
2074,Rhodymenia,non,High,3,Dark1,Dark,517,7.913734608,19.06145219,20.25462166,19.67203363,0.58258803,31,12,7.92
2075,Rhodymenia,non,High,3,Dark1,Dark,528,8.226917307,19.4361918,20.6528191,20.06076028,0.592058814,31,12,7.92
2076,Rhodymenia,non,High,3,Dark1,Dark,539,8.2932027,19.10541726,20.30133782,19.70445626,0.596881563,31,12,7.92
2077,Rhodymenia,non,High,3,Dark1,Dark,549,8.040686918,19.4970972,20.7175363,20.12750261,0.590033686,31,12,7.92
2078,Rhodymenia,non,High,3,Dark1,Dark,559,7.800733796,19.37482935,20.58761311,19.99988162,0.587731494,31,12,7.92
2079,Rhodymenia,non,High,3,Dark1,Dark,569,8.021874492,19.12265031,20.31965095,19.72722109,0.592429864,31,12,7.92
2080,Rhodymenia,non,High,3,Dark1,Dark,579,8.086707919,19.52396788,20.74608819,20.15802818,0.58806001,31,12,7.92
2081,Rhodymenia,non,High,3,Dark1,Dark,589,8.1243959,19.47078971,20.68958297,20.09507998,0.594502986,31,12,7.92
2082,Rhodymenia,non,High,3,Dark1,Dark,600,8.021874492,19.48762732,20.70747324,20.1121536,0.595319639,31,12,7.92
2083,Rhodymenia,non,High,3,Dark1,Dark,610,7.408703044,19.44076069,20.65767286,20.07610929,0.58156357,31,12,7.92
2084,Rhodymenia,non,High,3,Light1,Light,231,8.264605288,17.62720374,18.83816666,18.27889525,0.559271405,31,12,7.98
2085,Rhodymenia,non,High,3,Light1,Light,241,8.550579411,17.57815547,18.78575012,18.22370779,0.562042324,31,12,7.98
2086,Rhodymenia,non,High,3,Light1,Light,252,8.616864804,17.80318827,19.02624172,18.46187616,0.564365551,31,12,7.98
2087,Rhodymenia,non,High,3,Light1,Light,262,8.960791299,17.41522405,18.61162628,18.04072688,0.5708994,31,12,7.98
2088,Rhodymenia,non,High,3,Light1,Light,272,8.638518032,17.02435732,18.21333422,17.6595885,0.553745718,31,12,7.99
2089,Rhodymenia,non,High,3,Light1,Light,283,8.547801738,17.12798043,18.32419496,17.77013588,0.554059086,31,12,7.99
2090,Rhodymenia,non,High,3,Light1,Light,293,8.948923058,16.9672376,18.15222536,17.59681277,0.555412593,31,12,7.99
2091,Rhodymenia,non,High,3,Light1,Light,303,8.545718482,17.14115052,18.3382856,17.78341536,0.554870237,31,12,7.99
2092,Rhodymenia,non,High,3,Light1,Light,314,8.958013626,16.88798063,18.08733341,17.53007044,0.557262974,31,12,8
2093,Rhodymenia,non,High,3,Light1,Light,325,9.270501906,16.79237577,17.98494,17.42711134,0.557828661,31,12,8
2094,Rhodymenia,non,High,3,Light1,Light,335,9.487476092,16.80645359,18.00001649,17.43469961,0.565316879,31,12,8
2095,Rhodymenia,non,High,3,Light1,Light,345,9.397454216,16.63777787,17.81936225,17.26517064,0.554191602,31,12,8
2096,Rhodymenia,non,High,3,Light1,Light,355,9.313050816,16.6539749,17.85696049,17.29949034,0.557470147,31,12,8.01
2097,Rhodymenia,non,High,3,Light1,Light,365,9.410711294,16.53938663,17.7340947,17.17756055,0.556534148,31,12,8.01
2098,Rhodymenia,non,High,3,Light1,Light,375,9.671623226,16.15599619,17.32301086,16.77158782,0.551423038,31,12,8.01
2099,Rhodymenia,non,High,3,Light1,Light,386,9.374412151,16.23006819,17.40243389,16.85540377,0.547030122,31,12,8.01
2100,Rhodymenia,non,High,3,Light1,Light,396,10.07268142,16.0820107,17.24368161,16.68397773,0.55970388,31,12,8.01
2101,Rhodymenia,non,High,3,Light1,Light,407,10.01763298,16.10929078,17.29313756,16.73916519,0.553972372,31,12,8.02
2102,Rhodymenia,non,High,3,Light1,Light,417,9.659060566,15.7683558,16.92714855,16.3809641,0.546184449,31,12,8.02
2103,Rhodymenia,non,High,3,Light1,Light,427,9.761581974,15.73156895,16.88765715,16.34474733,0.542909822,31,12,8.02
2104,Rhodymenia,non,High,3,Light1,Light,438,9.815304707,15.67379106,16.82563314,16.28179914,0.543834003,31,12,8.02
2105,Rhodymenia,non,High,3,Light1,Light,447,9.827172948,15.60909297,16.75618264,16.21315974,0.543022899,31,12,8.02
2106,Rhodymenia,non,High,3,Light1,Light,458,9.904569036,15.60879564,16.77604632,16.23040582,0.5456405,31,12,8.03
2107,Rhodymenia,non,High,3,Light1,Light,468,9.919214951,15.48719137,16.64534828,16.10450943,0.540838854,31,12,8.03
2108,Rhodymenia,non,High,3,Light1,Light,478,10.37267017,15.28116885,16.42391977,15.87962054,0.544299229,31,12,8.03
2109,Rhodymenia,non,High,3,Light1,Light,488,10.23523845,15.24717307,16.38737977,15.84357623,0.543803535,31,12,8.03
2110,Rhodymenia,non,High,3,Light1,Light,498,10.67613101,15.16157002,16.31558677,15.76734856,0.548238213,31,12,8.04
2111,Rhodymenia,non,High,3,Light1,Light,509,10.96911244,14.87019927,16.00203787,15.45847126,0.543566616,31,12,8.04
2112,Rhodymenia,non,High,3,Light1,Light,520,10.12154322,14.94255556,16.07989984,15.55384208,0.526057755,31,12,8.04
2113,Rhodymenia,non,High,3,Light1,Light,530,10.61262329,14.67215167,15.78891532,15.25272552,0.536189806,31,12,8.04
2114,Rhodymenia,non,High,3,Light1,Light,541,10.2192037,14.55009458,15.65756701,15.12700159,0.530565421,31,12,8.04
2115,Rhodymenia,non,High,3,Light1,Light,551,10.02249391,14.38958141,15.50459753,14.97834038,0.526257155,31,12,8.05
2116,Rhodymenia,non,High,3,Light1,Light,561,10.58333146,14.47178716,15.59317354,15.06595047,0.527223075,31,12,8.05
