number,genus,metabolism,treatment,rep,run1,run2,seconds,gas_id,gas_mM
4714,Osmundea,ccm,High,5,Dark1,Dark,633,O2,11.05481468
4715,Osmundea,ccm,High,5,Dark1,Dark,647,O2,10.96340396
4716,Osmundea,ccm,High,5,Dark1,Dark,661,O2,11.27172573
4717,Osmundea,ccm,High,5,Dark1,Dark,675,O2,10.99692543
4718,Osmundea,ccm,High,5,Dark1,Dark,689,O2,11.2487468
4719,Osmundea,ccm,High,5,Dark1,Dark,703,O2,10.92647353
4720,Osmundea,ccm,High,5,Dark1,Dark,717,O2,11.18940559
4721,Osmundea,ccm,High,5,Dark1,Dark,731,O2,10.81202075
4722,Osmundea,ccm,High,5,Dark1,Dark,745,O2,10.64182511
4723,Osmundea,ccm,High,5,Dark1,Dark,758,O2,10.73531908
4724,Osmundea,ccm,High,5,Dark1,Dark,773,O2,10.47933121
4725,Osmundea,ccm,High,5,Dark1,Dark,787,O2,10.21633602
4726,Osmundea,ccm,High,5,Dark1,Dark,800,O2,10.35307332
4727,Osmundea,ccm,High,5,Light1,Light,239,O2,11.74961185
4728,Osmundea,ccm,High,5,Light1,Light,254,O2,11.76286893
4729,Osmundea,ccm,High,5,Light1,Light,267,O2,11.78237577
4730,Osmundea,ccm,High,5,Light1,Light,281,O2,12.10812113
4731,Osmundea,ccm,High,5,Light1,Light,295,O2,12.63272267
4732,Osmundea,ccm,High,5,Light1,Light,309,O2,12.00004438
4733,Osmundea,ccm,High,5,Light1,Light,323,O2,12.6375836
4734,Osmundea,ccm,High,5,Light1,Light,337,O2,12.19252453
4735,Osmundea,ccm,High,5,Light1,Light,351,O2,12.60551409
4736,Osmundea,ccm,High,5,Light1,Light,366,O2,12.16045503
4737,Osmundea,ccm,High,5,Light1,Light,380,O2,12.27276142
4738,Osmundea,ccm,High,5,Light1,Light,394,O2,12.88176636
4739,Osmundea,ccm,High,5,Light1,Light,408,O2,12.85664104
4740,Osmundea,ccm,High,5,Light1,Light,422,O2,13.14615038
4741,Osmundea,ccm,High,5,Light1,Light,436,O2,11.51451966
4742,Osmundea,ccm,High,5,Light1,Light,450,O2,11.97769673
4743,Osmundea,ccm,High,5,Light1,Light,464,O2,11.91772423
4744,Osmundea,ccm,High,5,Light1,Light,478,O2,11.9675961
4745,Osmundea,ccm,High,5,Light1,Light,492,O2,12.68013251
4746,Osmundea,ccm,High,5,Light1,Light,506,O2,12.52736046
4747,Osmundea,ccm,High,5,Light1,Light,520,O2,12.87198137
4748,Osmundea,ccm,High,5,Light1,Light,533,O2,12.81339771
4749,Osmundea,ccm,High,5,Light1,Light,547,O2,13.69095318
4750,Osmundea,ccm,High,5,Light1,Light,562,O2,13.84928058
4751,Osmundea,ccm,High,5,Light1,Light,576,O2,13.85344709
4752,Osmundea,ccm,High,5,Light1,Light,590,O2,13.78583599
4753,Osmundea,ccm,High,5,Light1,Light,604,O2,13.87301706
4754,Osmundea,ccm,High,5,Light1,Light,618,O2,14.15589787
4755,Osmundea,ccm,High,5,Dark2,Dark,634,O2,11.23826739
4756,Osmundea,ccm,High,5,Dark2,Dark,648,O2,11.01434902
4757,Osmundea,ccm,High,5,Dark2,Dark,662,O2,11.10014126
4758,Osmundea,ccm,High,5,Dark2,Dark,676,O2,10.95507094
4759,Osmundea,ccm,High,5,Dark2,Dark,690,O2,10.84762548
4760,Osmundea,ccm,High,5,Dark2,Dark,704,O2,11.06737734
4761,Osmundea,ccm,High,5,Dark2,Dark,718,O2,10.97180011
4762,Osmundea,ccm,High,5,Dark2,Dark,732,O2,10.83228514
4763,Osmundea,ccm,High,5,Dark2,Dark,747,O2,10.90343146
4764,Osmundea,ccm,High,5,Dark2,Dark,761,O2,10.64251953
4765,Osmundea,ccm,High,5,Dark2,Dark,775,O2,11.19432965
4766,Osmundea,ccm,High,5,Dark2,Dark,789,O2,10.97804988
4767,Osmundea,ccm,High,5,Dark2,Dark,802,O2,10.72906932
4768,Osmundea,ccm,High,5,Dark2,Dark,816,O2,10.23931496
4769,Osmundea,ccm,High,5,Dark2,Dark,830,O2,10.49258829
4770,Osmundea,ccm,High,5,Dark2,Dark,844,O2,10.56373461
4771,Osmundea,ccm,High,5,Dark2,Dark,858,O2,10.72976374
4772,Osmundea,ccm,High,5,Dark2,Dark,872,O2,10.75690918
4773,Osmundea,ccm,High,5,Dark2,Dark,886,O2,10.52951872
4774,Osmundea,ccm,High,5,Dark2,Dark,900,O2,10.13609913
4775,Osmundea,ccm,High,5,Dark2,Dark,914,O2,10.90968123
4776,Plocamium,nonccm,Low,5,Dark1,Dark,561,O2,12.79313332
4777,Plocamium,nonccm,Low,5,Dark1,Dark,576,O2,13.66860554
4778,Plocamium,nonccm,Low,5,Dark1,Dark,590,O2,12.8692037
4779,Plocamium,nonccm,Low,5,Dark1,Dark,603,O2,13.26123445
4780,Plocamium,nonccm,Low,5,Dark1,Dark,618,O2,13.75862741
4781,Plocamium,nonccm,Low,5,Dark1,Dark,632,O2,12.86850928
4782,Plocamium,nonccm,Low,5,Dark1,Dark,646,O2,13.21167823
4783,Plocamium,nonccm,Low,5,Dark1,Dark,660,O2,13.33238077
4784,Plocamium,nonccm,Low,5,Dark1,Dark,674,O2,13.04287143
4785,Plocamium,nonccm,Low,5,Dark1,Dark,688,O2,12.70872992
4786,Plocamium,nonccm,Low,5,Dark1,Dark,702,O2,12.79736296
4787,Plocamium,nonccm,Low,5,Dark1,Dark,715,O2,13.27796362
4788,Plocamium,nonccm,Low,5,Dark1,Dark,729,O2,13.34910994
4789,Plocamium,nonccm,Low,5,Dark1,Dark,744,O2,13.04426027
4790,Plocamium,nonccm,Low,5,Dark1,Dark,758,O2,12.97595475
4791,Plocamium,nonccm,Low,5,Dark1,Dark,772,O2,12.44226264
4792,Plocamium,nonccm,Low,5,Dark1,Dark,786,O2,13.03314957
4793,Plocamium,nonccm,Low,5,Dark1,Dark,800,O2,12.61946559
4794,Plocamium,nonccm,Low,5,Dark1,Dark,813,O2,12.10256579
4795,Plocamium,nonccm,Low,5,Dark1,Dark,827,O2,12.16462154
4796,Plocamium,nonccm,Low,5,Dark1,Dark,842,O2,12.57622226
4797,Plocamium,nonccm,Low,5,Dark1,Dark,856,O2,12.77848741
4798,Plocamium,nonccm,Low,5,Dark1,Dark,869,O2,12.40179699
4799,Plocamium,nonccm,Low,5,Dark1,Dark,883,O2,12.96269767
4800,Plocamium,nonccm,Low,5,Dark1,Dark,897,O2,12.63133383
4801,Plocamium,nonccm,Low,5,Dark1,Dark,911,O2,12.68297331
4802,Plocamium,nonccm,Low,5,Dark1,Dark,925,O2,12.04259329
4803,Plocamium,nonccm,Low,5,Dark1,Dark,939,O2,12.59711794
4804,Plocamium,nonccm,Low,5,Dark1,Dark,953,O2,12.67666042
4805,Plocamium,nonccm,Low,5,Dark1,Dark,967,O2,12.19883743
4806,Plocamium,nonccm,Low,5,Dark1,Dark,981,O2,11.88350834
4807,Plocamium,nonccm,Low,5,Dark1,Dark,994,O2,12.04189887
4808,Plocamium,nonccm,Low,5,Dark1,Dark,1008,O2,11.56331833
4809,Plocamium,nonccm,Low,5,Dark1,Dark,1023,O2,11.91702981
4810,Plocamium,nonccm,Low,5,Dark1,Dark,1037,O2,11.80680668
4811,Plocamium,nonccm,Low,5,Dark1,Dark,1051,O2,11.56963123
4812,Plocamium,nonccm,Low,5,Dark1,Dark,1065,O2,11.27595537
4813,Plocamium,nonccm,Low,5,Dark1,Dark,1079,O2,11.46774111
4814,Plocamium,nonccm,Low,5,Dark1,Dark,1093,O2,12.03558597
4815,Plocamium,nonccm,Low,5,Light1,Light,238,O2,12.04537096
4816,Plocamium,nonccm,Low,5,Light1,Light,253,O2,12.03905807
4817,Plocamium,nonccm,Low,5,Light1,Light,267,O2,12.44295706
4818,Plocamium,nonccm,Low,5,Light1,Light,281,O2,12.69616726
4819,Plocamium,nonccm,Low,5,Light1,Light,295,O2,12.28949059
4820,Plocamium,nonccm,Low,5,Light1,Light,309,O2,12.70317457
4821,Plocamium,nonccm,Low,5,Light1,Light,323,O2,12.33974123
4822,Plocamium,nonccm,Low,5,Light1,Light,337,O2,12.26651166
4823,Plocamium,nonccm,Low,5,Light1,Light,351,O2,12.16462154
4824,Plocamium,nonccm,Low,5,Light1,Light,365,O2,12.80468592
4825,Plocamium,nonccm,Low,5,Light1,Light,379,O2,12.23721983
4826,Plocamium,nonccm,Low,5,Light1,Light,393,O2,12.88801613
4827,Plocamium,nonccm,Low,5,Light1,Light,407,O2,12.16746234
4828,Plocamium,nonccm,Low,5,Light1,Light,421,O2,12.51271454
4829,Plocamium,nonccm,Low,5,Light1,Light,435,O2,12.50229827
4830,Plocamium,nonccm,Low,5,Light1,Light,449,O2,12.54200638
4831,Plocamium,nonccm,Low,5,Light1,Light,463,O2,12.58947934
4832,Plocamium,nonccm,Low,5,Light1,Light,477,O2,12.7003969
4833,Plocamium,nonccm,Low,5,Light1,Light,491,O2,13.27171386
4834,Plocamium,nonccm,Low,5,Light1,Light,505,O2,12.75342521
4835,Plocamium,nonccm,Low,5,Light1,Light,519,O2,12.58455528
4836,Plocamium,nonccm,Low,5,Light1,Light,533,O2,13.26577974
4837,Plocamium,nonccm,Low,5,Light1,Light,548,O2,12.79313332
4838,Plocamium,nonccm,Low,5,Light1,Light,562,O2,13.13705982
4839,Plocamium,nonccm,Low,5,Light1,Light,576,O2,12.95013501
4840,Plocamium,nonccm,Low,5,Light1,Light,590,O2,13.00663541
4841,Plocamium,nonccm,Low,5,Light1,Light,604,O2,12.94035002
4842,Plocamium,nonccm,Low,5,Light1,Light,618,O2,12.6288718
4843,Plocamium,nonccm,Low,5,Light1,Light,632,O2,13.09312207
4844,Plocamium,nonccm,Low,5,Dark2,Dark,307,O2,12.35369273
4845,Plocamium,nonccm,Low,5,Dark2,Dark,321,O2,12.07952372
4846,Plocamium,nonccm,Low,5,Dark2,Dark,335,O2,12.41505407
4847,Plocamium,nonccm,Low,5,Dark2,Dark,349,O2,12.14650353
4848,Plocamium,nonccm,Low,5,Dark2,Dark,363,O2,12.18210826
4849,Plocamium,nonccm,Low,5,Dark2,Dark,377,O2,12.09555847
4850,Plocamium,nonccm,Low,5,Dark2,Dark,391,O2,12.09347522
4851,Plocamium,nonccm,Low,5,Dark2,Dark,405,O2,11.67284705
4852,Plocamium,nonccm,Low,5,Dark2,Dark,419,O2,11.33245578
4853,Plocamium,nonccm,Low,5,Dark2,Dark,433,O2,11.42380336
4854,Plocamium,nonccm,Low,5,Dark2,Dark,447,O2,12.13741296
4855,Plocamium,nonccm,Low,5,Dark2,Dark,461,O2,11.87656416
4856,Plocamium,nonccm,Low,5,Dark2,Dark,475,O2,12.48064504
4857,Plocamium,nonccm,Low,5,Dark2,Dark,489,O2,11.49917932
4858,Plocamium,nonccm,Low,5,Dark2,Dark,503,O2,12.02024564
4859,Plocamium,nonccm,Low,5,Dark2,Dark,517,O2,11.84866117
4860,Plocamium,nonccm,Low,5,Dark2,Dark,531,O2,11.59122133
4861,Plocamium,nonccm,Low,5,Dark2,Dark,545,O2,11.49425527
4862,Plocamium,nonccm,Low,5,Dark2,Dark,559,O2,11.22431589
4863,Plocamium,nonccm,Low,5,Dark2,Dark,573,O2,11.17829489
4864,Plocamium,nonccm,Low,5,Dark2,Dark,587,O2,11.46565785
4865,Plocamium,nonccm,Low,5,Dark2,Dark,601,O2,11.28428839
4866,Plocamium,nonccm,Low,5,Dark2,Dark,615,O2,11.10992625
4867,Plocamium,nonccm,Low,5,Dark2,Dark,629,O2,11.25360773
4868,Plocamium,nonccm,High,5,Dark1,Dark,313,O2,14.3871392
4869,Plocamium,nonccm,High,5,Dark1,Dark,327,O2,14.22458216
4870,Plocamium,nonccm,High,5,Dark1,Dark,341,O2,14.08576161
4871,Plocamium,nonccm,High,5,Dark1,Dark,355,O2,14.0048303
4872,Plocamium,nonccm,High,5,Dark1,Dark,369,O2,13.87825677
4873,Plocamium,nonccm,High,5,Dark1,Dark,383,O2,13.90855866
4874,Plocamium,nonccm,High,5,Dark1,Dark,397,O2,14.43940996
4875,Plocamium,nonccm,High,5,Dark1,Dark,411,O2,13.87301706
4876,Plocamium,nonccm,High,5,Dark1,Dark,425,O2,14.04737921
4877,Plocamium,nonccm,High,5,Dark1,Dark,439,O2,13.53571911
4878,Plocamium,nonccm,High,5,Dark1,Dark,453,O2,13.61696606
4879,Plocamium,nonccm,High,5,Dark1,Dark,468,O2,13.27310269
4880,Plocamium,nonccm,High,5,Dark1,Dark,482,O2,14.09276892
4881,Plocamium,nonccm,High,5,Dark1,Dark,495,O2,13.98671229
4882,Plocamium,nonccm,High,5,Dark1,Dark,509,O2,13.65812613
4883,Plocamium,nonccm,High,5,Dark1,Dark,523,O2,13.41261766
4884,Plocamium,nonccm,High,5,Dark1,Dark,538,O2,13.60162573
4885,Plocamium,nonccm,High,5,Dark1,Dark,552,O2,13.71885618
4886,Plocamium,nonccm,High,5,Dark1,Dark,566,O2,13.5688618
4887,Plocamium,nonccm,High,5,Dark1,Dark,580,O2,13.15871304
4888,Plocamium,nonccm,High,5,Dark1,Dark,594,O2,13.01080193
4889,Plocamium,nonccm,High,5,Dark1,Dark,608,O2,13.11963623
4890,Plocamium,nonccm,High,5,Dark1,Dark,622,O2,13.16982374
4891,Plocamium,nonccm,High,5,Dark1,Dark,635,O2,13.13567098
4892,Plocamium,nonccm,High,5,Dark1,Dark,649,O2,12.68152135
4893,Plocamium,nonccm,High,5,Dark1,Dark,663,O2,13.1468448
4894,Plocamium,nonccm,High,5,Dark1,Dark,677,O2,12.90689168
4895,Plocamium,nonccm,High,5,Dark1,Dark,691,O2,12.72760548
4896,Plocamium,nonccm,High,5,Light1,Light,362,O2,13.77743984
4897,Plocamium,nonccm,High,5,Light1,Light,376,O2,14.20646415
4898,Plocamium,nonccm,High,5,Light1,Light,390,O2,14.2120195
4899,Plocamium,nonccm,High,5,Light1,Light,404,O2,14.1276161
4900,Plocamium,nonccm,High,5,Light1,Light,418,O2,14.60966873
4901,Plocamium,nonccm,High,5,Light1,Light,432,O2,14.24478342
4902,Plocamium,nonccm,High,5,Light1,Light,446,O2,14.82796862
4903,Plocamium,nonccm,High,5,Light1,Light,460,O2,14.64729358
4904,Plocamium,nonccm,High,5,Light1,Light,474,O2,14.82102444
4905,Plocamium,nonccm,High,5,Light1,Light,488,O2,14.35292331
4906,Plocamium,nonccm,High,5,Light1,Light,502,O2,14.49591037
4907,Plocamium,nonccm,High,5,Light1,Light,516,O2,14.61939059
4908,Plocamium,nonccm,High,5,Light1,Light,530,O2,15.13629039
4909,Plocamium,nonccm,High,5,Light1,Light,544,O2,14.41365335
4910,Plocamium,nonccm,High,5,Light1,Light,558,O2,14.68012063
4911,Plocamium,nonccm,High,5,Light1,Light,572,O2,15.2416526
4912,Plocamium,nonccm,High,5,Light1,Light,587,O2,14.90334458
4913,Plocamium,nonccm,High,5,Light1,Light,601,O2,14.74564848
4914,Plocamium,nonccm,High,5,Light1,Light,615,O2,15.45856366
4915,Plocamium,nonccm,High,5,Light1,Light,629,O2,15.61973186
4916,Plocamium,nonccm,High,5,Light1,Light,643,O2,15.2032702
4917,Plocamium,nonccm,High,5,Light1,Light,657,O2,15.74321208
4918,Plocamium,nonccm,High,5,Dark2,Dark,15,O2,14.97865742
4919,Plocamium,nonccm,High,5,Dark2,Dark,29,O2,15.46626539
4920,Plocamium,nonccm,High,5,Dark2,Dark,43,O2,15.55761298
4921,Plocamium,nonccm,High,5,Dark2,Dark,57,O2,15.03168573
4922,Plocamium,nonccm,High,5,Dark2,Dark,71,O2,14.98074067
4923,Plocamium,nonccm,High,5,Dark2,Dark,85,O2,14.80006563
4924,Plocamium,nonccm,High,5,Dark2,Dark,98,O2,15.18792987
4925,Plocamium,nonccm,High,5,Dark2,Dark,112,O2,15.14468654
4926,Plocamium,nonccm,High,5,Dark2,Dark,127,O2,14.90681668
4927,Plocamium,nonccm,High,5,Dark2,Dark,141,O2,15.24127383
4928,Plocamium,nonccm,High,5,Dark2,Dark,155,O2,15.10977624
4929,Plocamium,nonccm,High,5,Dark2,Dark,169,O2,15.16211013
4930,Plocamium,nonccm,High,5,Dark2,Dark,183,O2,15.11539471
4931,Plocamium,nonccm,High,5,Dark2,Dark,197,O2,14.76382961
4932,Plocamium,nonccm,High,5,Dark2,Dark,211,O2,14.50083443
4933,Plocamium,nonccm,High,5,Dark2,Dark,225,O2,14.76098881
4934,Plocamium,nonccm,High,5,Dark2,Dark,239,O2,14.18689418
4935,Plocamium,nonccm,High,5,Dark2,Dark,254,O2,14.87051753
4936,Plocamium,nonccm,High,5,Dark2,Dark,268,O2,14.35993062
4937,Plocamium,nonccm,High,5,Dark2,Dark,282,O2,14.93333083
4938,Plocamium,nonccm,High,5,Dark2,Dark,295,O2,14.73378024
4939,Plocamium,nonccm,High,5,Dark2,Dark,309,O2,15.07492906
4940,Plocamium,nonccm,High,5,Dark2,Dark,323,O2,15.00308832
4941,Plocamium,nonccm,High,5,Dark2,Dark,337,O2,14.4715426
4942,Plocamium,nonccm,High,5,Dark2,Dark,351,O2,13.72340146
4943,Plocamium,nonccm,High,5,Dark2,Dark,365,O2,13.69442528
4944,Plocamium,nonccm,High,5,Dark2,Dark,379,O2,13.64486905
4945,Odonthalia,ccm,Low,5,Dark1,Dark,841,O2,13.4523889
4946,Odonthalia,ccm,Low,5,Dark1,Dark,855,O2,13.73627977
4947,Odonthalia,ccm,Low,5,Dark1,Dark,869,O2,13.98740671
4948,Odonthalia,ccm,Low,5,Dark1,Dark,884,O2,13.48515282
4949,Odonthalia,ccm,Low,5,Dark1,Dark,898,O2,13.94138571
4950,Odonthalia,ccm,Low,5,Dark1,Dark,912,O2,13.92636102
4951,Odonthalia,ccm,Low,5,Dark1,Dark,926,O2,13.63792487
4952,Odonthalia,ccm,Low,5,Dark1,Dark,940,O2,13.68154697
4953,Odonthalia,ccm,Low,5,Dark1,Dark,954,O2,13.79208576
4954,Odonthalia,ccm,Low,5,Dark1,Dark,968,O2,13.91487155
4955,Odonthalia,ccm,Low,5,Dark1,Dark,982,O2,13.51513907
4956,Odonthalia,ccm,Low,5,Dark1,Dark,996,O2,13.49771548
4957,Odonthalia,ccm,Low,5,Dark1,Dark,1010,O2,13.09520533
4958,Odonthalia,ccm,Low,5,Dark1,Dark,1024,O2,13.35333958
4959,Odonthalia,ccm,Low,5,Dark1,Dark,1038,O2,13.55352147
4960,Odonthalia,ccm,Low,5,Dark1,Dark,1051,O2,13.59745922
4961,Odonthalia,ccm,Low,5,Dark1,Dark,1065,O2,13.28983186
4962,Odonthalia,ccm,Low,5,Dark1,Dark,1079,O2,13.06174698
4963,Odonthalia,ccm,Low,5,Dark1,Dark,1093,O2,13.34286018
4964,Odonthalia,ccm,Low,5,Dark1,Dark,1108,O2,13.36937434
4965,Odonthalia,ccm,Low,5,Dark1,Dark,1122,O2,13.34772111
4966,Odonthalia,ccm,Low,5,Dark1,Dark,1136,O2,13.757933
4967,Odonthalia,ccm,Low,5,Dark1,Dark,1150,O2,13.23333146
4968,Odonthalia,ccm,Low,5,Dark1,Dark,1163,O2,13.94069129
4969,Odonthalia,ccm,Low,5,Dark1,Dark,1177,O2,12.96547534
4970,Odonthalia,ccm,Low,5,Dark1,Dark,1192,O2,12.9804369
4971,Odonthalia,ccm,Low,5,Dark1,Dark,1206,O2,12.648063
4972,Odonthalia,ccm,Low,5,Dark1,Dark,1220,O2,12.63272267
4973,Odonthalia,ccm,Low,5,Dark1,Dark,1234,O2,12.69408401
4974,Odonthalia,ccm,Low,5,Dark1,Dark,1248,O2,12.45760298
4975,Odonthalia,ccm,Low,5,Dark1,Dark,1262,O2,12.0683499
4976,Odonthalia,ccm,Low,5,Dark1,Dark,1276,O2,12.12207263
4977,Odonthalia,ccm,Low,5,Dark1,Dark,1290,O2,12.47647853
4978,Odonthalia,ccm,Low,5,Dark1,Dark,1304,O2,12.44504032
4979,Odonthalia,ccm,Low,5,Dark1,Dark,1318,O2,13.29538721
4980,Odonthalia,ccm,Low,5,Dark1,Dark,1332,O2,12.61668792
4981,Odonthalia,ccm,Low,5,Dark1,Dark,1345,O2,12.93195387
4982,Odonthalia,ccm,Low,5,Dark1,Dark,1359,O2,12.98845428
4983,Odonthalia,ccm,Low,5,Dark1,Dark,1373,O2,12.82173073
4984,Odonthalia,ccm,Low,5,Dark1,Dark,1387,O2,12.44926995
4985,Odonthalia,ccm,Low,5,Dark1,Dark,1401,O2,12.51132571
4986,Odonthalia,ccm,Low,5,Dark1,Dark,1414,O2,13.05682293
4987,Odonthalia,ccm,Low,5,Dark1,Dark,1428,O2,12.51694418
4988,Odonthalia,ccm,Low,5,Dark1,Dark,1442,O2,12.86850928
4989,Odonthalia,ccm,Low,5,Dark1,Dark,1456,O2,12.74780674
4990,Odonthalia,ccm,Low,5,Dark1,Dark,1470,O2,12.16114945
4991,Odonthalia,ccm,Low,5,Dark1,Dark,1484,O2,12.51271454
4992,Odonthalia,ccm,Low,5,Light1,Light,310,O2,12.15906619
4993,Odonthalia,ccm,Low,5,Light1,Light,324,O2,12.60968061
4994,Odonthalia,ccm,Low,5,Light1,Light,338,O2,12.43601288
4995,Odonthalia,ccm,Low,5,Light1,Light,352,O2,12.26651166
4996,Odonthalia,ccm,Low,5,Light1,Light,367,O2,12.56643728
4997,Odonthalia,ccm,Low,5,Light1,Light,381,O2,12.42067254
4998,Odonthalia,ccm,Low,5,Light1,Light,395,O2,12.36133133
4999,Odonthalia,ccm,Low,5,Light1,Light,409,O2,12.19498656
5000,Odonthalia,ccm,Low,5,Light1,Light,423,O2,12.53436777
5001,Odonthalia,ccm,Low,5,Light1,Light,437,O2,13.0275311
5002,Odonthalia,ccm,Low,5,Light1,Light,452,O2,12.3627833
5003,Odonthalia,ccm,Low,5,Light1,Light,466,O2,12.31947684
5004,Odonthalia,ccm,Low,5,Light1,Light,480,O2,12.73385524
5005,Odonthalia,ccm,Low,5,Light1,Light,494,O2,12.8831552
5006,Odonthalia,ccm,Low,5,Light1,Light,508,O2,12.90897494
5007,Odonthalia,ccm,Low,5,Light1,Light,522,O2,12.77918182
5008,Odonthalia,ccm,Low,5,Light1,Light,536,O2,12.63550034
5009,Odonthalia,ccm,Low,5,Light1,Light,550,O2,12.63341709
5010,Odonthalia,ccm,Low,5,Light1,Light,564,O2,12.48064504
5011,Odonthalia,ccm,Low,5,Light1,Light,578,O2,11.80680668
5012,Odonthalia,ccm,Low,5,Light1,Light,593,O2,12.19605975
5013,Odonthalia,ccm,Low,5,Light1,Light,606,O2,12.55248578
5014,Odonthalia,ccm,Low,5,Light1,Light,620,O2,13.16149072
5015,Odonthalia,ccm,Low,5,Light1,Light,635,O2,12.59434027
5016,Odonthalia,ccm,Low,5,Light1,Light,649,O2,12.02024564
5017,Odonthalia,ccm,Low,5,Light1,Light,662,O2,13.04078817
5018,Odonthalia,ccm,Low,5,Light1,Light,676,O2,12.35369273
5019,Odonthalia,ccm,Low,5,Light1,Light,690,O2,12.92987062
5020,Odonthalia,ccm,Low,5,Light1,Light,704,O2,13.02683668
5021,Odonthalia,ccm,Low,5,Light1,Light,718,O2,13.18377524
5022,Odonthalia,ccm,Low,5,Light1,Light,732,O2,12.55248578
5023,Odonthalia,ccm,Low,5,Light1,Light,746,O2,12.49667979
5024,Odonthalia,ccm,Low,5,Light1,Light,760,O2,12.84755047
5025,Odonthalia,ccm,Low,5,Light1,Light,774,O2,12.46738796
5026,Odonthalia,ccm,Low,5,Light1,Light,788,O2,12.44788112
5027,Odonthalia,ccm,Low,5,Light1,Light,802,O2,12.76737671
5028,Odonthalia,ccm,Low,5,Light1,Light,816,O2,13.45377774
5029,Odonthalia,ccm,Low,5,Light1,Light,830,O2,12.91383586
5030,Odonthalia,ccm,Low,5,Light1,Light,844,O2,12.94729421
5031,Odonthalia,ccm,Low,5,Light1,Light,859,O2,13.00732983
5032,Odonthalia,ccm,Low,5,Light1,Light,872,O2,13.06938559
5033,Odonthalia,ccm,Low,5,Light1,Light,886,O2,13.05265642
5034,Odonthalia,ccm,Low,5,Light1,Light,901,O2,12.73177199
5035,Odonthalia,ccm,Low,5,Light1,Light,915,O2,13.12380274
5036,Odonthalia,ccm,Low,5,Light1,Light,929,O2,12.71851491
5037,Odonthalia,ccm,Low,5,Light1,Light,943,O2,12.89710669
5038,Odonthalia,ccm,Low,5,Light1,Light,957,O2,12.00907182
5039,Odonthalia,ccm,Low,5,Light1,Light,972,O2,13.05751734
5040,Odonthalia,ccm,Low,5,Light1,Light,986,O2,13.23888681
5041,Odonthalia,ccm,Low,5,Light1,Light,999,O2,13.46211076
5042,Odonthalia,ccm,Low,5,Light1,Light,1014,O2,12.82734921
5043,Odonthalia,ccm,Low,5,Light1,Light,1028,O2,13.024059
5044,Odonthalia,ccm,Low,5,Light1,Light,1042,O2,13.47745109
5045,Odonthalia,ccm,Low,5,Light1,Light,1055,O2,13.28427652
5046,Odonthalia,ccm,Low,5,Dark2,Dark,183,O2,12.67457716
5047,Odonthalia,ccm,Low,5,Dark2,Dark,197,O2,12.29510907
5048,Odonthalia,ccm,Low,5,Dark2,Dark,210,O2,11.97491906
5049,Odonthalia,ccm,Low,5,Dark2,Dark,225,O2,12.37427277
5050,Odonthalia,ccm,Low,5,Dark2,Dark,239,O2,11.66590287
5051,Odonthalia,ccm,Low,5,Dark2,Dark,253,O2,11.92258516
5052,Odonthalia,ccm,Low,5,Dark2,Dark,267,O2,12.24346959
5053,Odonthalia,ccm,Low,5,Dark2,Dark,281,O2,12.30274767
5054,Odonthalia,ccm,Low,5,Dark2,Dark,295,O2,12.09770486
5055,Odonthalia,ccm,Low,5,Dark2,Dark,309,O2,11.9839465
5056,Odonthalia,ccm,Low,5,Dark2,Dark,323,O2,12.39971373
5057,Odonthalia,ccm,Low,5,Dark2,Dark,336,O2,11.8151397
5058,Odonthalia,ccm,Low,5,Dark2,Dark,350,O2,11.85629977
5059,Odonthalia,ccm,Low,5,Dark2,Dark,364,O2,11.42727545
5060,Odonthalia,ccm,Low,5,Dark2,Dark,378,O2,11.6323814
5061,Odonthalia,ccm,Low,5,Dark2,Dark,392,O2,11.68402088
5062,Odonthalia,ccm,Low,5,Dark2,Dark,406,O2,11.27734421
5063,Odonthalia,ccm,Low,5,Dark2,Dark,420,O2,11.26755922
5064,Odonthalia,ccm,Low,5,Dark2,Dark,434,O2,11.73212513
5065,Odonthalia,ccm,Low,5,Dark2,Dark,448,O2,11.66937496
5066,Odonthalia,ccm,Low,5,Dark2,Dark,462,O2,11.57449216
5067,Odonthalia,ccm,Low,5,Dark2,Dark,476,O2,11.37847678
5068,Odonthalia,ccm,Low,5,Dark2,Dark,489,O2,11.98186324
5069,Odonthalia,ccm,Low,5,Dark2,Dark,503,O2,11.33731671
5070,Odonthalia,ccm,Low,5,Dark2,Dark,518,O2,11.42310894
5071,Odonthalia,ccm,Low,5,Dark2,Dark,532,O2,11.9560435
5072,Odonthalia,ccm,Low,5,Dark2,Dark,546,O2,11.13290518
5073,Odonthalia,ccm,Low,5,Dark2,Dark,560,O2,11.44476217
5074,Odonthalia,ccm,Low,5,Dark2,Dark,574,O2,11.75586162
5075,Odonthalia,ccm,Low,5,Dark2,Dark,588,O2,11.47266517
5076,Odonthalia,ccm,Low,5,Dark2,Dark,602,O2,11.39798362
5077,Odonthalia,ccm,Low,5,Dark2,Dark,616,O2,11.51451966
5078,Odonthalia,ccm,Low,5,Dark2,Dark,631,O2,10.9676336
5079,Odonthalia,ccm,Low,5,Dark2,Dark,645,O2,11.520075
5080,Odonthalia,ccm,Low,5,Dark2,Dark,659,O2,11.38548409
5081,Odonthalia,ccm,Low,5,Dark2,Dark,672,O2,10.98852928
