number,genus,metabolism,treatment,rep,run1,run2,seconds,gas_id,gas_mM
1679,Pyropia,nonccm,Low,2,Light1,Light,489,CO2,21.40491752
1680,Pyropia,nonccm,Low,2,Light1,Light,502,CO2,21.7442012
1681,Pyropia,nonccm,Low,2,Light1,Light,516,CO2,21.43102512
1682,Pyropia,nonccm,Low,2,Light1,Light,529,CO2,21.35154476
1683,Pyropia,nonccm,Low,2,Light1,Light,543,CO2,21.58451672
1684,Pyropia,nonccm,Low,2,Light1,Light,556,CO2,21.18712142
1685,Pyropia,nonccm,Low,2,Light1,Light,570,CO2,21.51001038
1686,Pyropia,nonccm,Low,2,Light1,Light,584,CO2,21.71503333
1687,Pyropia,nonccm,Low,2,Light1,Light,598,CO2,21.18843135
1688,Pyropia,nonccm,Low,2,Light1,Light,611,CO2,21.51225679
1689,Pyropia,nonccm,Low,2,Dark2,Dark,261,CO2,22.24900933
1690,Pyropia,nonccm,Low,2,Dark2,Dark,274,CO2,22.2118936
1691,Pyropia,nonccm,Low,2,Dark2,Dark,287,CO2,22.24019552
1692,Pyropia,nonccm,Low,2,Dark2,Dark,301,CO2,21.96957681
1693,Pyropia,nonccm,Low,2,Dark2,Dark,315,CO2,22.21821332
1694,Pyropia,nonccm,Low,2,Dark2,Dark,328,CO2,22.24187468
1695,Pyropia,nonccm,Low,2,Dark2,Dark,342,CO2,22.38821056
1696,Pyropia,nonccm,Low,2,Dark2,Dark,355,CO2,22.32992043
1697,Pyropia,nonccm,Low,2,Dark2,Dark,368,CO2,22.59053798
1698,Pyropia,nonccm,Low,2,Dark2,Dark,382,CO2,22.84109223
1699,Pyropia,nonccm,Low,2,Dark2,Dark,395,CO2,22.26524043
1700,Pyropia,nonccm,Low,2,Dark2,Dark,409,CO2,22.47542365
1701,Pyropia,nonccm,Low,2,Dark2,Dark,422,CO2,22.21235
1702,Pyropia,nonccm,Low,2,Dark2,Dark,436,CO2,22.38048523
1703,Pyropia,nonccm,Low,2,Dark2,Dark,449,CO2,22.57664213
1704,Pyropia,nonccm,Low,2,Dark2,Dark,463,CO2,22.57349686
1705,Pyropia,nonccm,Low,2,Dark2,Dark,476,CO2,22.58260635
1706,Pyropia,nonccm,Low,2,Dark2,Dark,490,CO2,22.80844446
1707,Pyropia,nonccm,Low,2,Dark2,Dark,504,CO2,23.14065209
1708,Pyropia,nonccm,Low,2,Dark2,Dark,518,CO2,22.80726663
1709,Pyropia,nonccm,Low,2,Dark2,Dark,531,CO2,22.58428513
1710,Pyropia,nonccm,Low,2,Dark2,Dark,544,CO2,22.97319105
1711,Pyropia,nonccm,Low,2,Dark2,Dark,557,CO2,22.79225508
1712,Pyropia,nonccm,Low,2,Dark2,Dark,570,CO2,22.9963589
1713,Pyropia,nonccm,Low,2,Dark2,Dark,583,CO2,22.87019347
1714,Pyropia,nonccm,Low,2,Dark2,Dark,597,CO2,22.83432285
1715,Osmundea,ccm,High,2,Dark1,Dark,204,CO2,23.98598661
1716,Osmundea,ccm,High,2,Dark1,Dark,217,CO2,24.17042499
1717,Osmundea,ccm,High,2,Dark1,Dark,231,CO2,24.03956742
1718,Osmundea,ccm,High,2,Dark1,Dark,245,CO2,24.38232193
1719,Osmundea,ccm,High,2,Dark1,Dark,258,CO2,24.60197017
1720,Osmundea,ccm,High,2,Dark1,Dark,271,CO2,24.7526121
1721,Osmundea,ccm,High,2,Dark1,Dark,285,CO2,24.37127661
1722,Osmundea,ccm,High,2,Dark1,Dark,298,CO2,24.27234012
1723,Osmundea,ccm,High,2,Dark1,Dark,311,CO2,24.62373266
1724,Osmundea,ccm,High,2,Dark1,Dark,324,CO2,24.82946826
1725,Osmundea,ccm,High,2,Dark1,Dark,338,CO2,25.0493351
1726,Osmundea,ccm,High,2,Dark1,Dark,351,CO2,24.97408961
1727,Osmundea,ccm,High,2,Dark1,Dark,365,CO2,24.77978588
1728,Osmundea,ccm,High,2,Dark1,Dark,378,CO2,24.96699943
1729,Osmundea,ccm,High,2,Dark1,Dark,393,CO2,25.1767383
1730,Osmundea,ccm,High,2,Dark1,Dark,406,CO2,25.08404422
1731,Osmundea,ccm,High,2,Dark1,Dark,419,CO2,24.81965804
1732,Osmundea,ccm,High,2,Dark1,Dark,432,CO2,25.37342987
1733,Osmundea,ccm,High,2,Dark1,Dark,445,CO2,25.61050102
1734,Osmundea,ccm,High,2,Dark1,Dark,459,CO2,25.52574781
1735,Osmundea,ccm,High,2,Dark1,Dark,472,CO2,25.42584777
1736,Osmundea,ccm,High,2,Dark1,Dark,486,CO2,25.47890025
1737,Osmundea,ccm,High,2,Dark1,Dark,499,CO2,25.85079593
1738,Osmundea,ccm,High,2,Dark1,Dark,513,CO2,25.80836541
1739,Osmundea,ccm,High,2,Dark1,Dark,527,CO2,25.73160198
1740,Osmundea,ccm,High,2,Dark1,Dark,541,CO2,25.96723896
1741,Osmundea,ccm,High,2,Dark1,Dark,555,CO2,26.32416072
1742,Osmundea,ccm,High,2,Dark1,Dark,569,CO2,26.12138628
1743,Osmundea,ccm,High,2,Dark1,Dark,583,CO2,26.12623535
1744,Osmundea,ccm,High,2,Dark1,Dark,596,CO2,26.3214621
1745,Osmundea,ccm,High,2,Light1,Light,191,CO2,24.65097012
1746,Osmundea,ccm,High,2,Light1,Light,205,CO2,24.48737743
1747,Osmundea,ccm,High,2,Light1,Light,218,CO2,24.36073541
1748,Osmundea,ccm,High,2,Light1,Light,232,CO2,24.26426645
1749,Osmundea,ccm,High,2,Light1,Light,245,CO2,23.95715507
1750,Osmundea,ccm,High,2,Light1,Light,259,CO2,23.84717637
1751,Osmundea,ccm,High,2,Light1,Light,274,CO2,23.56954618
1752,Osmundea,ccm,High,2,Light1,Light,287,CO2,23.66723477
1753,Osmundea,ccm,High,2,Light1,Light,301,CO2,23.3895428
1754,Osmundea,ccm,High,2,Light1,Light,315,CO2,22.96823965
1755,Osmundea,ccm,High,2,Light1,Light,330,CO2,23.00847497
1756,Osmundea,ccm,High,2,Light1,Light,342,CO2,22.91464916
1757,Osmundea,ccm,High,2,Light1,Light,356,CO2,22.71129606
1758,Osmundea,ccm,High,2,Light1,Light,369,CO2,22.59172212
1759,Osmundea,ccm,High,2,Light1,Light,384,CO2,22.68797436
1760,Osmundea,ccm,High,2,Light1,Light,397,CO2,22.26418135
1761,Osmundea,ccm,High,2,Light1,Light,411,CO2,22.01762192
1762,Osmundea,ccm,High,2,Light1,Light,425,CO2,21.68466231
1763,Osmundea,ccm,High,2,Light1,Light,439,CO2,21.82244464
1764,Osmundea,ccm,High,2,Light1,Light,453,CO2,21.4471224
1765,Osmundea,ccm,High,2,Light1,Light,466,CO2,21.26724101
1766,Osmundea,ccm,High,2,Light1,Light,480,CO2,21.31214659
1767,Osmundea,ccm,High,2,Light1,Light,494,CO2,21.2216079
1768,Osmundea,ccm,High,2,Light1,Light,508,CO2,20.90250358
1769,Osmundea,ccm,High,2,Light1,Light,522,CO2,20.6169199
1770,Osmundea,ccm,High,2,Light1,Light,535,CO2,20.49975504
1771,Osmundea,ccm,High,2,Light1,Light,548,CO2,19.98363488
1772,Osmundea,ccm,High,2,Light1,Light,561,CO2,20.32668951
1773,Osmundea,ccm,High,2,Light1,Light,575,CO2,20.28299875
1774,Osmundea,ccm,High,2,Light1,Light,589,CO2,19.9120473
1775,Osmundea,ccm,High,2,Light1,Light,603,CO2,19.94683985
1776,Osmundea,ccm,High,2,Dark2,Dark,177,CO2,20.05876875
1777,Osmundea,ccm,High,2,Dark2,Dark,190,CO2,20.23864896
1778,Osmundea,ccm,High,2,Dark2,Dark,204,CO2,20.15690893
1779,Osmundea,ccm,High,2,Dark2,Dark,218,CO2,20.23690815
1780,Osmundea,ccm,High,2,Dark2,Dark,232,CO2,20.39196155
1781,Osmundea,ccm,High,2,Dark2,Dark,245,CO2,20.18201651
1782,Osmundea,ccm,High,2,Dark2,Dark,259,CO2,20.44420577
1783,Osmundea,ccm,High,2,Dark2,Dark,272,CO2,20.380171
1784,Osmundea,ccm,High,2,Dark2,Dark,286,CO2,20.59468707
1785,Osmundea,ccm,High,2,Dark2,Dark,300,CO2,20.34986488
1786,Osmundea,ccm,High,2,Dark2,Dark,313,CO2,20.75017941
1787,Osmundea,ccm,High,2,Dark2,Dark,326,CO2,20.77291476
1788,Osmundea,ccm,High,2,Dark2,Dark,339,CO2,20.83840423
1789,Osmundea,ccm,High,2,Dark2,Dark,353,CO2,20.95674966
1790,Osmundea,ccm,High,2,Dark2,Dark,367,CO2,20.51122849
1791,Osmundea,ccm,High,2,Dark2,Dark,381,CO2,20.99430791
1792,Osmundea,ccm,High,2,Dark2,Dark,395,CO2,20.8145015
1793,Osmundea,ccm,High,2,Dark2,Dark,409,CO2,21.08671679
1794,Osmundea,ccm,High,2,Dark2,Dark,424,CO2,21.31607509
1795,Osmundea,ccm,High,2,Dark2,Dark,437,CO2,21.18254106
1796,Osmundea,ccm,High,2,Dark2,Dark,451,CO2,21.36132651
1797,Osmundea,ccm,High,2,Dark2,Dark,464,CO2,21.46790347
1798,Osmundea,ccm,High,2,Dark2,Dark,478,CO2,21.60869718
1799,Schizymenia,ccm,High,2,Dark1,Dark,365,CO2,31.77775012
1800,Schizymenia,ccm,High,2,Dark1,Dark,380,CO2,31.77507071
1801,Schizymenia,ccm,High,2,Dark1,Dark,393,CO2,31.5791875
1802,Schizymenia,ccm,High,2,Dark1,Dark,408,CO2,31.96366844
1803,Schizymenia,ccm,High,2,Dark1,Dark,422,CO2,31.82396761
1804,Schizymenia,ccm,High,2,Dark1,Dark,436,CO2,32.38460397
1805,Schizymenia,ccm,High,2,Dark1,Dark,450,CO2,31.92283653
1806,Schizymenia,ccm,High,2,Dark1,Dark,464,CO2,32.46699508
1807,Schizymenia,ccm,High,2,Dark1,Dark,478,CO2,32.53942825
1808,Schizymenia,ccm,High,2,Dark1,Dark,492,CO2,32.52026109
1809,Schizymenia,ccm,High,2,Dark1,Dark,506,CO2,32.74202361
1810,Schizymenia,ccm,High,2,Dark1,Dark,520,CO2,32.56106618
1811,Schizymenia,ccm,High,2,Dark1,Dark,534,CO2,33.04049461
1812,Schizymenia,ccm,High,2,Dark1,Dark,548,CO2,33.34016889
1813,Schizymenia,ccm,High,2,Dark1,Dark,561,CO2,33.34094763
1814,Schizymenia,ccm,High,2,Dark1,Dark,576,CO2,33.10480438
1815,Schizymenia,ccm,High,2,Dark1,Dark,590,CO2,33.39824118
1816,Schizymenia,ccm,High,2,Dark1,Dark,603,CO2,33.7831858
1817,Schizymenia,ccm,High,2,Dark1,Dark,617,CO2,33.36042978
1818,Schizymenia,ccm,High,2,Light1,Light,209,CO2,31.19811994
1819,Schizymenia,ccm,High,2,Light1,Light,223,CO2,30.73938514
1820,Schizymenia,ccm,High,2,Light1,Light,237,CO2,30.58263379
1821,Schizymenia,ccm,High,2,Light1,Light,250,CO2,30.43148869
1822,Schizymenia,ccm,High,2,Light1,Light,264,CO2,30.24903927
1823,Schizymenia,ccm,High,2,Light1,Light,278,CO2,29.60305477
1824,Schizymenia,ccm,High,2,Light1,Light,292,CO2,29.47443995
1825,Schizymenia,ccm,High,2,Light1,Light,306,CO2,28.99468272
1826,Schizymenia,ccm,High,2,Light1,Light,321,CO2,28.78406837
1827,Schizymenia,ccm,High,2,Light1,Light,335,CO2,28.5401065
1828,Schizymenia,ccm,High,2,Light1,Light,348,CO2,27.96520758
1829,Schizymenia,ccm,High,2,Light1,Light,362,CO2,27.84998122
1830,Schizymenia,ccm,High,2,Light1,Light,376,CO2,27.38002671
1831,Schizymenia,ccm,High,2,Light1,Light,390,CO2,27.45147404
1832,Schizymenia,ccm,High,2,Light1,Light,404,CO2,27.04412652
1833,Schizymenia,ccm,High,2,Light1,Light,418,CO2,27.04378742
1834,Schizymenia,ccm,High,2,Light1,Light,432,CO2,26.46363003
1835,Schizymenia,ccm,High,2,Light1,Light,446,CO2,26.11101036
1836,Schizymenia,ccm,High,2,Light1,Light,460,CO2,26.2419561
1837,Schizymenia,ccm,High,2,Light1,Light,473,CO2,26.07890846
1838,Schizymenia,ccm,High,2,Light1,Light,487,CO2,25.6811164
1839,Schizymenia,ccm,High,2,Light1,Light,502,CO2,25.43724063
1840,Schizymenia,ccm,High,2,Light1,Light,516,CO2,24.96400302
1841,Schizymenia,ccm,High,2,Light1,Light,529,CO2,24.57145135
1842,Schizymenia,ccm,High,2,Light1,Light,544,CO2,24.55514495
1843,Schizymenia,ccm,High,2,Light1,Light,558,CO2,24.25261252
1844,Schizymenia,ccm,High,2,Light1,Light,572,CO2,23.93588824
1845,Schizymenia,ccm,High,2,Dark2,Dark,185,CO2,22.32933704
1846,Schizymenia,ccm,High,2,Dark2,Dark,199,CO2,22.54668653
1847,Schizymenia,ccm,High,2,Dark2,Dark,213,CO2,22.74928248
1848,Schizymenia,ccm,High,2,Dark2,Dark,227,CO2,22.93734785
1849,Schizymenia,ccm,High,2,Dark2,Dark,240,CO2,23.28394831
1850,Schizymenia,ccm,High,2,Dark2,Dark,254,CO2,23.16072784
1851,Schizymenia,ccm,High,2,Dark2,Dark,268,CO2,23.45095063
1852,Schizymenia,ccm,High,2,Dark2,Dark,283,CO2,23.65507321
1853,Schizymenia,ccm,High,2,Dark2,Dark,296,CO2,23.80440742
1854,Schizymenia,ccm,High,2,Dark2,Dark,311,CO2,23.92198494
1855,Schizymenia,ccm,High,2,Dark2,Dark,325,CO2,24.08665997
1856,Schizymenia,ccm,High,2,Dark2,Dark,338,CO2,24.27038902
1857,Schizymenia,ccm,High,2,Dark2,Dark,352,CO2,24.54216577
1858,Schizymenia,ccm,High,2,Dark2,Dark,365,CO2,24.51168787
1859,Schizymenia,ccm,High,2,Dark2,Dark,379,CO2,24.83475318
1860,Schizymenia,ccm,High,2,Dark2,Dark,393,CO2,25.24432295
1861,Schizymenia,ccm,High,2,Dark2,Dark,407,CO2,25.40914797
1862,Schizymenia,ccm,High,2,Dark2,Dark,421,CO2,25.17637283
1863,Schizymenia,ccm,High,2,Dark2,Dark,435,CO2,25.63685883
1864,Schizymenia,ccm,High,2,Dark2,Dark,449,CO2,25.73127772
1865,Schizymenia,ccm,High,2,Dark2,Dark,463,CO2,25.80723885
1866,Hymenena,nonccm,Low,2,Dark1,Dark,367,CO2,24.20135997
1867,Hymenena,nonccm,Low,2,Dark1,Dark,380,CO2,24.33934119
1868,Hymenena,nonccm,Low,2,Dark1,Dark,395,CO2,24.51370783
1869,Hymenena,nonccm,Low,2,Dark1,Dark,409,CO2,24.43385941
1870,Hymenena,nonccm,Low,2,Dark1,Dark,423,CO2,24.07221655
1871,Hymenena,nonccm,Low,2,Dark1,Dark,437,CO2,24.30283813
1872,Hymenena,nonccm,Low,2,Dark1,Dark,452,CO2,24.53514979
1873,Hymenena,nonccm,Low,2,Dark1,Dark,465,CO2,24.54971409
1874,Hymenena,nonccm,Low,2,Dark1,Dark,480,CO2,24.66282541
1875,Hymenena,nonccm,Low,2,Dark1,Dark,494,CO2,24.87882503
1876,Hymenena,nonccm,Low,2,Dark1,Dark,507,CO2,24.60479329
1877,Hymenena,nonccm,Low,2,Dark1,Dark,521,CO2,24.63640447
1878,Hymenena,nonccm,Low,2,Dark1,Dark,535,CO2,24.47214962
1879,Hymenena,nonccm,Low,2,Dark1,Dark,548,CO2,24.85787981
1880,Hymenena,nonccm,Low,2,Dark1,Dark,562,CO2,24.55037867
1881,Hymenena,nonccm,Low,2,Dark1,Dark,577,CO2,24.50554385
1882,Hymenena,nonccm,Low,2,Dark1,Dark,590,CO2,24.96095855
1883,Hymenena,nonccm,Low,2,Dark1,Dark,605,CO2,24.74432337
1884,Hymenena,nonccm,Low,2,Dark1,Dark,619,CO2,24.97777029
1885,Hymenena,nonccm,Low,2,Dark1,Dark,633,CO2,24.6712675
1886,Hymenena,nonccm,Low,2,Dark1,Dark,646,CO2,24.79570414
1887,Hymenena,nonccm,Low,2,Dark1,Dark,660,CO2,24.94470431
1888,Hymenena,nonccm,Low,2,Dark1,Dark,674,CO2,24.5185885
1889,Hymenena,nonccm,Low,2,Dark1,Dark,688,CO2,25.15173082
1890,Hymenena,nonccm,Low,2,Dark1,Dark,702,CO2,25.22618729
1891,Hymenena,nonccm,Low,2,Dark1,Dark,716,CO2,25.28106592
1892,Hymenena,nonccm,Low,2,Light1,Light,297,CO2,25.24997886
1893,Hymenena,nonccm,Low,2,Light1,Light,311,CO2,25.01867296
1894,Hymenena,nonccm,Low,2,Light1,Light,325,CO2,25.10637025
1895,Hymenena,nonccm,Low,2,Light1,Light,339,CO2,25.07638019
1896,Hymenena,nonccm,Low,2,Light1,Light,353,CO2,25.59148152
1897,Hymenena,nonccm,Low,2,Light1,Light,367,CO2,25.09850536
1898,Hymenena,nonccm,Low,2,Light1,Light,381,CO2,24.88319261
1899,Hymenena,nonccm,Low,2,Light1,Light,395,CO2,24.84217014
1900,Hymenena,nonccm,Low,2,Light1,Light,409,CO2,24.98244998
1901,Hymenena,nonccm,Low,2,Light1,Light,423,CO2,24.83809857
1902,Hymenena,nonccm,Low,2,Light1,Light,437,CO2,24.82603522
1903,Hymenena,nonccm,Low,2,Light1,Light,451,CO2,24.71670808
1904,Hymenena,nonccm,Low,2,Light1,Light,465,CO2,24.60558196
1905,Hymenena,nonccm,Low,2,Light1,Light,479,CO2,24.72642765
1906,Hymenena,nonccm,Low,2,Light1,Light,493,CO2,24.91140917
1907,Hymenena,nonccm,Low,2,Light1,Light,507,CO2,24.75997576
1908,Hymenena,nonccm,Low,2,Light1,Light,520,CO2,24.5478264
1909,Hymenena,nonccm,Low,2,Light1,Light,535,CO2,24.63724976
1910,Hymenena,nonccm,Low,2,Light1,Light,549,CO2,24.76599321
1911,Hymenena,nonccm,Low,2,Light1,Light,562,CO2,24.55408597
1912,Hymenena,nonccm,Low,2,Light1,Light,576,CO2,24.55805979
1913,Hymenena,nonccm,Low,2,Light1,Light,591,CO2,24.83509397
1914,Hymenena,nonccm,Low,2,Light1,Light,605,CO2,24.30468304
1915,Hymenena,nonccm,Low,2,Light1,Light,619,CO2,24.57521647
1916,Hymenena,nonccm,Low,2,Light1,Light,633,CO2,24.32618834
1917,Hymenena,nonccm,Low,2,Light1,Light,647,CO2,24.63965336
1918,Hymenena,nonccm,Low,2,Light1,Light,661,CO2,24.28533929
1919,Hymenena,nonccm,Low,2,Light1,Light,675,CO2,24.3121188
1920,Hymenena,nonccm,Low,2,Light1,Light,690,CO2,24.32078625
1921,Hymenena,nonccm,Low,2,Light1,Light,703,CO2,24.19271869
1922,Hymenena,nonccm,Low,2,Light1,Light,717,CO2,24.17674114
1923,Hymenena,nonccm,Low,2,Light1,Light,731,CO2,24.26685924
1924,Hymenena,nonccm,Low,2,Light1,Light,745,CO2,24.22029306
1925,Hymenena,nonccm,Low,2,Light1,Light,760,CO2,24.00999375
1926,Hymenena,nonccm,Low,2,Light1,Light,774,CO2,24.08990267
1927,Hymenena,nonccm,Low,2,Light1,Light,788,CO2,23.93603826
1928,Hymenena,nonccm,Low,2,Light1,Light,803,CO2,24.11717813
1929,Hymenena,nonccm,Low,2,Light1,Light,817,CO2,24.13725854
1930,Hymenena,nonccm,Low,2,Light1,Light,830,CO2,24.03707306
1931,Hymenena,nonccm,Low,2,Light1,Light,845,CO2,24.0976413
1932,Hymenena,nonccm,Low,2,Dark2,Dark,295,CO2,24.11744691
1933,Hymenena,nonccm,Low,2,Dark2,Dark,309,CO2,24.42104282
1934,Hymenena,nonccm,Low,2,Dark2,Dark,323,CO2,24.06086982
1935,Hymenena,nonccm,Low,2,Dark2,Dark,337,CO2,24.42507993
1936,Hymenena,nonccm,Low,2,Dark2,Dark,351,CO2,24.37306427
1937,Hymenena,nonccm,Low,2,Dark2,Dark,366,CO2,24.50291418
1938,Hymenena,nonccm,Low,2,Dark2,Dark,380,CO2,24.71946405
1939,Hymenena,nonccm,Low,2,Dark2,Dark,393,CO2,24.49165502
1940,Hymenena,nonccm,Low,2,Dark2,Dark,407,CO2,24.90117104
1941,Hymenena,nonccm,Low,2,Dark2,Dark,422,CO2,24.58763148
1942,Hymenena,nonccm,Low,2,Dark2,Dark,435,CO2,24.54564582
1943,Hymenena,nonccm,Low,2,Dark2,Dark,449,CO2,24.25751322
1944,Hymenena,nonccm,Low,2,Dark2,Dark,463,CO2,24.42017253
1945,Hymenena,nonccm,Low,2,Dark2,Dark,477,CO2,24.92436896
1946,Hymenena,nonccm,Low,2,Dark2,Dark,491,CO2,24.7708373
1947,Hymenena,nonccm,Low,2,Dark2,Dark,506,CO2,25.0733216
1948,Hymenena,nonccm,Low,2,Dark2,Dark,520,CO2,25.01803605
1949,Hymenena,nonccm,Low,2,Dark2,Dark,534,CO2,24.68564464
1950,Hymenena,nonccm,Low,2,Dark2,Dark,548,CO2,24.75070448
1951,Hymenena,nonccm,Low,2,Dark2,Dark,562,CO2,24.76646795
1952,Hymenena,nonccm,Low,2,Dark2,Dark,576,CO2,24.76751245
1953,Hymenena,nonccm,Low,2,Dark2,Dark,590,CO2,25.20916295
1954,Hymenena,nonccm,Low,2,Dark2,Dark,604,CO2,24.71737067
1955,Hymenena,nonccm,Low,2,Dark2,Dark,618,CO2,25.28326505
1956,Rhodymenia,nonccm,High,2,Dark1,Dark,149,CO2,27.005525
1957,Rhodymenia,nonccm,High,2,Dark1,Dark,162,CO2,27.15682041
1958,Rhodymenia,nonccm,High,2,Dark1,Dark,175,CO2,27.58838611
1959,Rhodymenia,nonccm,High,2,Dark1,Dark,188,CO2,27.35758671
1960,Rhodymenia,nonccm,High,2,Dark1,Dark,202,CO2,27.19798492
1961,Rhodymenia,nonccm,High,2,Dark1,Dark,215,CO2,27.5176268
1962,Rhodymenia,nonccm,High,2,Dark1,Dark,229,CO2,27.69950062
1963,Rhodymenia,nonccm,High,2,Dark1,Dark,242,CO2,27.50569076
1964,Rhodymenia,nonccm,High,2,Dark1,Dark,255,CO2,27.5703971
1965,Rhodymenia,nonccm,High,2,Dark1,Dark,269,CO2,27.25387496
1966,Rhodymenia,nonccm,High,2,Dark1,Dark,283,CO2,27.3271941
1967,Rhodymenia,nonccm,High,2,Dark1,Dark,297,CO2,27.73793859
1968,Rhodymenia,nonccm,High,2,Dark1,Dark,311,CO2,27.41899726
1969,Rhodymenia,nonccm,High,2,Dark1,Dark,325,CO2,27.7209533
1970,Rhodymenia,nonccm,High,2,Dark1,Dark,339,CO2,27.68590623
1971,Rhodymenia,nonccm,High,2,Dark1,Dark,353,CO2,27.89663959
1972,Rhodymenia,nonccm,High,2,Dark1,Dark,367,CO2,28.42833114
1973,Rhodymenia,nonccm,High,2,Dark1,Dark,381,CO2,28.12753456
1974,Rhodymenia,nonccm,High,2,Dark1,Dark,395,CO2,28.0203019
1975,Rhodymenia,nonccm,High,2,Dark1,Dark,409,CO2,27.95693351
1976,Rhodymenia,nonccm,High,2,Dark1,Dark,422,CO2,28.40940472
1977,Rhodymenia,nonccm,High,2,Dark1,Dark,435,CO2,28.37762293
1978,Rhodymenia,nonccm,High,2,Dark1,Dark,450,CO2,28.33019456
1979,Rhodymenia,nonccm,High,2,Dark1,Dark,463,CO2,28.78945143
1980,Rhodymenia,nonccm,High,2,Dark1,Dark,477,CO2,28.49536506
1981,Rhodymenia,nonccm,High,2,Dark1,Dark,491,CO2,28.12490789
1982,Rhodymenia,nonccm,High,2,Dark1,Dark,505,CO2,28.30507152
1983,Rhodymenia,nonccm,High,2,Dark1,Dark,518,CO2,28.74344604
1984,Rhodymenia,nonccm,High,2,Dark1,Dark,532,CO2,28.74577334
1985,Rhodymenia,nonccm,High,2,Dark1,Dark,546,CO2,28.58300165
1986,Rhodymenia,nonccm,High,2,Dark1,Dark,560,CO2,29.03816034
1987,Rhodymenia,nonccm,High,2,Dark1,Dark,574,CO2,28.80631856
1988,Rhodymenia,nonccm,High,2,Dark1,Dark,587,CO2,29.24050339
1989,Rhodymenia,nonccm,High,2,Dark1,Dark,601,CO2,29.13349409
1990,Rhodymenia,nonccm,High,2,Dark1,Dark,614,CO2,29.49840503
1991,Rhodymenia,nonccm,High,2,Dark1,Dark,628,CO2,29.59610476
1992,Rhodymenia,nonccm,High,2,Light1,Light,137,CO2,27.76501246
1993,Rhodymenia,nonccm,High,2,Light1,Light,150,CO2,27.61441968
1994,Rhodymenia,nonccm,High,2,Light1,Light,163,CO2,26.8488659
1995,Rhodymenia,nonccm,High,2,Light1,Light,178,CO2,27.11976506
1996,Rhodymenia,nonccm,High,2,Light1,Light,192,CO2,26.55040839
1997,Rhodymenia,nonccm,High,2,Light1,Light,206,CO2,26.48035052
1998,Rhodymenia,nonccm,High,2,Light1,Light,219,CO2,25.93777987
1999,Rhodymenia,nonccm,High,2,Light1,Light,233,CO2,26.00992095
2000,Rhodymenia,nonccm,High,2,Light1,Light,246,CO2,25.41885927
2001,Rhodymenia,nonccm,High,2,Light1,Light,260,CO2,25.50283374
2002,Rhodymenia,nonccm,High,2,Light1,Light,274,CO2,25.10103912
2003,Rhodymenia,nonccm,High,2,Light1,Light,288,CO2,24.88161694
2004,Rhodymenia,nonccm,High,2,Light1,Light,301,CO2,24.42223977
2005,Rhodymenia,nonccm,High,2,Light1,Light,314,CO2,24.1586022
2006,Rhodymenia,nonccm,High,2,Light1,Light,328,CO2,23.71056076
2007,Rhodymenia,nonccm,High,2,Light1,Light,342,CO2,23.74701177
2008,Rhodymenia,nonccm,High,2,Light1,Light,356,CO2,23.29561186
2009,Rhodymenia,nonccm,High,2,Light1,Light,370,CO2,22.9203482
2010,Rhodymenia,nonccm,High,2,Light1,Light,384,CO2,22.79444313
2011,Rhodymenia,nonccm,High,2,Light1,Light,397,CO2,22.44183513
2012,Rhodymenia,nonccm,High,2,Light1,Light,411,CO2,22.55589375
2013,Rhodymenia,nonccm,High,2,Light1,Light,424,CO2,21.85646122
2014,Rhodymenia,nonccm,High,2,Light1,Light,438,CO2,21.8430413
2015,Rhodymenia,nonccm,High,2,Light1,Light,452,CO2,21.62865383
2016,Rhodymenia,nonccm,High,2,Light1,Light,465,CO2,21.53438697
2017,Rhodymenia,nonccm,High,2,Light1,Light,479,CO2,20.98773064
2018,Rhodymenia,nonccm,High,2,Light1,Light,493,CO2,20.62992069
2019,Rhodymenia,nonccm,High,2,Light1,Light,506,CO2,20.65861046
2020,Rhodymenia,nonccm,High,2,Light1,Light,520,CO2,20.13979893
2021,Rhodymenia,nonccm,High,2,Dark2,Dark,162,CO2,18.75043567
2022,Rhodymenia,nonccm,High,2,Dark2,Dark,176,CO2,18.99165754
2023,Rhodymenia,nonccm,High,2,Dark2,Dark,190,CO2,18.81443422
2024,Rhodymenia,nonccm,High,2,Dark2,Dark,203,CO2,19.09406568
2025,Rhodymenia,nonccm,High,2,Dark2,Dark,217,CO2,19.19678309
2026,Rhodymenia,nonccm,High,2,Dark2,Dark,231,CO2,19.30497332
2027,Rhodymenia,nonccm,High,2,Dark2,Dark,244,CO2,19.15314222
2028,Rhodymenia,nonccm,High,2,Dark2,Dark,258,CO2,19.28542063
2029,Rhodymenia,nonccm,High,2,Dark2,Dark,271,CO2,19.04928497
2030,Rhodymenia,nonccm,High,2,Dark2,Dark,285,CO2,19.67960566
2031,Rhodymenia,nonccm,High,2,Dark2,Dark,299,CO2,19.68908026
2032,Rhodymenia,nonccm,High,2,Dark2,Dark,313,CO2,19.95391631
2033,Rhodymenia,nonccm,High,2,Dark2,Dark,326,CO2,19.76134361
2034,Rhodymenia,nonccm,High,2,Dark2,Dark,340,CO2,19.94105662
2035,Rhodymenia,nonccm,High,2,Dark2,Dark,353,CO2,19.95888877
2036,Rhodymenia,nonccm,High,2,Dark2,Dark,366,CO2,19.95815304
2037,Rhodymenia,nonccm,High,2,Dark2,Dark,379,CO2,20.12271897
