number,genus,metabolism,treatment,rep,run1,run2,seconds,O2_mM,HCO3,HCO3_mM,CO2_mM,DIC_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH,K1a,K2a,K1b,K2b,K1,K2,H,K1_HCO3,K2_HCO3
5017,Rhodymenia,nonccm,Low,4,Dark1,Dark,323,14.62298581,26.25809389,450.55,28.03297446,478.58,27.19435742,0.838617037,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
5018,Rhodymenia,nonccm,Low,4,Dark1,Dark,309,15.20894868,26.35293031,452.18,28.13422136,480.31,27.38246898,0.751752377,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
5019,Rhodymenia,nonccm,Low,4,Dark1,Dark,295,14.83573036,26.40033064,452.99,28.18482617,481.18,27.38666053,0.798165642,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
5020,Rhodymenia,nonccm,Low,4,Dark1,Dark,281,15.40212326,26.28973386,451.09,28.06675334,479.16,27.29825699,0.768496356,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
5021,Rhodymenia,nonccm,Low,4,Dark1,Dark,267,15.19499719,26.25574283,455.93,28.00239834,483.93,27.22522245,0.777175887,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
5022,Rhodymenia,nonccm,Low,4,Dark1,Dark,253,14.79318145,26.17086203,454.46,27.91187054,482.37,27.13402454,0.777846005,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
5023,Rhodymenia,nonccm,Low,4,Dark1,Dark,239,14.58599225,26.40562647,458.54,28.16225198,486.70,27.38386617,0.778385818,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
5024,Rhodymenia,nonccm,Low,4,Dark1,Dark,225,15.21519845,25.98981324,451.31,27.71877667,479.03,26.92901977,0.789756905,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
5025,Rhodymenia,nonccm,Low,4,Dark1,Dark,211,15.38331083,26.01840705,446.44,27.77708671,474.22,26.96979209,0.807294619,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
5026,Rhodymenia,nonccm,Low,4,Dark2,Dark,605,12.81484655,25.17476727,421.34,26.93296833,448.28,26.22382368,0.709144651,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02
5027,Rhodymenia,nonccm,Low,4,Dark2,Dark,591,12.67047065,25.25966353,417.34,27.05355856,444.40,26.32696115,0.726597415,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5028,Rhodymenia,nonccm,Low,4,Dark2,Dark,577,12.95852803,25.33696162,418.62,27.13634724,445.76,26.38170529,0.754641947,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5029,Rhodymenia,nonccm,Low,4,Dark2,Dark,563,12.48771236,25.32655059,418.45,27.12519698,445.57,26.36900364,0.756193341,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5030,Rhodymenia,nonccm,Low,4,Dark2,Dark,549,12.75209638,25.04698804,413.83,26.82577919,440.65,26.09960145,0.726177736,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5031,Rhodymenia,nonccm,Low,4,Dark2,Dark,535,12.97948684,24.9675398,412.52,26.74068793,439.26,25.99709907,0.743588861,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5032,Rhodymenia,nonccm,Low,4,Dark2,Dark,521,13.0199525,25.14564998,415.46,26.93144836,442.39,26.18381345,0.74763491,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5033,Rhodymenia,nonccm,Low,4,Dark2,Dark,507,12.76219701,24.91504136,411.65,26.68446135,438.33,25.93117746,0.753283893,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5034,Rhodymenia,nonccm,Low,4,Dark2,Dark,493,12.50374711,24.69714507,408.05,26.4510914,434.50,25.71220086,0.738890538,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5035,Rhodymenia,nonccm,Low,4,Dark2,Dark,479,12.84344397,24.70952113,408.25,26.46434636,434.72,25.72337832,0.740968038,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5036,Rhodymenia,nonccm,Low,4,Dark2,Dark,464,13.125946,24.92144933,411.75,26.69132365,438.45,25.94794365,0.743379998,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5037,Rhodymenia,nonccm,Low,4,Dark2,Dark,450,13.16363398,24.74301985,408.81,26.50022252,435.31,25.71220086,0.788021655,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5038,Rhodymenia,nonccm,Low,4,Dark2,Dark,436,13.05827177,24.78429714,409.49,26.54443141,436.03,25.84277392,0.701657494,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5039,Rhodymenia,nonccm,Low,4,Dark2,Dark,422,12.98851428,24.63156406,406.97,26.38085215,433.35,25.65745671,0.723395439,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5040,Rhodymenia,nonccm,Low,4,Dark2,Dark,408,13.46008751,24.59559759,406.37,26.34233122,432.71,25.58302499,0.759306226,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5041,Rhodymenia,nonccm,Low,4,Dark2,Dark,394,12.70462341,24.61310613,406.66,26.36108391,433.02,25.6251945,0.735889409,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5042,Rhodymenia,nonccm,Low,4,Dark2,Dark,380,13.13503656,24.75182932,408.95,26.50965795,435.46,25.77672529,0.732932665,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5043,Rhodymenia,nonccm,Low,4,Dark2,Dark,366,13.33105194,24.84111794,410.43,26.60528711,437.03,25.90450398,0.700783137,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5044,Rhodymenia,nonccm,Low,4,Dark2,Dark,352,12.68442215,24.6070786,406.56,26.35462812,432.92,25.65326517,0.701362948,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5045,Rhodymenia,nonccm,Low,4,Dark2,Dark,338,13.56122008,24.41986853,403.47,26.15412356,429.62,25.45257896,0.701544603,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5046,Rhodymenia,nonccm,Low,4,Dark2,Dark,324,13.24803738,24.66490314,407.52,26.41655901,433.93,25.71778959,0.698769412,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5047,Rhodymenia,nonccm,Low,4,Dark2,Dark,309,13.36589912,24.62394855,406.84,26.37269528,433.21,25.61681141,0.755883874,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5048,Rhodymenia,nonccm,Low,4,Dark2,Dark,295,13.40497594,24.47378172,404.36,26.21186364,430.57,25.43009702,0.781766616,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5049,Rhodymenia,nonccm,Low,4,Dark2,Dark,281,13.28010688,24.1773679,399.46,25.89439969,425.36,25.18724131,0.707158384,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5050,Rhodymenia,nonccm,Low,4,Dark2,Dark,267,13.32404463,24.25908177,400.81,25.9819155,426.79,25.21670916,0.765206347,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5051,Rhodymenia,nonccm,Low,4,Dark2,Dark,253,13.49638665,23.97550086,396.13,25.67819643,421.80,25.00065394,0.677542489,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5052,Rhodymenia,nonccm,Low,4,Dark2,Dark,239,13.42662916,24.14337494,398.90,25.85799231,424.76,25.14380164,0.714190676,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5053,Rhodymenia,nonccm,Low,4,Dark2,Dark,224,13.60591537,24.10460616,398.26,25.81647202,424.08,25.08207157,0.734400444,31,12,8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
5054,Rhodymenia,nonccm,Low,4,Light1,Light,744,14.10255078,24.67927532,418.29,26.37470567,444.66,25.64488207,0.729823597,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
5055,Rhodymenia,nonccm,Low,4,Light1,Light,730,13.63451278,24.86041539,421.36,26.56829044,447.93,25.84696546,0.721324981,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
5056,Rhodymenia,nonccm,Low,4,Light1,Light,716,13.6707488,24.57043027,416.44,26.25838337,442.70,25.5240893,0.734294068,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
5057,Rhodymenia,nonccm,Low,4,Light1,Light,703,13.18598162,24.99333502,428.85,26.68272584,455.53,25.88761077,0.795115073,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
5058,Rhodymenia,nonccm,Low,4,Light1,Light,689,13.54310207,24.94096124,427.95,26.62681118,454.58,25.89891525,0.72789593,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
5059,Rhodymenia,nonccm,Low,4,Light1,Light,675,13.46286518,25.21211085,432.60,26.91629023,459.52,26.20210384,0.714186394,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
5060,Rhodymenia,nonccm,Low,4,Light1,Light,661,13.53053941,25.34878463,434.95,27.0622016,462.01,26.32137242,0.74082918,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
5061,Rhodymenia,nonccm,Low,4,Light1,Light,647,13.5723939,25.43682621,436.46,27.15619377,463.62,26.40418723,0.752006542,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
5062,Rhodymenia,nonccm,Low,4,Light1,Light,633,13.41823301,25.34327276,434.85,27.05631905,461.91,26.2891102,0.767208852,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
5063,Rhodymenia,nonccm,Low,4,Light1,Light,619,13.0764529,25.33163396,434.65,27.04389138,461.70,26.30168484,0.742206534,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
5064,Rhodymenia,nonccm,Low,4,Light1,Light,604,12.81484655,25.62840905,439.75,27.36072749,467.11,26.57121404,0.789513446,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
5065,Rhodymenia,nonccm,Low,4,Light1,Light,590,13.25851678,25.83025242,448.54,27.54860162,476.09,26.80555965,0.743041976,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
5066,Rhodymenia,nonccm,Low,4,Light1,Light,576,13.5828733,25.60558472,444.64,27.30898916,471.95,26.59649034,0.712498818,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
5067,Rhodymenia,nonccm,Low,4,Light1,Light,562,13.08061941,25.98405026,451.21,27.712631,478.93,26.95569325,0.756937753,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
5068,Rhodymenia,nonccm,Low,4,Light1,Light,548,13.32896869,25.85776432,449.02,27.57794369,476.60,26.82524722,0.752696476,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
5069,Rhodymenia,nonccm,Low,4,Light1,Light,534,13.13257454,26.3345417,457.30,28.08643851,485.39,27.32340627,0.763032242,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
5070,Rhodymenia,nonccm,Low,4,Light1,Light,520,12.90972936,26.10809001,453.37,27.84492235,481.21,27.09884095,0.746081403,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
5071,Rhodymenia,nonccm,Low,4,Light1,Light,506,13.39102444,26.28451511,456.43,28.03308557,484.47,27.26866212,0.764423444,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
5072,Rhodymenia,nonccm,Low,4,Light1,Light,492,13.59890806,26.67079027,463.14,28.44505727,491.58,27.69404067,0.751016594,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
5073,Rhodymenia,nonccm,Low,4,Light1,Light,478,13.11830739,26.56861711,461.37,28.33608593,489.70,27.55229016,0.783795768,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
5074,Rhodymenia,nonccm,Low,4,Light1,Light,464,13.02481343,26.59733823,461.86,28.36671851,490.23,27.5901411,0.776577407,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
5075,Rhodymenia,nonccm,Low,4,Light1,Light,450,13.44266392,26.7752266,470.39,28.52876093,498.92,27.7080125,0.820748429,31,12,7.95,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.12E-08,1.40E-02,4.67E-02
5076,Rhodymenia,nonccm,Low,4,Light1,Light,435,13.21735671,26.99704789,474.29,28.7651091,503.05,27.98033606,0.784773036,31,12,7.95,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.12E-08,1.40E-02,4.67E-02
5077,Rhodymenia,nonccm,Low,4,Light1,Light,421,12.87134696,26.66210515,468.40,28.40823028,496.81,27.62240332,0.785826962,31,12,7.95,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.12E-08,1.40E-02,4.67E-02
5078,Rhodymenia,nonccm,Low,4,Light1,Light,407,12.86579161,26.82363552,471.24,28.58034018,499.82,27.78523858,0.795101598,31,12,7.95,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.12E-08,1.40E-02,4.67E-02
5079,Rhodymenia,nonccm,Low,4,Light1,Light,393,12.98226452,27.20520658,477.95,28.98690075,506.93,28.15993751,0.826963239,31,12,7.95,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.12E-08,1.40E-02,4.67E-02
5144,Schizymenia,ccm,High,1,Dark1,Dark,572,9.692488906,23.98653473,481.32,25.26633186,506.59,24.52624699,0.740084872,31,12,7.79,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.62E-08,2.02E-02,3.23E-02
5145,Schizymenia,ccm,High,1,Dark1,Dark,558,10.18918745,24.46519087,490.93,25.77052695,516.70,24.99925676,0.771270189,31,12,7.79,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.62E-08,2.02E-02,3.23E-02
5146,Schizymenia,ccm,High,1,Dark1,Dark,545,10.02940809,24.47108707,488.58,25.78975671,514.37,25.03431334,0.755443371,31,12,7.8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.58E-08,1.97E-02,3.30E-02
5147,Schizymenia,ccm,High,1,Dark1,Dark,531,10.17384712,24.38522294,486.86,25.69926558,512.56,24.98795228,0.711313293,31,12,7.8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.58E-08,1.97E-02,3.30E-02
5148,Schizymenia,ccm,High,1,Dark1,Dark,517,9.864830927,24.56730192,490.50,25.89115784,516.39,25.14799318,0.743164656,31,12,7.8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.58E-08,1.97E-02,3.30E-02
5149,Schizymenia,ccm,High,1,Dark1,Dark,503,10.2575561,24.1921063,483.01,25.49574284,508.50,24.76338696,0.732355883,31,12,7.8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.58E-08,1.97E-02,3.30E-02
5150,Schizymenia,ccm,High,1,Dark1,Dark,490,10.29032002,24.44360427,488.03,25.76079275,513.79,24.99354101,0.767251738,31,12,7.8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.58E-08,1.97E-02,3.30E-02
5151,Schizymenia,ccm,High,1,Dark1,Dark,476,10.4828633,24.47181199,488.59,25.79052243,514.38,25.09324903,0.697273396,31,12,7.8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.58E-08,1.97E-02,3.30E-02
5152,Schizymenia,ccm,High,1,Dark1,Dark,463,10.3175286,24.35279174,486.21,25.6650868,511.88,24.95010134,0.714985458,31,12,7.8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.58E-08,1.97E-02,3.30E-02
5153,Schizymenia,ccm,High,1,Dark1,Dark,449,10.15149947,24.14885148,482.14,25.45015706,507.59,24.72972756,0.720429494,31,12,7.8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.58E-08,1.97E-02,3.30E-02
5154,Schizymenia,ccm,High,1,Dark1,Dark,435,10.39075817,24.10720009,481.31,25.40626062,506.72,24.68057214,0.725688477,31,12,7.8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.58E-08,1.97E-02,3.30E-02
5155,Schizymenia,ccm,High,1,Dark1,Dark,422,10.38311957,24.25295233,484.22,25.55986856,509.78,24.81254238,0.747326179,31,12,7.8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.58E-08,1.97E-02,3.30E-02
5156,Schizymenia,ccm,High,1,Dark1,Dark,408,10.374029,24.08106009,480.79,25.37871425,506.17,24.65529584,0.723418404,31,12,7.8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.58E-08,1.97E-02,3.30E-02
5157,Schizymenia,ccm,High,1,Dark1,Dark,394,10.2268123,23.94627646,478.10,25.23666635,503.33,24.50097069,0.735695665,31,12,7.8,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.58E-08,1.97E-02,3.30E-02
5158,Schizymenia,ccm,High,1,Dark1,Dark,380,10.02176949,23.93041473,475.15,25.23336428,500.39,24.50655942,0.726804863,31,12,7.81,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.55E-08,1.93E-02,3.38E-02
5159,Schizymenia,ccm,High,1,Dark1,Dark,366,10.14316645,24.02047687,476.94,25.32833166,502.27,24.61884208,0.709489575,31,12,7.81,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.55E-08,1.93E-02,3.38E-02
5160,Schizymenia,ccm,High,1,Dark1,Dark,353,10.46329333,24.14538531,479.42,25.4600399,504.88,24.77329425,0.686745653,31,12,7.81,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.55E-08,1.93E-02,3.38E-02
5161,Schizymenia,ccm,High,1,Dark1,Dark,339,10.58052378,23.65698172,469.72,24.94504374,494.67,24.23004431,0.714999429,31,12,7.81,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.55E-08,1.93E-02,3.38E-02
5162,Schizymenia,ccm,High,1,Dark1,Dark,326,10.49612038,23.91210835,474.79,25.21406088,500.00,24.49741422,0.716646657,31,12,7.81,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.55E-08,1.93E-02,3.38E-02
5163,Schizymenia,ccm,High,1,Dark1,Dark,313,9.940838177,23.66945049,469.97,24.95818999,494.93,24.273611,0.684578988,31,12,7.81,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.55E-08,1.93E-02,3.38E-02
5164,Schizymenia,ccm,High,1,Dark1,Dark,299,10.19057629,23.33104467,463.25,24.60136098,487.85,23.91707544,0.684285546,31,12,7.81,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.55E-08,1.93E-02,3.38E-02
5165,Schizymenia,ccm,High,1,Dark1,Dark,286,10.28337584,23.68557294,470.29,24.97519172,495.27,24.28758282,0.687608893,31,12,7.81,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.55E-08,1.93E-02,3.38E-02
5166,Schizymenia,ccm,High,1,Dark1,Dark,271,10.19512157,23.27582192,462.16,24.54313122,486.70,23.85394819,0.689183028,31,12,7.81,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.55E-08,1.93E-02,3.38E-02
5167,Schizymenia,ccm,High,1,Dark1,Dark,258,10.45148822,23.46202188,465.85,24.73946958,490.59,24.05184004,0.687629541,31,12,7.81,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.55E-08,1.93E-02,3.38E-02
5168,Schizymenia,ccm,High,1,Dark1,Dark,244,10.69699669,23.5487167,467.57,24.830885,492.41,24.15294524,0.677939764,31,12,7.81,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.55E-08,1.93E-02,3.38E-02
5169,Schizymenia,ccm,High,1,Dark1,Dark,231,10.41310582,23.55883593,467.78,24.84155489,492.62,24.16831425,0.67324064,31,12,7.81,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.55E-08,1.93E-02,3.38E-02
5170,Schizymenia,ccm,High,1,Dark1,Dark,216,10.13338146,23.71422798,470.86,25.00540769,495.87,24.28898,0.716427685,31,12,7.81,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.55E-08,1.93E-02,3.38E-02
5171,Schizymenia,ccm,High,1,Dark1,Dark,203,10.49612038,23.37470259,464.12,24.64739671,488.77,23.95213202,0.695264694,31,12,7.81,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.55E-08,1.93E-02,3.38E-02
5172,Schizymenia,ccm,High,1,Dark1,Dark,189,10.36285518,23.36433895,461.15,24.65024069,485.80,23.93816019,0.712080501,31,12,7.82,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.51E-08,1.89E-02,3.46E-02
5173,Schizymenia,ccm,High,1,Dark2,Dark,410,9.570397525,22.57169326,442.65,23.82793512,466.47,23.13947989,0.688455228,31,12,7.83,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.48E-08,1.84E-02,3.54E-02
5174,Schizymenia,ccm,High,1,Dark2,Dark,396,9.85087943,22.75787484,446.30,24.02447728,470.32,23.36404522,0.660432067,31,12,7.83,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.48E-08,1.84E-02,3.54E-02
5175,Schizymenia,ccm,High,1,Dark2,Dark,382,9.539022439,22.45577583,440.37,23.70556394,464.08,23.01881413,0.686749809,31,12,7.83,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.02648E-07,5.23646E-10,1.48E-08,1.84E-02,3.54E-02
