genus,metabolism,light,replicate,run1,run2,time,seconds,oxygen_mM,carbondioxide_mM,bicarbonate_mM,c12_mM,c13_mM,salinity_ppt,temperature_c,ph,,,,,,,comments,,,,,
Plocamium,ccm,Low,3,Light,Light,14:09:44,368,9.01,19.13,17.84,18.55,0.58,31,12,8.01,,,,,,,8.01,,,,,
Plocamium,ccm,Low,3,Light,Light,14:09:54,378,9.32,19.22,17.93,18.64,0.58,31,12,8.01,,,,,,,,,,,,
Plocamium,ccm,Low,3,Light,Light,14:10:04,388,8.93,18.87,17.60,18.30,0.57,31,12,8.01,,,,,,,,,,,,
Plocamium,ccm,Low,3,Light,Light,14:10:14,398,8.48,19.13,17.82,18.56,0.56,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,3,Light,Light,14:10:24,408,8.77,18.91,17.61,18.34,0.57,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,3,Light,Light,14:10:34,418,8.86,19.06,17.75,18.49,0.57,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,3,Light,Light,14:10:44,428,9.16,18.77,17.48,18.20,0.57,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,3,Light,Light,14:10:54,438,9.00,19.16,17.85,18.59,0.57,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,3,Light,Light,14:11:04,449,8.79,18.76,17.48,18.20,0.57,31,12,8.02,,,,,,,8.02,,,,,
Plocamium,ccm,Low,3,Light,Light,14:11:15,459,9.10,19.03,17.73,18.46,0.57,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,3,Light,Light,14:11:25,469,9.14,19.01,17.71,18.44,0.57,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,3,Light,Light,14:11:35,479,9.06,18.81,17.52,18.24,0.57,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,3,Light,Light,14:11:45,489,9.20,18.93,17.63,18.36,0.57,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,3,Light,Light,14:11:55,500,9.35,18.80,17.51,18.22,0.58,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,3,Light,Light,14:12:06,511,9.50,18.69,17.41,18.12,0.57,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,3,Light,Light,14:12:17,521,9.07,18.82,17.53,18.25,0.57,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,3,Light,Light,14:12:27,531,9.28,18.63,17.35,18.06,0.57,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,3,Light,Light,14:12:37,542,9.52,18.96,17.66,18.38,0.57,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,3,Light,Light,14:12:48,552,9.21,18.59,17.32,18.02,0.57,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,3,Light,Light,14:12:58,562,9.36,18.73,17.45,18.16,0.57,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,3,Light,Light,14:13:08,573,9.52,18.41,17.15,17.84,0.57,31,12,8.02,,,,,,,8,,,,,
Plocamium,ccm,Low,3,Light,Light,14:13:19,584,9.07,18.60,17.33,18.04,0.56,31,12,8.02,,,,,,,8.04,,,,,
Plocamium,ccm,Low,3,Light,Light,14:13:30,594,9.18,18.54,17.27,17.98,0.57,31,12,8.02,,,,,,,PLOCAMIUM HIGH LIGHT R3,,,,,
Plocamium,ccm,Low,3,Light,Light,14:13:40,604,9.32,18.67,17.39,18.10,0.57,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,3,Light,Light,14:13:50,614,8.98,18.35,17.09,17.79,0.56,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,3,Light,Light,14:14:00,624,9.38,18.48,17.20,17.92,0.57,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,3,Light,Light,14:14:10,634,9.00,18.26,16.99,17.71,0.56,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,3,Light,Light,14:14:20,645,9.50,18.31,17.04,17.75,0.57,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:22:32,717,12.97,24.05,22.37,23.41,0.64,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:22:45,730,13.43,24.37,22.67,23.70,0.67,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:22:59,744,13.46,24.42,22.72,23.73,0.69,31,12,8.03,,,,,,,8.01,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:23:14,759,13.27,24.30,22.61,23.59,0.72,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:23:28,773,12.78,24.31,22.62,23.66,0.65,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:23:42,787,13.25,24.24,22.55,23.56,0.67,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:23:56,801,13.34,24.41,22.71,23.72,0.69,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:24:10,815,12.41,24.43,22.73,23.76,0.66,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:24:24,829,13.36,24.44,22.74,23.78,0.67,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:24:38,843,13.29,24.69,22.98,24.03,0.66,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:24:52,857,12.96,24.62,22.91,23.94,0.68,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:25:06,871,13.18,24.42,22.73,23.70,0.73,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:25:20,885,12.67,24.50,22.80,23.81,0.69,31,12,8.03,,,,,,,8.01,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:25:34,899,13.44,24.89,23.16,24.20,0.69,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:25:48,913,13.32,24.68,22.96,23.99,0.69,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:26:02,927,12.90,24.77,23.05,24.11,0.67,31,12,8.03,,,,,,,END D1 NOW,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:26:16,941,13.62,25.11,23.36,24.40,0.71,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:26:29,954,13.15,24.60,22.89,23.88,0.72,31,12,8.03,,,,,,,7.99,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:26:44,969,12.96,24.59,22.88,23.92,0.68,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:26:58,983,13.02,24.61,22.90,23.93,0.69,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:27:12,997,13.11,24.87,23.14,24.18,0.68,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:27:26,1011,12.74,24.74,23.02,24.05,0.69,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:27:40,1025,13.45,24.64,22.96,23.95,0.69,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:27:54,1039,12.70,24.39,22.72,23.74,0.65,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:28:08,1053,13.02,24.98,23.27,24.30,0.67,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:28:21,1066,12.94,24.86,23.16,24.16,0.70,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:28:35,1080,12.75,24.97,23.26,24.33,0.64,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:28:49,1094,12.46,24.74,23.04,24.08,0.66,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:29:03,1108,13.14,25.02,23.31,24.33,0.70,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark1,Dark,14:29:17,1122,13.09,25.12,23.40,24.42,0.70,31,12,8.02,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:44:54,225,14.07,21.47,19.92,20.87,0.59,31,12,8.05,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:45:08,239,13.47,21.39,19.85,20.82,0.57,31,12,8.05,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:45:22,253,13.80,21.11,19.60,20.52,0.60,31,12,8.05,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:45:36,267,13.19,21.21,19.69,20.65,0.57,31,12,8.05,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:45:49,280,13.22,21.32,19.76,20.75,0.56,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:46:04,295,13.31,21.25,19.69,20.67,0.58,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:46:18,309,13.07,21.25,19.70,20.66,0.59,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:46:32,323,12.97,21.24,19.69,20.63,0.61,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:46:45,336,13.32,21.60,20.02,20.93,0.66,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:47:00,351,12.83,21.23,19.67,20.66,0.57,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:47:14,365,13.13,21.56,19.98,20.96,0.60,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:47:28,379,13.07,21.61,20.03,21.02,0.58,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:47:42,393,13.31,21.47,19.90,20.86,0.61,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:47:56,407,13.15,21.53,19.95,20.94,0.58,31,12,8.06,,,,,,,8.2,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:48:10,421,13.25,21.45,19.89,20.88,0.58,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:48:24,435,13.18,21.73,20.14,21.15,0.58,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:48:38,449,12.87,21.59,20.01,21.01,0.58,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:48:51,462,13.15,21.72,20.13,21.10,0.62,31,12,8.06,,,,,,,8,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:49:06,477,13.05,21.85,20.25,21.23,0.62,31,12,8.06,,,,,,,8.2,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:49:19,490,13.11,21.70,20.11,21.11,0.59,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:49:33,504,12.79,21.88,20.28,21.26,0.62,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:49:47,518,12.85,21.73,20.14,21.14,0.59,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:50:01,532,13.25,21.80,20.20,21.19,0.61,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:50:15,546,12.88,21.49,19.92,20.92,0.57,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:50:29,560,12.63,21.85,20.26,21.23,0.62,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:50:42,573,12.70,21.78,20.19,21.17,0.61,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:50:56,587,12.68,21.80,20.21,21.20,0.61,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:51:10,601,12.61,21.65,20.06,21.05,0.60,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:51:24,615,12.41,21.76,20.17,21.15,0.62,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:51:39,630,12.96,22.17,20.55,21.54,0.64,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:51:53,644,12.38,21.98,20.37,21.36,0.62,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:52:07,658,12.35,21.92,20.32,21.33,0.59,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:52:21,672,12.58,21.96,20.35,21.35,0.61,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:52:35,686,12.81,21.89,20.29,21.28,0.60,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:52:49,700,12.93,22.26,20.63,21.65,0.60,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:53:04,715,12.35,22.02,20.41,21.37,0.65,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:53:18,729,12.38,22.16,20.54,21.53,0.62,31,12,8.06,,,,,,,8.03,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:53:32,743,12.45,22.25,20.62,21.63,0.62,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:53:46,757,12.14,22.06,20.45,21.41,0.65,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:54:00,771,12.20,22.03,20.41,21.41,0.62,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:54:14,785,12.32,22.09,20.48,21.51,0.59,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:54:28,799,12.25,22.06,20.44,21.42,0.63,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:54:42,813,12.37,22.02,20.41,21.41,0.61,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Dark2,Dark,14:54:56,827,12.01,22.16,20.54,21.52,0.64,31,12,8.06,,,,,,,,,,,,
Plocamium,ccm,Low,4,Light,Light,14:36:31,378,13.11,22.49,20.95,21.92,0.57,31,12,8.02,,,,,,,8.15,,,,,
Plocamium,ccm,Low,4,Light,Light,14:36:45,392,12.98,22.84,21.25,22.23,0.60,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Light,Light,14:36:59,406,13.26,22.56,20.99,21.96,0.60,31,12,8.03,,,,,,,8.16,,,,,
Plocamium,ccm,Low,4,Light,Light,14:37:13,420,13.25,22.48,20.92,21.83,0.65,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Light,Light,14:37:27,434,13.10,22.45,20.89,21.83,0.61,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Light,Light,14:37:41,448,13.56,22.64,21.06,22.02,0.62,31,12,8.03,,,,,,,8.17,,,,,
Plocamium,ccm,Low,4,Light,Light,14:37:54,461,13.69,22.29,20.74,21.66,0.63,31,12,8.03,,,,,,,8.02,,,,,
Plocamium,ccm,Low,4,Light,Light,14:38:08,475,13.52,22.42,20.86,21.79,0.64,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Light,Light,14:38:22,489,13.83,22.20,20.66,21.58,0.62,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Light,Light,14:38:36,503,13.82,22.25,20.71,21.65,0.61,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Light,Light,14:38:50,517,13.60,21.60,20.10,21.02,0.58,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Light,Light,14:39:04,531,13.55,21.90,20.37,21.26,0.63,31,12,8.03,,,,,,,,,,,,
Plocamium,ccm,Low,4,Light,Light,14:39:18,545,13.73,21.85,20.30,21.24,0.60,31,12,8.04,,,,,,,,,,,,
Plocamium,ccm,Low,4,Light,Light,14:39:32,559,13.92,21.90,20.35,21.31,0.60,31,12,8.04,,,,,,,,,,,,
Plocamium,ccm,Low,4,Light,Light,14:39:46,573,13.94,21.74,20.20,21.09,0.64,31,12,8.04,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:09:36,701,11.08,26.90,25.25,26.15,0.75,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:09:50,716,10.59,26.88,25.23,26.17,0.72,31,12,7.95,,,,,,,7.99,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:10:05,730,11.33,27.27,25.59,26.52,0.75,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:10:19,743,10.50,27.15,25.48,26.41,0.74,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:10:32,758,11.26,27.11,25.45,26.36,0.75,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:10:47,772,10.98,27.12,25.45,26.33,0.79,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:11:01,786,11.14,27.18,25.51,26.41,0.77,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:11:15,800,10.93,27.24,25.56,26.45,0.79,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:11:29,814,10.38,27.43,25.74,26.74,0.69,31,12,7.95,,,,,,,7.99,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:11:43,828,11.11,27.75,26.05,27.00,0.75,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:11:57,842,10.90,27.54,25.85,26.80,0.74,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:12:11,856,10.86,27.48,25.79,26.72,0.75,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:12:25,870,11.32,27.73,26.02,26.98,0.75,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:12:39,884,10.80,27.67,25.97,26.87,0.80,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:12:53,898,10.65,27.30,25.62,26.54,0.76,31,12,7.95,,,,,,,7.98,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:13:07,913,10.85,27.40,25.71,26.60,0.80,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:13:22,926,10.70,27.78,26.08,26.97,0.82,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:13:35,940,10.35,27.72,26.02,27.00,0.72,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:13:49,955,10.67,27.69,25.99,26.95,0.74,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:14:04,969,10.54,27.36,25.68,26.61,0.75,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:14:18,982,10.91,27.95,26.24,27.19,0.76,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:14:31,997,10.35,27.74,26.03,27.00,0.74,31,12,7.95,,,,,,,7.98,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:14:46,1011,10.26,28.41,26.66,27.64,0.77,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:15:00,1025,10.98,27.68,25.98,26.88,0.80,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:15:14,1039,10.61,28.52,26.77,27.72,0.80,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:15:28,1053,10.81,27.99,26.27,27.22,0.77,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:15:42,1067,10.83,28.30,26.56,27.51,0.79,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:15:56,1081,10.02,27.94,26.22,27.14,0.79,31,12,7.95,,,,,,,7.98,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:16:10,1095,10.45,27.84,26.13,27.07,0.77,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:16:24,1109,10.57,28.07,26.35,27.34,0.74,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:16:38,1123,10.48,28.40,26.66,27.63,0.78,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:16:52,1136,10.77,28.22,26.49,27.46,0.76,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:17:05,1150,10.87,28.50,26.75,27.72,0.79,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:17:19,1164,10.82,28.44,26.69,27.62,0.82,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:17:33,1178,10.30,28.79,27.02,27.97,0.81,31,12,7.95,,,,,,,7.98,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:17:47,1192,10.43,28.73,26.96,27.92,0.80,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:18:01,1207,10.90,28.73,26.96,27.94,0.78,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark1,Dark,19:18:16,1221,10.85,28.99,27.21,28.19,0.81,31,12,7.95,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:36:30,170,11.70,27.59,25.84,26.86,0.73,31,12,7.97,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:36:45,184,11.68,27.78,26.02,27.00,0.78,31,12,7.97,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:36:59,198,11.46,27.76,26.00,26.97,0.79,31,12,7.97,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:37:13,211,11.83,27.70,25.95,26.94,0.76,31,12,7.97,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:37:26,225,11.57,27.59,25.81,26.80,0.79,31,12,7.98,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:37:40,239,11.17,27.72,25.94,27.02,0.70,31,12,7.98,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:37:54,253,11.67,27.78,26.00,27.01,0.77,31,12,7.98,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:38:08,267,11.32,27.98,26.18,27.21,0.77,31,12,7.98,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:38:22,281,11.51,27.33,25.58,26.58,0.75,31,12,7.98,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:38:36,295,10.84,27.94,26.14,27.19,0.75,31,12,7.98,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:38:50,309,11.72,27.80,26.02,27.03,0.77,31,12,7.98,,,,,,,8.02,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:39:04,323,11.07,28.20,26.38,27.40,0.80,31,12,7.98,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:39:18,337,11.71,27.98,26.18,27.20,0.78,31,12,7.98,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:39:32,351,11.01,28.00,26.20,27.22,0.78,31,12,7.98,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:39:46,365,10.87,27.83,26.04,27.10,0.73,31,12,7.98,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:40:00,379,11.32,28.02,26.22,27.27,0.76,31,12,7.98,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:40:14,393,10.99,27.90,26.10,27.11,0.79,31,12,7.98,,,,,,,8.01,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:40:28,407,10.72,28.07,26.26,27.35,0.72,31,12,7.98,,,,,,,8.04,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:40:42,421,10.86,28.40,26.57,27.62,0.77,31,12,7.98,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:40:56,434,11.26,28.49,26.66,27.71,0.78,31,12,7.98,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:41:09,448,10.84,28.19,26.38,27.41,0.78,31,12,7.98,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:41:23,462,11.00,28.23,26.41,27.46,0.76,31,12,7.98,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:41:37,475,11.18,28.30,26.48,27.55,0.75,31,12,7.98,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:41:50,490,10.95,28.46,26.63,27.69,0.77,31,12,7.98,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:42:05,503,10.99,28.10,26.29,27.33,0.77,31,12,7.98,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:42:18,517,10.83,28.32,26.50,27.53,0.79,31,12,7.98,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:42:32,532,10.65,28.28,26.46,27.47,0.82,31,12,7.98,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:42:47,546,10.54,28.33,26.51,27.56,0.77,31,12,7.98,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:43:01,559,11.09,28.63,26.79,27.83,0.80,31,12,7.98,,,,,,,,,,,,
Plocamium,ccm,Low,5,Dark2,Dark,19:43:14,573,11.09,28.63,26.79,27.83,0.80,31,12,7.98,,,,,,,,,,,,
Plocamium,ccm,Low,5,Light,Light,19:30:40,730,11.45,28.05,26.30,27.32,0.73,31,12,7.96,,,,,,,8,,,,,
Plocamium,ccm,Low,5,Light,Light,19:30:53,744,11.99,28.12,26.36,27.33,0.78,31,12,7.96,,,,,,,,,,,,
Plocamium,ccm,Low,5,Light,Light,19:31:07,758,12.09,28.01,26.26,27.22,0.79,31,12,7.96,,,,,,,,,,,,
Plocamium,ccm,Low,5,Light,Light,19:31:21,772,11.82,28.01,26.26,27.25,0.76,31,12,7.96,,,,,,,8.01,,,,,
Plocamium,ccm,Low,5,Light,Light,19:31:35,786,12.15,27.51,25.80,26.76,0.75,31,12,7.96,,,,,,,,,,,,
Plocamium,ccm,Low,5,Light,Light,19:31:49,800,12.27,27.98,26.23,27.26,0.72,31,12,7.96,,,,,,,,,,,,
Plocamium,ccm,Low,5,Light,Light,19:32:03,814,12.02,27.73,26.00,26.98,0.75,31,12,7.96,,,,,,,,,,,,
Plocamium,ccm,Low,5,Light,Light,19:32:17,829,12.00,27.86,26.10,27.11,0.75,31,12,7.97,,,,,,,,,,,,
