genus,metabolism,light,replicate,run1,run2,time,seconds,oxygen_mM,carbondioxide_mM,bicarbonate_mM,c12_mM,c13_mM,salinity_ppt,temperature_c,ph,,,,,,,comments,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:51:27,303,9.76,22.25,21.10,21.61,0.64,31,12,7.81,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:51:41,316,9.87,22.10,20.96,21.51,0.58,31,12,7.81,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:51:54,330,10.01,22.04,20.90,21.45,0.59,31,12,7.81,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:52:08,343,9.95,22.28,21.13,21.66,0.62,31,12,7.81,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:52:21,357,9.63,22.01,20.87,21.41,0.60,31,12,7.81,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:52:35,371,9.55,22.12,20.98,21.49,0.63,31,12,7.81,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:52:49,385,9.65,22.19,21.04,21.59,0.60,31,12,7.81,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:53:03,399,10.00,22.34,21.19,21.68,0.67,31,12,7.81,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:53:17,412,9.81,22.35,21.20,21.73,0.62,31,12,7.81,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:53:30,425,9.89,22.22,21.07,21.62,0.60,31,12,7.81,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:53:43,439,9.74,22.49,21.33,21.86,0.62,31,12,7.81,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:53:57,452,10.29,22.51,21.36,21.88,0.63,31,12,7.8,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:54:10,466,9.68,22.45,21.30,21.82,0.63,31,12,7.8,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:54:24,479,9.73,22.81,21.64,22.15,0.66,31,12,7.8,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:54:37,493,10.18,22.31,21.17,21.66,0.65,31,12,7.8,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:54:51,506,10.26,22.50,21.35,21.88,0.62,31,12,7.8,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:55:04,519,10.18,22.65,21.49,22.01,0.63,31,12,7.8,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:55:17,533,10.03,22.62,21.46,21.99,0.62,31,12,7.8,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:55:31,546,10.49,22.60,21.44,21.98,0.62,31,12,7.8,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:55:44,560,10.17,22.75,21.59,22.09,0.66,31,12,7.8,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:55:58,574,10.62,22.60,21.44,22.00,0.60,31,12,7.8,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:56:12,588,10.17,22.86,21.69,22.22,0.64,31,12,7.8,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:56:26,602,9.94,22.64,21.49,22.02,0.62,31,12,7.79,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:56:40,616,10.31,22.91,21.75,22.29,0.62,31,12,7.79,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:56:54,630,9.74,22.79,21.64,22.14,0.65,31,12,7.79,,,,,,,D1 e,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:57:08,644,9.87,22.70,21.55,22.05,0.65,31,12,7.79,,,,,,,D1 end now Hymenena high R1,,,,,
Hymenena,ccm,High,1,Dark1,Dark,17:57:22,658,9.50,22.75,21.60,22.09,0.66,31,12,7.79,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark2,Dark,18:11:55,220,11.01,17.90,16.92,17.42,0.48,31,12,7.86,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark2,Dark,18:12:09,234,11.35,17.78,16.81,17.30,0.48,31,12,7.86,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark2,Dark,18:12:23,248,10.95,17.84,16.87,17.34,0.50,31,12,7.86,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark2,Dark,18:12:37,262,11.15,18.05,17.07,17.56,0.49,31,12,7.86,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark2,Dark,18:12:51,275,11.42,18.03,17.06,17.55,0.48,31,12,7.85,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark2,Dark,18:13:04,289,11.13,17.92,16.95,17.39,0.53,31,12,7.85,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark2,Dark,18:13:18,302,11.00,18.01,17.04,17.50,0.50,31,12,7.85,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark2,Dark,18:13:31,315,11.00,18.12,17.14,17.62,0.50,31,12,7.85,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark2,Dark,18:13:44,328,10.59,18.05,17.08,17.53,0.52,31,12,7.85,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark2,Dark,18:13:57,342,10.89,18.12,17.14,17.62,0.51,31,12,7.85,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark2,Dark,18:14:11,355,10.85,18.29,17.30,17.76,0.53,31,12,7.85,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark2,Dark,18:14:24,369,11.02,18.17,17.19,17.63,0.54,31,12,7.85,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark2,Dark,18:14:38,382,10.97,18.28,17.29,17.79,0.50,31,12,7.85,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark2,Dark,18:14:51,396,10.99,18.29,17.30,17.77,0.52,31,12,7.85,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark2,Dark,18:15:05,410,10.89,18.23,17.25,17.74,0.50,31,12,7.85,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark2,Dark,18:15:19,423,10.93,18.51,17.51,17.96,0.55,31,12,7.85,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark2,Dark,18:15:32,437,10.77,18.45,17.46,17.92,0.53,31,12,7.85,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark2,Dark,18:15:46,450,10.68,18.52,17.52,18.00,0.52,31,12,7.85,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark2,Dark,18:15:59,464,10.06,18.19,17.21,17.69,0.50,31,12,7.85,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark2,Dark,18:16:13,478,10.59,18.45,17.46,17.90,0.55,31,12,7.85,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark2,Dark,18:16:27,492,10.48,18.43,17.44,17.91,0.52,31,12,7.85,,,,,,,,,,,,
Hymenena,ccm,High,1,Dark2,Dark,18:16:41,505,10.60,18.43,17.44,17.94,0.48,31,12,7.85,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:00:48,193,10.69,20.96,19.89,20.35,0.61,31,12,7.8,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:01:02,207,10.90,20.92,19.85,20.33,0.59,31,12,7.8,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:01:16,220,10.84,20.67,19.60,20.06,0.61,31,12,7.81,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:01:29,234,10.71,20.55,19.49,19.96,0.59,31,12,7.81,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:01:43,247,10.97,20.47,19.41,19.90,0.57,31,12,7.81,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:01:56,261,10.83,20.35,19.30,19.78,0.57,31,12,7.81,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:02:10,275,10.95,20.23,19.17,19.63,0.61,31,12,7.82,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:02:24,288,10.89,19.95,18.91,19.36,0.59,31,12,7.82,,,,,,,gonna give this one a bit more time,,,,,
Hymenena,ccm,High,1,Light,Light,18:02:37,302,10.63,20.15,19.10,19.59,0.56,31,12,7.82,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:02:51,315,11.38,20.07,19.02,19.48,0.59,31,12,7.82,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:03:04,328,11.31,19.88,18.84,19.31,0.56,31,12,7.82,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:03:17,342,11.19,19.87,18.83,19.32,0.55,31,12,7.82,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:03:31,356,10.99,19.65,18.62,19.13,0.53,31,12,7.82,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:03:45,370,11.22,19.86,18.82,19.30,0.56,31,12,7.82,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:03:59,383,11.23,19.43,18.41,18.85,0.58,31,12,7.83,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:04:12,397,11.00,19.18,18.17,18.63,0.54,31,12,7.83,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:04:26,410,11.43,19.22,18.21,18.67,0.55,31,12,7.83,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:04:39,424,11.78,19.10,18.09,18.56,0.54,31,12,7.83,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:04:53,437,11.23,19.02,18.02,18.46,0.56,31,12,7.83,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:05:06,451,11.36,18.91,17.91,18.38,0.53,31,12,7.83,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:05:20,464,11.23,18.54,17.56,18.04,0.50,31,12,7.83,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:05:33,477,11.20,18.23,17.27,17.70,0.54,31,12,7.83,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:05:46,491,11.10,18.41,17.44,17.92,0.48,31,12,7.83,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:06:00,505,11.24,18.46,17.49,17.95,0.51,31,12,7.83,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:06:14,519,11.79,18.33,17.36,17.80,0.53,31,12,7.83,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:06:28,533,11.43,18.13,17.17,17.59,0.54,31,12,7.83,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:06:42,546,11.72,18.12,17.16,17.63,0.48,31,12,7.83,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:06:55,560,11.80,18.10,17.14,17.59,0.51,31,12,7.84,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:07:09,573,11.80,17.92,16.96,17.41,0.51,31,12,7.84,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:07:22,587,12.17,17.63,16.69,17.14,0.50,31,12,7.84,,,,,,,L1 end NOW,,,,,
Hymenena,ccm,High,1,Light,Light,18:07:36,600,11.15,17.44,16.51,16.97,0.48,31,12,7.84,,,,,,,,,,,,
Hymenena,ccm,High,1,Light,Light,18:07:49,614,11.61,17.41,16.48,16.94,0.47,31,12,7.84,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark1,Dark,15:47:29,282,11.05,24.45,22.97,23.75,0.71,31,12,7.94,,,,,,,7.97,,,,,
Hymenena,ccm,High,2,Dark1,Dark,15:47:43,296,10.80,24.14,22.68,23.45,0.69,31,12,7.94,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark1,Dark,15:47:57,310,11.12,24.52,23.03,23.86,0.67,31,12,7.94,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark1,Dark,15:48:11,324,10.76,24.55,23.06,23.82,0.72,31,12,7.94,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark1,Dark,15:48:25,338,11.19,24.35,22.87,23.65,0.70,31,12,7.94,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark1,Dark,15:48:39,352,10.43,24.37,22.89,23.70,0.68,31,12,7.94,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark1,Dark,15:48:53,366,10.52,24.08,22.62,23.37,0.71,31,12,7.94,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark1,Dark,15:49:07,380,10.50,24.65,23.16,23.96,0.69,31,12,7.94,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark1,Dark,15:49:21,394,10.65,24.69,23.19,23.99,0.70,31,12,7.94,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark1,Dark,15:49:35,408,10.69,24.67,23.18,23.97,0.69,31,12,7.94,,,,,,,7.98,,,,,
Hymenena,ccm,High,2,Dark1,Dark,15:49:49,422,9.89,24.26,22.79,23.61,0.64,31,12,7.94,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark1,Dark,15:50:03,436,9.96,24.52,23.03,23.86,0.66,31,12,7.94,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark1,Dark,15:50:17,450,9.78,24.45,22.97,23.75,0.70,31,12,7.94,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark1,Dark,15:50:31,465,10.42,24.67,23.18,24.00,0.67,31,12,7.94,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark1,Dark,15:50:46,479,10.11,24.58,23.09,23.90,0.68,31,12,7.94,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark1,Dark,15:51:00,493,9.86,24.44,22.96,23.76,0.68,31,12,7.94,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark1,Dark,15:51:14,507,9.91,24.68,23.18,23.98,0.70,31,12,7.94,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark1,Dark,15:51:28,521,10.02,24.61,23.12,23.90,0.71,31,12,7.94,,,,,,,7.97,,,,,
Hymenena,ccm,High,2,Dark1,Dark,15:51:42,535,9.79,25.00,23.49,24.31,0.69,31,12,7.94,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark1,Dark,15:51:56,549,10.20,24.76,23.26,24.04,0.72,31,12,7.94,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark1,Dark,15:52:10,563,9.58,24.77,23.29,24.10,0.67,31,12,7.93,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark1,Dark,15:52:24,577,9.86,24.93,23.44,24.26,0.67,31,12,7.93,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark1,Dark,15:52:38,591,9.90,25.37,23.85,24.69,0.68,31,12,7.93,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark1,Dark,15:52:52,605,9.52,25.10,23.60,24.43,0.67,31,12,7.93,,,,,,,7.97,,,,,
Hymenena,ccm,High,2,Dark2,Dark,16:07:48,211,13.23,15.90,14.63,15.45,0.45,31,12,8.11,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark2,Dark,16:08:02,225,13.21,15.61,14.39,15.19,0.42,31,12,8.1,,,,,,,Dark2 END NOW,,,,,
Hymenena,ccm,High,2,Dark2,Dark,16:08:16,239,13.40,16.01,14.76,15.58,0.43,31,12,8.1,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark2,Dark,16:08:30,253,13.12,16.11,14.85,15.71,0.40,31,12,8.1,,,,,,,8.02,,,,,
Hymenena,ccm,High,2,Dark2,Dark,16:08:44,266,13.24,16.05,14.79,15.60,0.45,31,12,8.1,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark2,Dark,16:08:57,280,12.46,16.22,14.97,15.77,0.46,31,12,8.09,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark2,Dark,16:09:11,294,12.69,16.12,14.88,15.70,0.42,31,12,8.09,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark2,Dark,16:09:25,309,13.09,16.22,14.97,15.78,0.43,31,12,8.09,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark2,Dark,16:09:40,322,12.94,16.36,15.10,15.91,0.45,31,12,8.09,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark2,Dark,16:09:53,337,12.54,16.34,15.10,15.90,0.44,31,12,8.08,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark2,Dark,16:10:08,351,12.87,16.50,15.25,16.04,0.47,31,12,8.08,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark2,Dark,16:10:22,364,13.00,16.72,15.45,16.26,0.47,31,12,8.08,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark2,Dark,16:10:35,379,12.67,16.49,15.24,16.04,0.44,31,12,8.08,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark2,Dark,16:10:50,393,13.20,17.01,15.72,16.51,0.50,31,12,8.08,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark2,Dark,16:11:04,407,12.93,16.75,15.50,16.31,0.44,31,12,8.07,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark2,Dark,16:11:18,421,12.64,16.66,15.42,16.19,0.47,31,12,8.07,,,,,,,,,,,,
Hymenena,ccm,High,2,Dark2,Dark,16:11:32,435,12.63,16.72,15.48,16.23,0.49,31,12,8.07,,,,,,,8.02,,,,,
Hymenena,ccm,High,2,Dark2,Dark,16:11:46,448,12.51,16.87,15.62,16.44,0.43,31,12,8.07,,,,,,,,,,,,
Hymenena,ccm,High,2,Light,Light,15:56:51,211,11.13,22.04,20.58,21.43,0.61,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,2,Light,Light,15:57:05,225,11.00,21.60,20.14,21.01,0.60,31,12,8.01,,,,,,,,,,,,
Hymenena,ccm,High,2,Light,Light,15:57:19,238,11.37,21.26,19.83,20.73,0.54,31,12,8.01,,,,,,,,,,,,
Hymenena,ccm,High,2,Light,Light,15:57:32,253,11.86,21.16,19.71,20.58,0.57,31,12,8.02,,,,,,,,,,,,
Hymenena,ccm,High,2,Light,Light,15:57:47,267,11.08,20.96,19.53,20.36,0.60,31,12,8.02,,,,,,,,,,,,
Hymenena,ccm,High,2,Light,Light,15:58:01,281,11.54,20.68,19.26,20.08,0.60,31,12,8.02,,,,,,,,,,,,
Hymenena,ccm,High,2,Light,Light,15:58:15,295,12.02,20.47,19.05,19.88,0.59,31,12,8.03,,,,,,,7.99,,,,,
Hymenena,ccm,High,2,Light,Light,15:58:29,309,11.89,19.94,18.55,19.37,0.57,31,12,8.03,,,,,,,,,,,,
Hymenena,ccm,High,2,Light,Light,15:58:43,323,11.26,19.52,18.16,19.01,0.51,31,12,8.03,,,,,,,,,,,,
Hymenena,ccm,High,2,Light,Light,15:58:57,336,11.11,19.49,18.11,18.96,0.53,31,12,8.04,,,,,,,,,,,,
Hymenena,ccm,High,2,Light,Light,15:59:10,350,11.93,19.61,18.22,19.11,0.51,31,12,8.04,,,,,,,,,,,,
Hymenena,ccm,High,2,Light,Light,15:59:24,364,11.61,19.07,17.70,18.56,0.51,31,12,8.05,,,,,,,,,,,,
Hymenena,ccm,High,2,Light,Light,15:59:38,378,11.90,18.92,17.56,18.39,0.53,31,12,8.05,,,,,,,8,,,,,
Hymenena,ccm,High,2,Light,Light,15:59:52,392,12.35,18.67,17.30,18.17,0.50,31,12,8.06,,,,,,,8,,,,,
Hymenena,ccm,High,2,Light,Light,16:00:06,405,12.65,18.71,17.34,18.20,0.50,31,12,8.06,,,,,,,END LIGHT NOW,,,,,
Hymenena,ccm,High,2,Light,Light,16:00:19,420,12.64,18.23,16.90,17.71,0.52,31,12,8.06,,,,,,,,,,,,
Hymenena,ccm,High,2,Light,Light,16:00:34,434,13.16,18.50,17.12,17.98,0.52,31,12,8.07,,,,,,,,,,,,
Hymenena,ccm,High,2,Light,Light,16:00:48,448,12.83,18.10,16.75,17.57,0.52,31,12,8.07,,,,,,,,,,,,
Hymenena,ccm,High,2,Light,Light,16:01:02,463,12.72,17.93,16.57,17.41,0.52,31,12,8.08,,,,,,,,,,,,
Hymenena,ccm,High,2,Light,Light,16:01:17,477,13.42,17.89,16.54,17.39,0.50,31,12,8.08,,,,,,,,,,,,
Hymenena,ccm,High,2,Light,Light,16:01:31,491,12.88,17.45,16.11,16.96,0.49,31,12,8.09,,,,,,,,,,,,
Hymenena,ccm,High,2,Light,Light,16:01:45,505,13.33,17.11,15.79,16.64,0.47,31,12,8.09,,,,,,,7.99,,,,,
Hymenena,ccm,High,2,Light,Light,16:01:59,519,13.41,17.11,15.79,16.63,0.48,31,12,8.09,,,,,,,,,,,,
Hymenena,ccm,High,2,Light,Light,16:02:13,533,13.17,17.10,15.76,16.64,0.46,31,12,8.1,,,,,,,,,,,,
Hymenena,ccm,High,2,Light,Light,16:02:27,547,13.44,16.79,15.47,16.33,0.46,31,12,8.1,,,,,,,,,,,,
Hymenena,ccm,High,2,Light,Light,16:02:41,560,13.39,16.45,15.16,16.03,0.42,31,12,8.1,,,,,,,,,,,,
Hymenena,ccm,High,2,Light,Light,16:02:54,574,13.51,16.48,15.17,15.99,0.49,31,12,8.11,,,,,,,,,,,,
Hymenena,ccm,High,2,Light,Light,16:03:08,588,13.48,16.08,14.80,15.62,0.46,31,12,8.11,,,,,,,8.01,,,,,
Hymenena,ccm,High,2,Light,Light,16:03:22,602,13.37,15.98,14.71,15.51,0.48,31,12,8.11,,,,,,,turn light off NOW,,,,,
Hymenena,ccm,High,2,Light,Light,16:03:36,616,14.05,16.05,14.75,15.59,0.46,31,12,8.12,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:38:01,270,9.73,22.32,20.84,21.68,0.63,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:38:12,280,9.70,21.76,20.32,21.13,0.63,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:38:22,291,10.03,22.04,20.58,21.40,0.64,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:38:33,301,10.23,22.21,20.73,21.56,0.64,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:38:43,311,9.73,21.92,20.47,21.29,0.64,31,12,8,,,,,,,D,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:38:53,322,10.06,22.44,20.95,21.80,0.64,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:39:04,332,9.87,22.30,20.82,21.66,0.64,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:39:14,342,10.25,22.27,20.79,21.61,0.65,31,12,8,,,,,,,8.01,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:39:24,352,10.13,22.25,20.78,21.61,0.65,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:39:34,362,9.60,22.26,20.78,21.62,0.64,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:39:44,372,10.06,22.17,20.70,21.52,0.65,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:39:54,382,9.81,22.45,20.96,21.82,0.64,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:40:04,393,9.89,22.27,20.79,21.63,0.64,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:40:15,403,9.87,22.33,20.85,21.68,0.65,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:40:25,414,9.72,22.26,20.78,21.62,0.64,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:40:36,424,9.79,22.24,20.76,21.59,0.65,31,12,8,,,,,,,8.01,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:40:46,434,9.16,22.06,20.60,21.43,0.63,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:40:56,444,9.44,22.16,20.69,21.52,0.64,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:41:06,454,9.24,22.14,20.67,21.51,0.63,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:41:16,464,9.39,22.10,20.63,21.46,0.64,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:41:26,474,9.03,22.14,20.67,21.51,0.63,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:41:36,485,9.13,22.18,20.71,21.55,0.63,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:41:47,495,9.25,22.29,20.81,21.66,0.63,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:41:57,506,9.16,22.15,20.68,21.52,0.63,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:42:08,516,9.09,22.21,20.74,21.58,0.63,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:42:18,526,9.11,22.49,21.00,21.85,0.63,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:42:28,536,9.29,22.36,20.88,21.73,0.63,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:42:38,546,8.85,22.45,20.96,21.82,0.63,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:42:48,557,9.11,22.63,21.13,22.00,0.64,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:42:59,567,9.01,22.92,21.40,22.28,0.64,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:43:09,577,9.62,22.43,20.95,21.79,0.65,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:43:19,587,8.85,22.55,21.06,21.92,0.63,31,12,8,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:43:29,598,8.98,22.73,21.22,22.09,0.64,31,12,8,,,,,,,D1 STOP NOW,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:43:40,608,9.08,22.72,21.23,22.07,0.64,31,12,7.99,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:43:50,618,9.26,22.92,21.42,22.27,0.64,31,12,7.99,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:44:00,629,8.95,23.21,21.69,22.57,0.64,31,12,7.99,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:44:11,639,9.37,23.17,21.66,22.52,0.65,31,12,7.99,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:44:21,649,9.14,22.91,21.41,22.26,0.65,31,12,7.99,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:44:31,659,9.16,23.36,21.84,22.71,0.65,31,12,7.99,,,,,,,8,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:44:41,669,9.12,23.19,21.68,22.54,0.65,31,12,7.99,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:44:51,679,9.21,23.10,21.59,22.45,0.65,31,12,7.99,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark1,Dark,23:45:01,689,9.09,23.14,21.63,22.50,0.65,31,12,7.99,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark2,Dark,00:02:05,330,12.59,17.22,15.90,16.63,0.59,31,12,8.09,,,,,,,,,,,,
Hymenena,ccm,High,3,Dark2,Dark,00:02:16,340,12.32,17.15,15.83,16.56,0.59,31,12,8.09,,,,,,,,,,,,
